date,locationid,trip_distance,pickup_count
2014-12-01,1,0.0,2
2014-12-01,3,2.17833333333,6
2014-12-01,7,2.39025615269,1991
2014-12-01,8,4.69,1
2014-12-01,9,0.94,1
2014-12-01,10,8.536,5
2014-12-01,11,3.6375,4
2014-12-01,14,5.96090909091,22
2014-12-01,15,5.39333333333,3
2014-12-01,16,0.06,7
2014-12-01,17,2.63315447154,615
2014-12-01,18,2.45439189189,148
2014-12-01,19,20.15,1
2014-12-01,20,2.60362637363,91
2014-12-01,21,6.48666666667,3
2014-12-01,22,2.295,6
2014-12-01,24,2.21965217391,115
2014-12-01,25,2.87884339816,977
2014-12-01,26,2.99111111111,18
2014-12-01,28,3.47185185185,27
2014-12-01,29,2.64333333333,18
2014-12-01,31,6.33333333333,6
2014-12-01,32,1.83782608696,23
2014-12-01,33,3.50123767798,913
2014-12-01,34,3.28040816327,49
2014-12-01,35,2.35794117647,34
2014-12-01,36,3.34682242991,107
2014-12-01,37,3.20658986175,217
2014-12-01,38,0.1,1
2014-12-01,39,2.8675,12
2014-12-01,40,3.41536231884,345
2014-12-01,41,2.13938482263,2227
2014-12-01,42,2.14347597103,1519
2014-12-01,43,2.42147227533,523
2014-12-01,47,2.53318181818,88
2014-12-01,49,2.9378238342,772
2014-12-01,51,2.39181818182,11
2014-12-01,52,3.36694960212,377
2014-12-01,53,3.37333333333,12
2014-12-01,54,4.77333333333,42
2014-12-01,55,4.82,41
2014-12-01,56,2.68039473684,76
2014-12-01,57,3.85333333333,12
2014-12-01,60,2.14866666667,30
2014-12-01,61,3.06331746032,630
2014-12-01,62,2.91918032787,122
2014-12-01,63,2.10916666667,12
2014-12-01,64,8.2,2
2014-12-01,65,3.04917630058,692
2014-12-01,66,3.59108280255,785
2014-12-01,67,2.246,5
2014-12-01,69,2.328,250
2014-12-01,70,2.68014705882,68
2014-12-01,71,0.814545454545,22
2014-12-01,72,3.1275,12
2014-12-01,73,4.70555555556,9
2014-12-01,74,2.31857997607,2507
2014-12-01,75,2.40395309168,2345
2014-12-01,76,2.56290322581,31
2014-12-01,77,2.65636363636,11
2014-12-01,78,2.71455696203,79
2014-12-01,80,2.84217391304,368
2014-12-01,81,3.38375,8
2014-12-01,82,2.23636309876,1691
2014-12-01,83,2.54753191489,235
2014-12-01,85,3.07466666667,45
2014-12-01,89,3.34350746269,134
2014-12-01,91,3.48538461538,13
2014-12-01,92,3.05922048998,449
2014-12-01,93,4.77266666667,15
2014-12-01,94,2.22150684932,73
2014-12-01,95,2.60197718631,1052
2014-12-01,96,6.0,1
2014-12-01,97,2.74647776809,1147
2014-12-01,98,9.155,2
2014-12-01,102,1.392,5
2014-12-01,106,3.04308571429,175
2014-12-01,108,6.795,2
2014-12-01,111,2.11,2
2014-12-01,112,2.95908513342,787
2014-12-01,115,6.26,1
2014-12-01,116,2.76073637703,679
2014-12-01,117,7.82666666667,3
2014-12-01,119,2.36108108108,111
2014-12-01,120,6.17384615385,13
2014-12-01,121,3.01102040816,49
2014-12-01,122,7.38,1
2014-12-01,123,2.70636363636,11
2014-12-01,124,6.85,2
2014-12-01,126,2.44344827586,87
2014-12-01,127,3.185,238
2014-12-01,128,3.48142857143,14
2014-12-01,129,2.20400643604,1243
2014-12-01,130,3.32119158879,428
2014-12-01,131,4.266,5
2014-12-01,132,7.38785714286,14
2014-12-01,133,5.4452173913,23
2014-12-01,134,2.57762762763,333
2014-12-01,135,3.15678571429,28
2014-12-01,136,1.91151515152,99
2014-12-01,138,2.56421052632,19
2014-12-01,145,3.40985123967,605
2014-12-01,146,1.81003154574,317
2014-12-01,147,2.23372881356,59
2014-12-01,149,3.23,7
2014-12-01,150,7.516,5
2014-12-01,152,2.95808716707,413
2014-12-01,153,2.67380952381,42
2014-12-01,154,14.79,1
2014-12-01,155,4.15666666667,3
2014-12-01,156,3.99333333333,3
2014-12-01,157,2.98761904762,21
2014-12-01,159,2.04906716418,268
2014-12-01,160,2.77,12
2014-12-01,165,2.86,14
2014-12-01,166,2.53985604607,2084
2014-12-01,167,2.13118181818,110
2014-12-01,168,2.64626666667,225
2014-12-01,169,1.82244047619,168
2014-12-01,171,10.815,2
2014-12-01,173,2.06177339901,203
2014-12-01,174,3.47452991453,117
2014-12-01,177,3.42928571429,42
2014-12-01,178,1.51,1
2014-12-01,179,2.4864495114,307
2014-12-01,180,2.77333333333,3
2014-12-01,181,2.92922701383,1229
2014-12-01,182,2.55039215686,102
2014-12-01,183,4.27764705882,17
2014-12-01,184,4.12117647059,17
2014-12-01,185,2.9586440678,59
2014-12-01,187,5.52,1
2014-12-01,188,3.25608695652,184
2014-12-01,189,3.229,300
2014-12-01,190,3.64068965517,29
2014-12-01,191,1.978,5
2014-12-01,192,3.44677419355,31
2014-12-01,193,2.36547368421,95
2014-12-01,194,11.4775,4
2014-12-01,195,5.27093023256,43
2014-12-01,196,2.83809688581,289
2014-12-01,197,3.74285714286,42
2014-12-01,198,2.61833333333,12
2014-12-01,200,3.028,5
2014-12-01,201,9.95,2
2014-12-01,202,4.53833333333,6
2014-12-01,203,0.0,1
2014-12-01,207,0.241818181818,77
2014-12-01,208,3.33058823529,17
2014-12-01,210,1.81194174757,206
