Pickup_date,zone,borough,counts
2015-01-01,Allerton/Pelham Gardens,Bronx,15
2015-01-01,Alphabet City,Manhattan,480
2015-01-01,Arden Heights,Staten Island,1
2015-01-01,Arrochar/Fort Wadsworth,Staten Island,2
2015-01-01,Astoria,Queens,509
2015-01-01,Astoria Park,Queens,3
2015-01-01,Auburndale,Queens,21
2015-01-01,Baisley Park,Queens,24
2015-01-01,Bath Beach,Brooklyn,24
2015-01-01,Battery Park,Manhattan,5
2015-01-01,Battery Park City,Manhattan,353
2015-01-01,Bay Ridge,Brooklyn,194
2015-01-01,Bay Terrace/Fort Totten,Queens,16
2015-01-01,Bayside,Queens,46
2015-01-01,Bedford,Brooklyn,534
2015-01-01,Bedford Park,Bronx,43
2015-01-01,Bellerose,Queens,16
2015-01-01,Belmont,Bronx,32
2015-01-01,Bensonhurst East,Brooklyn,54
2015-01-01,Bensonhurst West,Brooklyn,59
2015-01-01,Bloomfield/Emerson Hill,Staten Island,8
2015-01-01,Bloomingdale,Manhattan,89
2015-01-01,Boerum Hill,Brooklyn,327
2015-01-01,Borough Park,Brooklyn,50
2015-01-01,Breezy Point/Fort Tilden/Riis Beach,Queens,1
2015-01-01,Briarwood/Jamaica Hills,Queens,50
2015-01-01,Brighton Beach,Brooklyn,35
2015-01-01,Bronx Park,Bronx,10
2015-01-01,Bronxdale,Bronx,18
2015-01-01,Brooklyn Heights,Brooklyn,303
2015-01-01,Brooklyn Navy Yard,Brooklyn,14
2015-01-01,Brownsville,Brooklyn,42
2015-01-01,Bushwick North,Brooklyn,791
2015-01-01,Bushwick South,Brooklyn,713
2015-01-01,Cambria Heights,Queens,4
2015-01-01,Canarsie,Brooklyn,72
2015-01-01,Carroll Gardens,Brooklyn,197
2015-01-01,Central Harlem,Manhattan,320
2015-01-01,Central Harlem North,Manhattan,349
2015-01-01,Central Park,Manhattan,153
2015-01-01,Charleston/Tottenville,Staten Island,1
2015-01-01,Chinatown,Manhattan,244
2015-01-01,City Island,Bronx,1
2015-01-01,Claremont/Bathgate,Bronx,18
2015-01-01,Clinton East,Manhattan,1240
2015-01-01,Clinton Hill,Brooklyn,460
2015-01-01,Clinton West,Manhattan,1090
2015-01-01,Co-Op City,Bronx,12
2015-01-01,Cobble Hill,Brooklyn,109
2015-01-01,College Point,Queens,30
2015-01-01,Columbia Street,Brooklyn,45
2015-01-01,Coney Island,Brooklyn,42
2015-01-01,Corona,Queens,52
2015-01-01,Country Club,Bronx,6
2015-01-01,Crotona Park,Bronx,2
2015-01-01,Crotona Park East,Bronx,21
2015-01-01,Crown Heights North,Brooklyn,608
2015-01-01,Crown Heights South,Brooklyn,113
2015-01-01,Cypress Hills,Brooklyn,45
2015-01-01,DUMBO/Vinegar Hill,Brooklyn,241
2015-01-01,Douglaston,Queens,13
2015-01-01,Downtown Brooklyn/MetroTech,Brooklyn,225
2015-01-01,Dyker Heights,Brooklyn,53
2015-01-01,East Chelsea,Manhattan,1483
2015-01-01,East Concourse/Concourse Village,Bronx,37
2015-01-01,East Elmhurst,Queens,60
2015-01-01,East Flatbush/Farragut,Brooklyn,66
2015-01-01,East Flatbush/Remsen Village,Brooklyn,56
2015-01-01,East Flushing,Queens,29
2015-01-01,East Harlem North,Manhattan,193
2015-01-01,East Harlem South,Manhattan,208
2015-01-01,East New York,Brooklyn,76
2015-01-01,East New York/Pennsylvania Avenue,Brooklyn,27
2015-01-01,East Tremont,Bronx,31
2015-01-01,East Village,Manhattan,2444
2015-01-01,East Williamsburg,Brooklyn,750
2015-01-01,Eastchester,Bronx,10
2015-01-01,Elmhurst,Queens,126
2015-01-01,Elmhurst/Maspeth,Queens,60
2015-01-01,Eltingville/Annadale/Prince's Bay,Staten Island,1
2015-01-01,Erasmus,Brooklyn,37
2015-01-01,Far Rockaway,Queens,2
2015-01-01,Financial District North,Manhattan,550
2015-01-01,Financial District South,Manhattan,190
2015-01-01,Flatbush/Ditmas Park,Brooklyn,218
2015-01-01,Flatiron,Manhattan,799
2015-01-01,Flatlands,Brooklyn,73
2015-01-01,Flushing,Queens,114
2015-01-01,Flushing Meadows-Corona Park,Queens,22
2015-01-01,Fordham South,Bronx,21
2015-01-01,Forest Hills,Queens,197
2015-01-01,Forest Park/Highland Park,Queens,3
2015-01-01,Fort Greene,Brooklyn,371
2015-01-01,Fresh Meadows,Queens,20
2015-01-01,Garment District,Manhattan,322
2015-01-01,Glen Oaks,Queens,5
2015-01-01,Glendale,Queens,53
2015-01-01,Gowanus,Brooklyn,180
2015-01-01,Gramercy,Manhattan,1009
2015-01-01,Gravesend,Brooklyn,42
2015-01-01,Great Kills,Staten Island,4
2015-01-01,Greenpoint,Brooklyn,935
2015-01-01,Greenwich Village North,Manhattan,869
2015-01-01,Greenwich Village South,Manhattan,995
2015-01-01,Grymes Hill/Clifton,Staten Island,3
2015-01-01,Hamilton Heights,Manhattan,186
2015-01-01,Hammels/Arverne,Queens,1
2015-01-01,Heartland Village/Todt Hill,Staten Island,2
2015-01-01,Highbridge,Bronx,30
2015-01-01,Highbridge Park,Manhattan,1
2015-01-01,Hillcrest/Pomonok,Queens,23
2015-01-01,Hollis,Queens,4
2015-01-01,Homecrest,Brooklyn,77
2015-01-01,Howard Beach,Queens,23
2015-01-01,Hudson Sq,Manhattan,296
2015-01-01,Hunts Point,Bronx,20
2015-01-01,Inwood,Manhattan,83
2015-01-01,Inwood Hill Park,Manhattan,4
2015-01-01,JFK Airport,Queens,838
2015-01-01,Jackson Heights,Queens,194
2015-01-01,Jamaica,Queens,70
2015-01-01,Jamaica Estates,Queens,24
2015-01-01,Kensington,Brooklyn,68
2015-01-01,Kew Gardens,Queens,51
2015-01-01,Kew Gardens Hills,Queens,32
2015-01-01,Kingsbridge Heights,Bronx,48
2015-01-01,Kips Bay,Manhattan,489
2015-01-01,LaGuardia Airport,Queens,595
2015-01-01,Laurelton,Queens,7
2015-01-01,Lenox Hill East,Manhattan,381
2015-01-01,Lenox Hill West,Manhattan,602
2015-01-01,Lincoln Square East,Manhattan,820
2015-01-01,Lincoln Square West,Manhattan,368
2015-01-01,Little Italy/NoLiTa,Manhattan,1157
2015-01-01,Long Island City/Hunters Point,Queens,388
2015-01-01,Long Island City/Queens Plaza,Queens,93
2015-01-01,Longwood,Bronx,15
2015-01-01,Lower East Side,Manhattan,1650
2015-01-01,Madison,Brooklyn,36
2015-01-01,Manhattan Beach,Brooklyn,33
2015-01-01,Manhattan Valley,Manhattan,173
2015-01-01,Manhattanville,Manhattan,94
2015-01-01,Marble Hill,Manhattan,14
2015-01-01,Marine Park/Mill Basin,Brooklyn,48
2015-01-01,Mariners Harbor,Staten Island,2
2015-01-01,Maspeth,Queens,75
2015-01-01,Meatpacking/West Village West,Manhattan,1336
2015-01-01,Melrose South,Bronx,34
2015-01-01,Middle Village,Queens,62
2015-01-01,Midtown Center,Manhattan,713
2015-01-01,Midtown East,Manhattan,517
2015-01-01,Midtown North,Manhattan,779
2015-01-01,Midtown South,Manhattan,970
2015-01-01,Midwood,Brooklyn,63
2015-01-01,Morningside Heights,Manhattan,133
2015-01-01,Morrisania/Melrose,Bronx,28
2015-01-01,Mott Haven/Port Morris,Bronx,48
2015-01-01,Mount Hope,Bronx,39
2015-01-01,Murray Hill,Manhattan,940
2015-01-01,Murray Hill-Queens,Queens,58
2015-01-01,Newark Airport,EWR,1
2015-01-01,North Corona,Queens,22
2015-01-01,Norwood,Bronx,35
2015-01-01,Oakland Gardens,Queens,7
2015-01-01,Oakwood,Staten Island,1
2015-01-01,Ocean Hill,Brooklyn,57
2015-01-01,Ocean Parkway South,Brooklyn,38
2015-01-01,Old Astoria,Queens,144
2015-01-01,Ozone Park,Queens,29
2015-01-01,Park Slope,Brooklyn,761
2015-01-01,Parkchester,Bronx,28
2015-01-01,Pelham Bay,Bronx,13
2015-01-01,Pelham Bay Park,Bronx,1
2015-01-01,Pelham Parkway,Bronx,35
2015-01-01,Penn Station/Madison Sq West,Manhattan,512
2015-01-01,Port Richmond,Staten Island,1
2015-01-01,Prospect Heights,Brooklyn,349
2015-01-01,Prospect Park,Brooklyn,16
2015-01-01,Prospect-Lefferts Gardens,Brooklyn,214
2015-01-01,Queens Village,Queens,27
2015-01-01,Queensboro Hill,Queens,15
2015-01-01,Queensbridge/Ravenswood,Queens,12
2015-01-01,Randalls Island,Manhattan,1
2015-01-01,Red Hook,Brooklyn,107
2015-01-01,Rego Park,Queens,62
2015-01-01,Richmond Hill,Queens,73
2015-01-01,Ridgewood,Queens,127
2015-01-01,Riverdale/North Riverdale/Fieldston,Bronx,35
2015-01-01,Rockaway Park,Queens,6
2015-01-01,Roosevelt Island,Manhattan,36
2015-01-01,Rosedale,Queens,7
2015-01-01,Saint Albans,Queens,19
2015-01-01,Saint George/New Brighton,Staten Island,10
2015-01-01,Saint Michaels Cemetery/Woodside,Queens,9
2015-01-01,Schuylerville/Edgewater Park,Bronx,41
2015-01-01,Seaport,Manhattan,190
2015-01-01,Sheepshead Bay,Brooklyn,37
2015-01-01,SoHo,Manhattan,828
2015-01-01,Soundview/Bruckner,Bronx,19
2015-01-01,Soundview/Castle Hill,Bronx,36
2015-01-01,South Beach/Dongan Hills,Staten Island,9
2015-01-01,South Jamaica,Queens,12
2015-01-01,South Ozone Park,Queens,57
2015-01-01,South Williamsburg,Brooklyn,38
2015-01-01,Springfield Gardens North,Queens,18
2015-01-01,Springfield Gardens South,Queens,21
2015-01-01,Spuyten Duyvil/Kingsbridge,Bronx,71
2015-01-01,Stapleton,Staten Island,3
2015-01-01,Starrett City,Brooklyn,12
2015-01-01,Steinway,Queens,318
2015-01-01,Stuy Town/Peter Cooper Village,Manhattan,250
2015-01-01,Stuyvesant Heights,Brooklyn,336
2015-01-01,Sunnyside,Queens,205
2015-01-01,Sunset Park East,Brooklyn,45
2015-01-01,Sunset Park West,Brooklyn,154
2015-01-01,Sutton Place/Turtle Bay North,Manhattan,612
2015-01-01,Times Sq/Theatre District,Manhattan,764
2015-01-01,TriBeCa/Civic Center,Manhattan,1506
2015-01-01,Two Bridges/Seward Park,Manhattan,557
2015-01-01,UN/Turtle Bay South,Manhattan,445
2015-01-01,Union Sq,Manhattan,1386
2015-01-01,University Heights/Morris Heights,Bronx,50
2015-01-01,Upper East Side North,Manhattan,485
2015-01-01,Upper East Side South,Manhattan,569
2015-01-01,Upper West Side North,Manhattan,402
2015-01-01,Upper West Side South,Manhattan,628
2015-01-01,Van Cortlandt Park,Bronx,7
2015-01-01,Van Cortlandt Village,Bronx,49
2015-01-01,Van Nest/Morris Park,Bronx,36
2015-01-01,Washington Heights North,Manhattan,198
2015-01-01,Washington Heights South,Manhattan,198
2015-01-01,West Brighton,Staten Island,2
2015-01-01,West Chelsea/Hudson Yards,Manhattan,978
2015-01-01,West Concourse,Bronx,56
2015-01-01,West Farms/Bronx River,Bronx,24
2015-01-01,West Village,Manhattan,1376
2015-01-01,Westchester Village/Unionport,Bronx,33
2015-01-01,Westerleigh,Staten Island,4
2015-01-01,Whitestone,Queens,31
2015-01-01,Williamsbridge/Olinville,Bronx,20
2015-01-01,Williamsburg (North Side),Brooklyn,1447
2015-01-01,Williamsburg (South Side),Brooklyn,1041
2015-01-01,Windsor Terrace,Brooklyn,103
2015-01-01,Woodhaven,Queens,70
2015-01-01,Woodlawn/Wakefield,Bronx,24
2015-01-01,Woodside,Queens,90
2015-01-01,World Trade Center,Manhattan,221
2015-01-01,Yorkville East,Manhattan,337
2015-01-01,Yorkville West,Manhattan,574
2015-01-02,Allerton/Pelham Gardens,Bronx,4
2015-01-02,Alphabet City,Manhattan,317
2015-01-02,Arrochar/Fort Wadsworth,Staten Island,2
2015-01-02,Astoria,Queens,282
2015-01-02,Auburndale,Queens,10
2015-01-02,Baisley Park,Queens,24
2015-01-02,Bath Beach,Brooklyn,11
2015-01-02,Battery Park,Manhattan,18
2015-01-02,Battery Park City,Manhattan,430
2015-01-02,Bay Ridge,Brooklyn,113
2015-01-02,Bay Terrace/Fort Totten,Queens,12
2015-01-02,Bayside,Queens,25
2015-01-02,Bedford,Brooklyn,310
2015-01-02,Bedford Park,Bronx,13
2015-01-02,Bellerose,Queens,5
2015-01-02,Belmont,Bronx,31
2015-01-02,Bensonhurst East,Brooklyn,20
2015-01-02,Bensonhurst West,Brooklyn,35
2015-01-02,Bloomfield/Emerson Hill,Staten Island,1
2015-01-02,Bloomingdale,Manhattan,75
2015-01-02,Boerum Hill,Brooklyn,220
2015-01-02,Borough Park,Brooklyn,26
2015-01-02,Breezy Point/Fort Tilden/Riis Beach,Queens,1
2015-01-02,Briarwood/Jamaica Hills,Queens,36
2015-01-02,Brighton Beach,Brooklyn,13
2015-01-02,Bronx Park,Bronx,14
2015-01-02,Bronxdale,Bronx,18
2015-01-02,Brooklyn Heights,Brooklyn,265
2015-01-02,Brooklyn Navy Yard,Brooklyn,21
2015-01-02,Brownsville,Brooklyn,32
2015-01-02,Bushwick North,Brooklyn,230
2015-01-02,Bushwick South,Brooklyn,315
2015-01-02,Cambria Heights,Queens,8
2015-01-02,Canarsie,Brooklyn,51
2015-01-02,Carroll Gardens,Brooklyn,154
2015-01-02,Central Harlem,Manhattan,192
2015-01-02,Central Harlem North,Manhattan,207
2015-01-02,Central Park,Manhattan,161
2015-01-02,Chinatown,Manhattan,158
2015-01-02,Claremont/Bathgate,Bronx,10
2015-01-02,Clinton East,Manhattan,816
2015-01-02,Clinton Hill,Brooklyn,300
2015-01-02,Clinton West,Manhattan,400
2015-01-02,Co-Op City,Bronx,11
2015-01-02,Cobble Hill,Brooklyn,102
2015-01-02,College Point,Queens,16
2015-01-02,Columbia Street,Brooklyn,41
2015-01-02,Coney Island,Brooklyn,18
2015-01-02,Corona,Queens,35
2015-01-02,Country Club,Bronx,2
2015-01-02,Crotona Park East,Bronx,8
2015-01-02,Crown Heights North,Brooklyn,367
2015-01-02,Crown Heights South,Brooklyn,83
2015-01-02,Cypress Hills,Brooklyn,9
2015-01-02,DUMBO/Vinegar Hill,Brooklyn,175
2015-01-02,Douglaston,Queens,5
2015-01-02,Downtown Brooklyn/MetroTech,Brooklyn,172
2015-01-02,Dyker Heights,Brooklyn,30
2015-01-02,East Chelsea,Manhattan,742
2015-01-02,East Concourse/Concourse Village,Bronx,22
2015-01-02,East Elmhurst,Queens,34
2015-01-02,East Flatbush/Farragut,Brooklyn,38
2015-01-02,East Flatbush/Remsen Village,Brooklyn,35
2015-01-02,East Flushing,Queens,10
2015-01-02,East Harlem North,Manhattan,151
2015-01-02,East Harlem South,Manhattan,182
2015-01-02,East New York,Brooklyn,45
2015-01-02,East New York/Pennsylvania Avenue,Brooklyn,16
2015-01-02,East Tremont,Bronx,17
2015-01-02,East Village,Manhattan,1255
2015-01-02,East Williamsburg,Brooklyn,357
2015-01-02,Eastchester,Bronx,11
2015-01-02,Elmhurst,Queens,78
2015-01-02,Elmhurst/Maspeth,Queens,17
2015-01-02,Erasmus,Brooklyn,24
2015-01-02,Far Rockaway,Queens,1
2015-01-02,Financial District North,Manhattan,458
2015-01-02,Financial District South,Manhattan,160
2015-01-02,Flatbush/Ditmas Park,Brooklyn,122
2015-01-02,Flatiron,Manhattan,564
2015-01-02,Flatlands,Brooklyn,42
2015-01-02,Flushing,Queens,81
2015-01-02,Flushing Meadows-Corona Park,Queens,7
2015-01-02,Fordham South,Bronx,2
2015-01-02,Forest Hills,Queens,112
2015-01-02,Forest Park/Highland Park,Queens,2
2015-01-02,Fort Greene,Brooklyn,274
2015-01-02,Fresh Meadows,Queens,12
2015-01-02,Garment District,Manhattan,299
2015-01-02,Glen Oaks,Queens,6
2015-01-02,Glendale,Queens,18
2015-01-02,Gowanus,Brooklyn,116
2015-01-02,Gramercy,Manhattan,671
2015-01-02,Gravesend,Brooklyn,6
2015-01-02,Green-Wood Cemetery,Brooklyn,2
2015-01-02,Greenpoint,Brooklyn,442
2015-01-02,Greenwich Village North,Manhattan,592
2015-01-02,Greenwich Village South,Manhattan,492
2015-01-02,Grymes Hill/Clifton,Staten Island,2
2015-01-02,Hamilton Heights,Manhattan,119
2015-01-02,Hammels/Arverne,Queens,1
2015-01-02,Heartland Village/Todt Hill,Staten Island,3
2015-01-02,Highbridge,Bronx,17
2015-01-02,Highbridge Park,Manhattan,4
2015-01-02,Hillcrest/Pomonok,Queens,39
2015-01-02,Hollis,Queens,4
2015-01-02,Homecrest,Brooklyn,34
2015-01-02,Howard Beach,Queens,10
2015-01-02,Hudson Sq,Manhattan,229
2015-01-02,Hunts Point,Bronx,8
2015-01-02,Inwood,Manhattan,38
2015-01-02,Inwood Hill Park,Manhattan,2
2015-01-02,JFK Airport,Queens,1268
2015-01-02,Jackson Heights,Queens,117
2015-01-02,Jamaica,Queens,41
2015-01-02,Jamaica Estates,Queens,15
2015-01-02,Kensington,Brooklyn,32
2015-01-02,Kew Gardens,Queens,36
2015-01-02,Kew Gardens Hills,Queens,19
2015-01-02,Kingsbridge Heights,Bronx,11
2015-01-02,Kips Bay,Manhattan,439
2015-01-02,LaGuardia Airport,Queens,843
2015-01-02,Laurelton,Queens,5
2015-01-02,Lenox Hill East,Manhattan,386
2015-01-02,Lenox Hill West,Manhattan,578
2015-01-02,Lincoln Square East,Manhattan,630
2015-01-02,Lincoln Square West,Manhattan,310
2015-01-02,Little Italy/NoLiTa,Manhattan,747
2015-01-02,Long Island City/Hunters Point,Queens,219
2015-01-02,Long Island City/Queens Plaza,Queens,46
2015-01-02,Longwood,Bronx,11
2015-01-02,Lower East Side,Manhattan,789
2015-01-02,Madison,Brooklyn,22
2015-01-02,Manhattan Beach,Brooklyn,9
2015-01-02,Manhattan Valley,Manhattan,160
2015-01-02,Manhattanville,Manhattan,48
2015-01-02,Marble Hill,Manhattan,6
2015-01-02,Marine Park/Floyd Bennett Field,Brooklyn,1
2015-01-02,Marine Park/Mill Basin,Brooklyn,21
2015-01-02,Maspeth,Queens,32
2015-01-02,Meatpacking/West Village West,Manhattan,631
2015-01-02,Melrose South,Bronx,5
2015-01-02,Middle Village,Queens,27
2015-01-02,Midtown Center,Manhattan,893
2015-01-02,Midtown East,Manhattan,575
2015-01-02,Midtown North,Manhattan,752
2015-01-02,Midtown South,Manhattan,678
2015-01-02,Midwood,Brooklyn,38
2015-01-02,Morningside Heights,Manhattan,116
2015-01-02,Morrisania/Melrose,Bronx,9
2015-01-02,Mott Haven/Port Morris,Bronx,33
2015-01-02,Mount Hope,Bronx,12
2015-01-02,Murray Hill,Manhattan,809
2015-01-02,Murray Hill-Queens,Queens,29
2015-01-02,North Corona,Queens,12
2015-01-02,Norwood,Bronx,15
2015-01-02,Oakland Gardens,Queens,13
2015-01-02,Oakwood,Staten Island,2
2015-01-02,Ocean Hill,Brooklyn,40
2015-01-02,Ocean Parkway South,Brooklyn,24
2015-01-02,Old Astoria,Queens,78
2015-01-02,Ozone Park,Queens,16
2015-01-02,Park Slope,Brooklyn,534
2015-01-02,Parkchester,Bronx,11
2015-01-02,Pelham Bay,Bronx,9
2015-01-02,Pelham Parkway,Bronx,18
2015-01-02,Penn Station/Madison Sq West,Manhattan,548
2015-01-02,Prospect Heights,Brooklyn,197
2015-01-02,Prospect Park,Brooklyn,27
2015-01-02,Prospect-Lefferts Gardens,Brooklyn,140
2015-01-02,Queens Village,Queens,14
2015-01-02,Queensboro Hill,Queens,11
2015-01-02,Queensbridge/Ravenswood,Queens,18
2015-01-02,Randalls Island,Manhattan,2
2015-01-02,Red Hook,Brooklyn,73
2015-01-02,Rego Park,Queens,23
2015-01-02,Richmond Hill,Queens,28
2015-01-02,Ridgewood,Queens,65
2015-01-02,Riverdale/North Riverdale/Fieldston,Bronx,20
2015-01-02,Roosevelt Island,Manhattan,18
2015-01-02,Rosedale,Queens,6
2015-01-02,Rossville/Woodrow,Staten Island,1
2015-01-02,Saint Albans,Queens,10
2015-01-02,Saint George/New Brighton,Staten Island,2
2015-01-02,Schuylerville/Edgewater Park,Bronx,14
2015-01-02,Seaport,Manhattan,165
2015-01-02,Sheepshead Bay,Brooklyn,14
2015-01-02,SoHo,Manhattan,636
2015-01-02,Soundview/Bruckner,Bronx,14
2015-01-02,Soundview/Castle Hill,Bronx,18
2015-01-02,South Beach/Dongan Hills,Staten Island,2
2015-01-02,South Jamaica,Queens,13
2015-01-02,South Ozone Park,Queens,22
2015-01-02,South Williamsburg,Brooklyn,25
2015-01-02,Springfield Gardens North,Queens,9
2015-01-02,Springfield Gardens South,Queens,14
2015-01-02,Spuyten Duyvil/Kingsbridge,Bronx,39
2015-01-02,Stapleton,Staten Island,4
2015-01-02,Starrett City,Brooklyn,8
2015-01-02,Steinway,Queens,163
2015-01-02,Stuy Town/Peter Cooper Village,Manhattan,294
2015-01-02,Stuyvesant Heights,Brooklyn,213
2015-01-02,Sunnyside,Queens,157
2015-01-02,Sunset Park East,Brooklyn,33
2015-01-02,Sunset Park West,Brooklyn,91
2015-01-02,Sutton Place/Turtle Bay North,Manhattan,508
2015-01-02,Times Sq/Theatre District,Manhattan,807
2015-01-02,TriBeCa/Civic Center,Manhattan,1073
2015-01-02,Two Bridges/Seward Park,Manhattan,207
2015-01-02,UN/Turtle Bay South,Manhattan,472
2015-01-02,Union Sq,Manhattan,923
2015-01-02,University Heights/Morris Heights,Bronx,14
2015-01-02,Upper East Side North,Manhattan,622
2015-01-02,Upper East Side South,Manhattan,706
2015-01-02,Upper West Side North,Manhattan,380
2015-01-02,Upper West Side South,Manhattan,599
2015-01-02,Van Cortlandt Park,Bronx,5
2015-01-02,Van Cortlandt Village,Bronx,22
2015-01-02,Van Nest/Morris Park,Bronx,16
2015-01-02,Washington Heights North,Manhattan,79
2015-01-02,Washington Heights South,Manhattan,136
2015-01-02,West Brighton,Staten Island,1
2015-01-02,West Chelsea/Hudson Yards,Manhattan,545
2015-01-02,West Concourse,Bronx,25
2015-01-02,West Farms/Bronx River,Bronx,3
2015-01-02,West Village,Manhattan,871
2015-01-02,Westchester Village/Unionport,Bronx,10
2015-01-02,Westerleigh,Staten Island,3
2015-01-02,Whitestone,Queens,27
2015-01-02,Williamsbridge/Olinville,Bronx,27
2015-01-02,Williamsburg (North Side),Brooklyn,672
2015-01-02,Williamsburg (South Side),Brooklyn,481
2015-01-02,Windsor Terrace,Brooklyn,76
2015-01-02,Woodhaven,Queens,33
2015-01-02,Woodlawn/Wakefield,Bronx,13
2015-01-02,Woodside,Queens,57
2015-01-02,World Trade Center,Manhattan,245
2015-01-02,Yorkville East,Manhattan,318
2015-01-02,Yorkville West,Manhattan,434
2015-01-03,Allerton/Pelham Gardens,Bronx,14
2015-01-03,Alphabet City,Manhattan,485
2015-01-03,Arrochar/Fort Wadsworth,Staten Island,4
2015-01-03,Astoria,Queens,510
2015-01-03,Astoria Park,Queens,2
2015-01-03,Auburndale,Queens,18
2015-01-03,Baisley Park,Queens,17
2015-01-03,Bath Beach,Brooklyn,7
2015-01-03,Battery Park,Manhattan,8
2015-01-03,Battery Park City,Manhattan,537
2015-01-03,Bay Ridge,Brooklyn,159
2015-01-03,Bay Terrace/Fort Totten,Queens,14
2015-01-03,Bayside,Queens,50
2015-01-03,Bedford,Brooklyn,438
2015-01-03,Bedford Park,Bronx,21
2015-01-03,Bellerose,Queens,14
2015-01-03,Belmont,Bronx,33
2015-01-03,Bensonhurst East,Brooklyn,27
2015-01-03,Bensonhurst West,Brooklyn,36
2015-01-03,Bloomfield/Emerson Hill,Staten Island,4
2015-01-03,Bloomingdale,Manhattan,98
2015-01-03,Boerum Hill,Brooklyn,353
2015-01-03,Borough Park,Brooklyn,26
2015-01-03,Breezy Point/Fort Tilden/Riis Beach,Queens,1
2015-01-03,Briarwood/Jamaica Hills,Queens,31
2015-01-03,Brighton Beach,Brooklyn,9
2015-01-03,Bronx Park,Bronx,29
2015-01-03,Bronxdale,Bronx,13
2015-01-03,Brooklyn Heights,Brooklyn,404
2015-01-03,Brooklyn Navy Yard,Brooklyn,15
2015-01-03,Brownsville,Brooklyn,31
2015-01-03,Bushwick North,Brooklyn,331
2015-01-03,Bushwick South,Brooklyn,516
2015-01-03,Cambria Heights,Queens,8
2015-01-03,Canarsie,Brooklyn,45
2015-01-03,Carroll Gardens,Brooklyn,224
2015-01-03,Central Harlem,Manhattan,307
2015-01-03,Central Harlem North,Manhattan,311
2015-01-03,Central Park,Manhattan,231
2015-01-03,Chinatown,Manhattan,266
2015-01-03,City Island,Bronx,3
2015-01-03,Claremont/Bathgate,Bronx,8
2015-01-03,Clinton East,Manhattan,1258
2015-01-03,Clinton Hill,Brooklyn,435
2015-01-03,Clinton West,Manhattan,622
2015-01-03,Co-Op City,Bronx,20
2015-01-03,Cobble Hill,Brooklyn,142
2015-01-03,College Point,Queens,9
2015-01-03,Columbia Street,Brooklyn,49
2015-01-03,Coney Island,Brooklyn,26
2015-01-03,Corona,Queens,34
2015-01-03,Country Club,Bronx,4
2015-01-03,Crotona Park East,Bronx,10
2015-01-03,Crown Heights North,Brooklyn,601
2015-01-03,Crown Heights South,Brooklyn,116
2015-01-03,Cypress Hills,Brooklyn,20
2015-01-03,DUMBO/Vinegar Hill,Brooklyn,177
2015-01-03,Douglaston,Queens,10
2015-01-03,Downtown Brooklyn/MetroTech,Brooklyn,221
2015-01-03,Dyker Heights,Brooklyn,42
2015-01-03,East Chelsea,Manhattan,1088
2015-01-03,East Concourse/Concourse Village,Bronx,29
2015-01-03,East Elmhurst,Queens,30
2015-01-03,East Flatbush/Farragut,Brooklyn,42
2015-01-03,East Flatbush/Remsen Village,Brooklyn,46
2015-01-03,East Flushing,Queens,14
2015-01-03,East Harlem North,Manhattan,220
2015-01-03,East Harlem South,Manhattan,203
2015-01-03,East New York,Brooklyn,38
2015-01-03,East New York/Pennsylvania Avenue,Brooklyn,15
2015-01-03,East Tremont,Bronx,11
2015-01-03,East Village,Manhattan,2172
2015-01-03,East Williamsburg,Brooklyn,594
2015-01-03,Eastchester,Bronx,7
2015-01-03,Elmhurst,Queens,94
2015-01-03,Elmhurst/Maspeth,Queens,29
2015-01-03,Erasmus,Brooklyn,33
2015-01-03,Financial District North,Manhattan,585
2015-01-03,Financial District South,Manhattan,154
2015-01-03,Flatbush/Ditmas Park,Brooklyn,187
2015-01-03,Flatiron,Manhattan,965
2015-01-03,Flatlands,Brooklyn,51
2015-01-03,Flushing,Queens,111
2015-01-03,Flushing Meadows-Corona Park,Queens,24
2015-01-03,Fordham South,Bronx,9
2015-01-03,Forest Hills,Queens,182
2015-01-03,Forest Park/Highland Park,Queens,3
2015-01-03,Fort Greene,Brooklyn,368
2015-01-03,Fresh Meadows,Queens,12
2015-01-03,Garment District,Manhattan,362
2015-01-03,Glen Oaks,Queens,5
2015-01-03,Glendale,Queens,40
2015-01-03,Gowanus,Brooklyn,170
2015-01-03,Gramercy,Manhattan,1204
2015-01-03,Gravesend,Brooklyn,16
2015-01-03,Great Kills,Staten Island,2
2015-01-03,Green-Wood Cemetery,Brooklyn,1
2015-01-03,Greenpoint,Brooklyn,685
2015-01-03,Greenwich Village North,Manhattan,969
2015-01-03,Greenwich Village South,Manhattan,1016
2015-01-03,Hamilton Heights,Manhattan,158
2015-01-03,Hammels/Arverne,Queens,2
2015-01-03,Highbridge,Bronx,19
2015-01-03,Hillcrest/Pomonok,Queens,32
2015-01-03,Hollis,Queens,2
2015-01-03,Homecrest,Brooklyn,46
2015-01-03,Howard Beach,Queens,16
2015-01-03,Hudson Sq,Manhattan,314
2015-01-03,Hunts Point,Bronx,7
2015-01-03,Inwood,Manhattan,52
2015-01-03,Inwood Hill Park,Manhattan,1
2015-01-03,JFK Airport,Queens,1562
2015-01-03,Jackson Heights,Queens,170
2015-01-03,Jamaica,Queens,42
2015-01-03,Jamaica Estates,Queens,16
2015-01-03,Kensington,Brooklyn,51
