Pickup_date,zone,borough,counts
2015-05-26,Bushwick North,Brooklyn,357
2015-05-26,Bushwick South,Brooklyn,482
2015-05-26,Cambria Heights,Queens,17
2015-05-26,Canarsie,Brooklyn,95
2015-05-26,Carroll Gardens,Brooklyn,200
2015-05-26,Central Harlem,Manhattan,352
2015-05-26,Central Harlem North,Manhattan,329
2015-05-26,Central Park,Manhattan,236
2015-05-26,Chinatown,Manhattan,215
2015-05-26,City Island,Bronx,2
2015-05-26,Claremont/Bathgate,Bronx,30
2015-05-26,Clinton East,Manhattan,1191
2015-05-26,Clinton Hill,Brooklyn,478
2015-05-26,Clinton West,Manhattan,701
2015-05-26,Co-Op City,Bronx,21
2015-05-26,Cobble Hill,Brooklyn,100
2015-05-26,College Point,Queens,17
2015-05-26,Columbia Street,Brooklyn,61
2015-05-26,Coney Island,Brooklyn,34
2015-05-26,Corona,Queens,58
2015-05-26,Country Club,Bronx,2
2015-05-26,Crotona Park,Bronx,1
2015-05-26,Crotona Park East,Bronx,15
2015-05-26,Crown Heights North,Brooklyn,563
2015-05-26,Crown Heights South,Brooklyn,128
2015-05-26,Cypress Hills,Brooklyn,46
2015-05-26,DUMBO/Vinegar Hill,Brooklyn,276
2015-05-26,Douglaston,Queens,21
2015-05-26,Downtown Brooklyn/MetroTech,Brooklyn,268
2015-05-26,Dyker Heights,Brooklyn,65
2015-05-26,East Chelsea,Manhattan,1375
2015-05-26,East Concourse/Concourse Village,Bronx,47
2015-05-26,East Elmhurst,Queens,89
2015-05-26,East Flatbush/Farragut,Brooklyn,98
2015-05-26,East Flatbush/Remsen Village,Brooklyn,87
2015-05-26,East Flushing,Queens,23
2015-05-26,East Harlem North,Manhattan,292
2015-05-26,East Harlem South,Manhattan,280
2015-05-26,East New York,Brooklyn,99
2015-05-26,East New York/Pennsylvania Avenue,Brooklyn,31
2015-05-26,East Tremont,Bronx,40
2015-05-26,East Village,Manhattan,1596
2015-05-26,East Williamsburg,Brooklyn,494
2015-05-26,Eastchester,Bronx,18
2015-05-26,Elmhurst,Queens,108
2015-05-26,Elmhurst/Maspeth,Queens,47
2015-05-26,Erasmus,Brooklyn,62
2015-05-26,Far Rockaway,Queens,3
2015-05-26,Financial District North,Manhattan,746
2015-05-26,Financial District South,Manhattan,304
2015-05-26,Flatbush/Ditmas Park,Brooklyn,258
2015-05-26,Flatiron,Manhattan,983
2015-05-26,Flatlands,Brooklyn,110
2015-05-26,Flushing,Queens,110
2015-05-26,Flushing Meadows-Corona Park,Queens,68
2015-05-26,Fordham South,Bronx,14
2015-05-26,Forest Hills,Queens,242
2015-05-26,Forest Park/Highland Park,Queens,4
2015-05-26,Fort Greene,Brooklyn,400
2015-05-26,Fresh Meadows,Queens,17
2015-05-26,Garment District,Manhattan,913
2015-05-26,Glen Oaks,Queens,17
2015-05-26,Glendale,Queens,40
2015-05-26,Gowanus,Brooklyn,183
2015-05-26,Gramercy,Manhattan,1103
2015-05-26,Gravesend,Brooklyn,24
2015-05-26,Green-Wood Cemetery,Brooklyn,2
2015-05-26,Greenpoint,Brooklyn,659
2015-05-26,Greenwich Village North,Manhattan,1072
2015-05-26,Greenwich Village South,Manhattan,719
2015-05-26,Grymes Hill/Clifton,Staten Island,4
2015-05-26,Hamilton Heights,Manhattan,204
2015-05-26,Hammels/Arverne,Queens,7
2015-05-26,Heartland Village/Todt Hill,Staten Island,4
2015-05-26,Highbridge,Bronx,56
2015-05-26,Highbridge Park,Manhattan,1
2015-05-26,Hillcrest/Pomonok,Queens,80
2015-05-26,Hollis,Queens,10
2015-05-26,Homecrest,Brooklyn,112
2015-05-26,Howard Beach,Queens,21
2015-05-26,Hudson Sq,Manhattan,616
2015-05-26,Hunts Point,Bronx,16
2015-05-26,Inwood,Manhattan,76
2015-05-26,Inwood Hill Park,Manhattan,13
2015-05-26,JFK Airport,Queens,2843
2015-05-26,Jackson Heights,Queens,224
2015-05-26,Jamaica,Queens,89
2015-05-26,Jamaica Estates,Queens,33
2015-05-26,Kensington,Brooklyn,63
2015-05-26,Kew Gardens,Queens,58
2015-05-26,Kew Gardens Hills,Queens,64
2015-05-26,Kingsbridge Heights,Bronx,23
2015-05-26,Kips Bay,Manhattan,587
2015-05-26,LaGuardia Airport,Queens,2410
2015-05-26,Laurelton,Queens,21
2015-05-26,Lenox Hill East,Manhattan,703
2015-05-26,Lenox Hill West,Manhattan,976
2015-05-26,Lincoln Square East,Manhattan,988
2015-05-26,Lincoln Square West,Manhattan,661
2015-05-26,Little Italy/NoLiTa,Manhattan,1129
2015-05-26,Long Island City/Hunters Point,Queens,420
2015-05-26,Long Island City/Queens Plaza,Queens,105
2015-05-26,Longwood,Bronx,21
2015-05-26,Lower East Side,Manhattan,970
2015-05-26,Madison,Brooklyn,67
2015-05-26,Manhattan Beach,Brooklyn,17
2015-05-26,Manhattan Valley,Manhattan,293
2015-05-26,Manhattanville,Manhattan,76
2015-05-26,Marble Hill,Manhattan,12
2015-05-26,Marine Park/Floyd Bennett Field,Brooklyn,2
2015-05-26,Marine Park/Mill Basin,Brooklyn,53
2015-05-26,Mariners Harbor,Staten Island,1
2015-05-26,Maspeth,Queens,80
2015-05-26,Meatpacking/West Village West,Manhattan,1120
2015-05-26,Melrose South,Bronx,35
2015-05-26,Middle Village,Queens,51
2015-05-26,Midtown Center,Manhattan,2582
2015-05-26,Midtown East,Manhattan,1595
2015-05-26,Midtown North,Manhattan,1487
2015-05-26,Midtown South,Manhattan,1313
2015-05-26,Midwood,Brooklyn,115
2015-05-26,Morningside Heights,Manhattan,286
2015-05-26,Morrisania/Melrose,Bronx,42
2015-05-26,Mott Haven/Port Morris,Bronx,62
2015-05-26,Mount Hope,Bronx,44
2015-05-26,Murray Hill,Manhattan,1369
2015-05-26,Murray Hill-Queens,Queens,38
2015-05-26,New Dorp/Midland Beach,Staten Island,2
2015-05-26,North Corona,Queens,29
2015-05-26,Norwood,Bronx,43
2015-05-26,Oakland Gardens,Queens,21
2015-05-26,Ocean Hill,Brooklyn,76
2015-05-26,Ocean Parkway South,Brooklyn,54
2015-05-26,Old Astoria,Queens,120
2015-05-26,Ozone Park,Queens,31
2015-05-26,Park Slope,Brooklyn,796
2015-05-26,Parkchester,Bronx,26
2015-05-26,Pelham Bay,Bronx,16
2015-05-26,Pelham Parkway,Bronx,57
2015-05-26,Penn Station/Madison Sq West,Manhattan,1014
2015-05-26,Port Richmond,Staten Island,1
2015-05-26,Prospect Heights,Brooklyn,253
2015-05-26,Prospect Park,Brooklyn,30
2015-05-26,Prospect-Lefferts Gardens,Brooklyn,231
2015-05-26,Queens Village,Queens,35
2015-05-26,Queensboro Hill,Queens,46
2015-05-26,Queensbridge/Ravenswood,Queens,30
2015-05-26,Randalls Island,Manhattan,7
2015-05-26,Red Hook,Brooklyn,112
2015-05-26,Rego Park,Queens,72
2015-05-26,Richmond Hill,Queens,80
2015-05-26,Ridgewood,Queens,146
2015-05-26,Riverdale/North Riverdale/Fieldston,Bronx,161
2015-05-26,Rockaway Park,Queens,2
2015-05-26,Roosevelt Island,Manhattan,17
2015-05-26,Rosedale,Queens,23
2015-05-26,Saint Albans,Queens,44
2015-05-26,Saint George/New Brighton,Staten Island,4
2015-05-26,Saint Michaels Cemetery/Woodside,Queens,2
2015-05-26,Schuylerville/Edgewater Park,Bronx,26
2015-05-26,Seaport,Manhattan,222
2015-05-26,Sheepshead Bay,Brooklyn,38
2015-05-26,SoHo,Manhattan,1061
2015-05-26,Soundview/Bruckner,Bronx,26
2015-05-26,Soundview/Castle Hill,Bronx,32
2015-05-26,South Beach/Dongan Hills,Staten Island,1
2015-05-26,South Jamaica,Queens,40
2015-05-26,South Ozone Park,Queens,53
2015-05-26,South Williamsburg,Brooklyn,28
2015-05-26,Springfield Gardens North,Queens,18
2015-05-26,Springfield Gardens South,Queens,30
2015-05-26,Spuyten Duyvil/Kingsbridge,Bronx,93
2015-05-26,Stapleton,Staten Island,3
2015-05-26,Starrett City,Brooklyn,13
2015-05-26,Steinway,Queens,250
2015-05-26,Stuy Town/Peter Cooper Village,Manhattan,363
2015-05-26,Stuyvesant Heights,Brooklyn,319
2015-05-26,Sunnyside,Queens,321
2015-05-26,Sunset Park East,Brooklyn,43
2015-05-26,Sunset Park West,Brooklyn,198
2015-05-26,Sutton Place/Turtle Bay North,Manhattan,921
2015-05-26,Times Sq/Theatre District,Manhattan,1557
2015-05-26,TriBeCa/Civic Center,Manhattan,1943
2015-05-26,Two Bridges/Seward Park,Manhattan,342
2015-05-26,UN/Turtle Bay South,Manhattan,723
2015-05-26,Union Sq,Manhattan,1860
2015-05-26,University Heights/Morris Heights,Bronx,40
2015-05-26,Upper East Side North,Manhattan,1309
2015-05-26,Upper East Side South,Manhattan,1484
2015-05-26,Upper West Side North,Manhattan,785
2015-05-26,Upper West Side South,Manhattan,950
2015-05-26,Van Cortlandt Park,Bronx,11
2015-05-26,Van Cortlandt Village,Bronx,35
2015-05-26,Van Nest/Morris Park,Bronx,49
2015-05-26,Washington Heights North,Manhattan,232
2015-05-26,Washington Heights South,Manhattan,278
2015-05-26,West Brighton,Staten Island,2
2015-05-26,West Chelsea/Hudson Yards,Manhattan,1322
2015-05-26,West Concourse,Bronx,178
2015-05-26,West Farms/Bronx River,Bronx,24
2015-05-26,West Village,Manhattan,1178
2015-05-26,Westchester Village/Unionport,Bronx,35
2015-05-26,Westerleigh,Staten Island,1
2015-05-26,Whitestone,Queens,27
2015-05-26,Willets Point,Queens,11
2015-05-26,Williamsbridge/Olinville,Bronx,30
2015-05-26,Williamsburg (North Side),Brooklyn,886
2015-05-26,Williamsburg (South Side),Brooklyn,630
2015-05-26,Windsor Terrace,Brooklyn,125
2015-05-26,Woodhaven,Queens,55
2015-05-26,Woodlawn/Wakefield,Bronx,17
2015-05-26,Woodside,Queens,106
2015-05-26,World Trade Center,Manhattan,360
2015-05-26,Yorkville East,Manhattan,608
2015-05-26,Yorkville West,Manhattan,679
2015-05-27,Allerton/Pelham Gardens,Bronx,31
2015-05-27,Alphabet City,Manhattan,492
2015-05-27,Arrochar/Fort Wadsworth,Staten Island,4
2015-05-27,Astoria,Queens,405
2015-05-27,Astoria Park,Queens,3
2015-05-27,Auburndale,Queens,14
2015-05-27,Baisley Park,Queens,52
2015-05-27,Bath Beach,Brooklyn,19
2015-05-27,Battery Park,Manhattan,20
2015-05-27,Battery Park City,Manhattan,947
2015-05-27,Bay Ridge,Brooklyn,201
2015-05-27,Bay Terrace/Fort Totten,Queens,21
2015-05-27,Bayside,Queens,56
2015-05-27,Bedford,Brooklyn,455
2015-05-27,Bedford Park,Bronx,39
2015-05-27,Bellerose,Queens,16
2015-05-27,Belmont,Bronx,59
2015-05-27,Bensonhurst East,Brooklyn,43
2015-05-27,Bensonhurst West,Brooklyn,43
2015-05-27,Bloomfield/Emerson Hill,Staten Island,6
2015-05-27,Bloomingdale,Manhattan,144
2015-05-27,Boerum Hill,Brooklyn,423
2015-05-27,Borough Park,Brooklyn,124
2015-05-27,Briarwood/Jamaica Hills,Queens,73
2015-05-27,Brighton Beach,Brooklyn,32
2015-05-27,Broad Channel,Queens,1
2015-05-27,Bronx Park,Bronx,10
2015-05-27,Bronxdale,Bronx,30
2015-05-27,Brooklyn Heights,Brooklyn,459
2015-05-27,Brooklyn Navy Yard,Brooklyn,77
2015-05-27,Brownsville,Brooklyn,59
2015-05-27,Bushwick North,Brooklyn,329
2015-05-27,Bushwick South,Brooklyn,489
2015-05-27,Cambria Heights,Queens,18
2015-05-27,Canarsie,Brooklyn,88
2015-05-27,Carroll Gardens,Brooklyn,248
2015-05-27,Central Harlem,Manhattan,412
2015-05-27,Central Harlem North,Manhattan,363
2015-05-27,Central Park,Manhattan,314
2015-05-27,Chinatown,Manhattan,241
2015-05-27,City Island,Bronx,1
2015-05-27,Claremont/Bathgate,Bronx,35
2015-05-27,Clinton East,Manhattan,1452
2015-05-27,Clinton Hill,Brooklyn,511
2015-05-27,Clinton West,Manhattan,960
2015-05-27,Co-Op City,Bronx,27
2015-05-27,Cobble Hill,Brooklyn,126
2015-05-27,College Point,Queens,19
2015-05-27,Columbia Street,Brooklyn,73
2015-05-27,Coney Island,Brooklyn,15
2015-05-27,Corona,Queens,48
2015-05-27,Country Club,Bronx,5
2015-05-27,Crotona Park,Bronx,2
2015-05-27,Crotona Park East,Bronx,14
2015-05-27,Crown Heights North,Brooklyn,536
2015-05-27,Crown Heights South,Brooklyn,145
2015-05-27,Cypress Hills,Brooklyn,33
2015-05-27,DUMBO/Vinegar Hill,Brooklyn,350
2015-05-27,Douglaston,Queens,20
2015-05-27,Downtown Brooklyn/MetroTech,Brooklyn,280
2015-05-27,Dyker Heights,Brooklyn,57
2015-05-27,East Chelsea,Manhattan,1823
2015-05-27,East Concourse/Concourse Village,Bronx,53
2015-05-27,East Elmhurst,Queens,90
2015-05-27,East Flatbush/Farragut,Brooklyn,64
2015-05-27,East Flatbush/Remsen Village,Brooklyn,99
2015-05-27,East Flushing,Queens,29
2015-05-27,East Harlem North,Manhattan,283
2015-05-27,East Harlem South,Manhattan,321
2015-05-27,East New York,Brooklyn,109
2015-05-27,East New York/Pennsylvania Avenue,Brooklyn,31
2015-05-27,East Tremont,Bronx,47
2015-05-27,East Village,Manhattan,1949
2015-05-27,East Williamsburg,Brooklyn,516
2015-05-27,Eastchester,Bronx,19
2015-05-27,Elmhurst,Queens,120
2015-05-27,Elmhurst/Maspeth,Queens,56
2015-05-27,Eltingville/Annadale/Prince's Bay,Staten Island,1
2015-05-27,Erasmus,Brooklyn,46
2015-05-27,Far Rockaway,Queens,6
2015-05-27,Financial District North,Manhattan,947
2015-05-27,Financial District South,Manhattan,409
2015-05-27,Flatbush/Ditmas Park,Brooklyn,260
2015-05-27,Flatiron,Manhattan,1287
2015-05-27,Flatlands,Brooklyn,78
2015-05-27,Flushing,Queens,110
2015-05-27,Flushing Meadows-Corona Park,Queens,35
2015-05-27,Fordham South,Bronx,18
2015-05-27,Forest Hills,Queens,238
2015-05-27,Forest Park/Highland Park,Queens,1
2015-05-27,Fort Greene,Brooklyn,420
2015-05-27,Fresh Meadows,Queens,22
2015-05-27,Garment District,Manhattan,1186
2015-05-27,Glen Oaks,Queens,16
2015-05-27,Glendale,Queens,46
2015-05-27,Gowanus,Brooklyn,215
2015-05-27,Gramercy,Manhattan,1502
2015-05-27,Gravesend,Brooklyn,20
2015-05-27,Green-Wood Cemetery,Brooklyn,2
2015-05-27,Greenpoint,Brooklyn,711
2015-05-27,Greenwich Village North,Manhattan,1443
2015-05-27,Greenwich Village South,Manhattan,1096
2015-05-27,Grymes Hill/Clifton,Staten Island,4
2015-05-27,Hamilton Heights,Manhattan,214
2015-05-27,Hammels/Arverne,Queens,4
2015-05-27,Heartland Village/Todt Hill,Staten Island,8
2015-05-27,Highbridge,Bronx,39
2015-05-27,Highbridge Park,Manhattan,6
2015-05-27,Hillcrest/Pomonok,Queens,71
2015-05-27,Hollis,Queens,9
2015-05-27,Homecrest,Brooklyn,106
2015-05-27,Howard Beach,Queens,45
2015-05-27,Hudson Sq,Manhattan,890
2015-05-27,Hunts Point,Bronx,27
2015-05-27,Inwood,Manhattan,107
2015-05-27,Inwood Hill Park,Manhattan,5
2015-05-27,JFK Airport,Queens,1627
2015-05-27,Jackson Heights,Queens,209
2015-05-27,Jamaica,Queens,110
2015-05-27,Jamaica Estates,Queens,31
2015-05-27,Kensington,Brooklyn,68
2015-05-27,Kew Gardens,Queens,54
2015-05-27,Kew Gardens Hills,Queens,68
2015-05-27,Kingsbridge Heights,Bronx,33
2015-05-27,Kips Bay,Manhattan,690
2015-05-27,LaGuardia Airport,Queens,1790
2015-05-27,Laurelton,Queens,29
2015-05-27,Lenox Hill East,Manhattan,886
2015-05-27,Lenox Hill West,Manhattan,1252
2015-05-27,Lincoln Square East,Manhattan,1288
2015-05-27,Lincoln Square West,Manhattan,739
2015-05-27,Little Italy/NoLiTa,Manhattan,1561
2015-05-27,Long Island City/Hunters Point,Queens,437
2015-05-27,Long Island City/Queens Plaza,Queens,108
2015-05-27,Longwood,Bronx,11
2015-05-27,Lower East Side,Manhattan,1275
2015-05-27,Madison,Brooklyn,56
2015-05-27,Manhattan Beach,Brooklyn,28
2015-05-27,Manhattan Valley,Manhattan,377
2015-05-27,Manhattanville,Manhattan,106
2015-05-27,Marble Hill,Manhattan,15
2015-05-27,Marine Park/Floyd Bennett Field,Brooklyn,3
2015-05-27,Marine Park/Mill Basin,Brooklyn,61
2015-05-27,Mariners Harbor,Staten Island,5
2015-05-27,Maspeth,Queens,64
2015-05-27,Meatpacking/West Village West,Manhattan,1500
2015-05-27,Melrose South,Bronx,35
2015-05-27,Middle Village,Queens,61
2015-05-27,Midtown Center,Manhattan,3827
2015-05-27,Midtown East,Manhattan,2445
2015-05-27,Midtown North,Manhattan,2149
2015-05-27,Midtown South,Manhattan,1846
2015-05-27,Midwood,Brooklyn,131
2015-05-27,Morningside Heights,Manhattan,385
2015-05-27,Morrisania/Melrose,Bronx,50
2015-05-27,Mott Haven/Port Morris,Bronx,76
2015-05-27,Mount Hope,Bronx,45
2015-05-27,Murray Hill,Manhattan,1943
2015-05-27,Murray Hill-Queens,Queens,36
2015-05-27,New Dorp/Midland Beach,Staten Island,1
2015-05-27,Newark Airport,EWR,1
2015-05-27,North Corona,Queens,28
2015-05-27,Norwood,Bronx,57
2015-05-27,Oakland Gardens,Queens,19
2015-05-27,Oakwood,Staten Island,1
2015-05-27,Ocean Hill,Brooklyn,74
2015-05-27,Ocean Parkway South,Brooklyn,53
2015-05-27,Old Astoria,Queens,131
2015-05-27,Ozone Park,Queens,50
2015-05-27,Park Slope,Brooklyn,911
2015-05-27,Parkchester,Bronx,29
2015-05-27,Pelham Bay,Bronx,13
2015-05-27,Pelham Bay Park,Bronx,1
2015-05-27,Pelham Parkway,Bronx,47
2015-05-27,Penn Station/Madison Sq West,Manhattan,1201
2015-05-27,Prospect Heights,Brooklyn,289
2015-05-27,Prospect Park,Brooklyn,36
2015-05-27,Prospect-Lefferts Gardens,Brooklyn,235
2015-05-27,Queens Village,Queens,33
2015-05-27,Queensboro Hill,Queens,42
2015-05-27,Queensbridge/Ravenswood,Queens,30
2015-05-27,Randalls Island,Manhattan,8
2015-05-27,Red Hook,Brooklyn,109
2015-05-27,Rego Park,Queens,84
2015-05-27,Richmond Hill,Queens,61
2015-05-27,Ridgewood,Queens,137
2015-05-27,Riverdale/North Riverdale/Fieldston,Bronx,136
2015-05-27,Rockaway Park,Queens,1
2015-05-27,Roosevelt Island,Manhattan,7
2015-05-27,Rosedale,Queens,27
2015-05-27,Saint Albans,Queens,34
2015-05-27,Saint George/New Brighton,Staten Island,6
2015-05-27,Schuylerville/Edgewater Park,Bronx,27
2015-05-27,Seaport,Manhattan,321
2015-05-27,Sheepshead Bay,Brooklyn,52
2015-05-27,SoHo,Manhattan,1511
2015-05-27,Soundview/Bruckner,Bronx,23
2015-05-27,Soundview/Castle Hill,Bronx,25
2015-05-27,South Beach/Dongan Hills,Staten Island,4
2015-05-27,South Jamaica,Queens,34
2015-05-27,South Ozone Park,Queens,74
2015-05-27,South Williamsburg,Brooklyn,69
2015-05-27,Springfield Gardens North,Queens,17
2015-05-27,Springfield Gardens South,Queens,19
2015-05-27,Spuyten Duyvil/Kingsbridge,Bronx,102
2015-05-27,Stapleton,Staten Island,4
2015-05-27,Starrett City,Brooklyn,13
2015-05-27,Steinway,Queens,220
2015-05-27,Stuy Town/Peter Cooper Village,Manhattan,369
2015-05-27,Stuyvesant Heights,Brooklyn,314
2015-05-27,Sunnyside,Queens,302
2015-05-27,Sunset Park East,Brooklyn,46
2015-05-27,Sunset Park West,Brooklyn,220
2015-05-27,Sutton Place/Turtle Bay North,Manhattan,1210
2015-05-27,Times Sq/Theatre District,Manhattan,2103
2015-05-27,TriBeCa/Civic Center,Manhattan,2682
2015-05-27,Two Bridges/Seward Park,Manhattan,419
2015-05-27,UN/Turtle Bay South,Manhattan,917
2015-05-27,Union Sq,Manhattan,2890
2015-05-27,University Heights/Morris Heights,Bronx,43
2015-05-27,Upper East Side North,Manhattan,1623
2015-05-27,Upper East Side South,Manhattan,2064
2015-05-27,Upper West Side North,Manhattan,946
2015-05-27,Upper West Side South,Manhattan,1249
2015-05-27,Van Cortlandt Park,Bronx,7
2015-05-27,Van Cortlandt Village,Bronx,44
2015-05-27,Van Nest/Morris Park,Bronx,47
2015-05-27,Washington Heights North,Manhattan,228
2015-05-27,Washington Heights South,Manhattan,370
2015-05-27,West Brighton,Staten Island,1
2015-05-27,West Chelsea/Hudson Yards,Manhattan,1905
2015-05-27,West Concourse,Bronx,132
2015-05-27,West Farms/Bronx River,Bronx,22
2015-05-27,West Village,Manhattan,1698
2015-05-27,Westchester Village/Unionport,Bronx,30
2015-05-27,Westerleigh,Staten Island,7
2015-05-27,Whitestone,Queens,34
2015-05-27,Willets Point,Queens,14
2015-05-27,Williamsbridge/Olinville,Bronx,26
2015-05-27,Williamsburg (North Side),Brooklyn,980
2015-05-27,Williamsburg (South Side),Brooklyn,692
2015-05-27,Windsor Terrace,Brooklyn,130
2015-05-27,Woodhaven,Queens,46
2015-05-27,Woodlawn/Wakefield,Bronx,22
2015-05-27,Woodside,Queens,110
2015-05-27,World Trade Center,Manhattan,452
2015-05-27,Yorkville East,Manhattan,679
2015-05-27,Yorkville West,Manhattan,806
2015-05-28,Allerton/Pelham Gardens,Bronx,21
2015-05-28,Alphabet City,Manhattan,505
2015-05-28,Arrochar/Fort Wadsworth,Staten Island,6
2015-05-28,Astoria,Queens,452
2015-05-28,Astoria Park,Queens,1
2015-05-28,Auburndale,Queens,12
2015-05-28,Baisley Park,Queens,40
2015-05-28,Bath Beach,Brooklyn,24
2015-05-28,Battery Park,Manhattan,24
2015-05-28,Battery Park City,Manhattan,1023
2015-05-28,Bay Ridge,Brooklyn,230
2015-05-28,Bay Terrace/Fort Totten,Queens,13
2015-05-28,Bayside,Queens,55
2015-05-28,Bedford,Brooklyn,480
2015-05-28,Bedford Park,Bronx,47
2015-05-28,Bellerose,Queens,17
2015-05-28,Belmont,Bronx,65
2015-05-28,Bensonhurst East,Brooklyn,57
2015-05-28,Bensonhurst West,Brooklyn,66
2015-05-28,Bloomfield/Emerson Hill,Staten Island,6
2015-05-28,Bloomingdale,Manhattan,157
2015-05-28,Boerum Hill,Brooklyn,450
2015-05-28,Borough Park,Brooklyn,121
2015-05-28,Breezy Point/Fort Tilden/Riis Beach,Queens,2
2015-05-28,Briarwood/Jamaica Hills,Queens,62
2015-05-28,Brighton Beach,Brooklyn,28
2015-05-28,Broad Channel,Queens,1
2015-05-28,Bronx Park,Bronx,6
2015-05-28,Bronxdale,Bronx,25
2015-05-28,Brooklyn Heights,Brooklyn,542
2015-05-28,Brooklyn Navy Yard,Brooklyn,89
2015-05-28,Brownsville,Brooklyn,66
2015-05-28,Bushwick North,Brooklyn,382
2015-05-28,Bushwick South,Brooklyn,554
2015-05-28,Cambria Heights,Queens,13
2015-05-28,Canarsie,Brooklyn,79
2015-05-28,Carroll Gardens,Brooklyn,280
2015-05-28,Central Harlem,Manhattan,367
2015-05-28,Central Harlem North,Manhattan,395
2015-05-28,Central Park,Manhattan,342
2015-05-28,Chinatown,Manhattan,273
2015-05-28,City Island,Bronx,2
2015-05-28,Claremont/Bathgate,Bronx,31
2015-05-28,Clinton East,Manhattan,1611
2015-05-28,Clinton Hill,Brooklyn,519
2015-05-28,Clinton West,Manhattan,904
2015-05-28,Co-Op City,Bronx,18
2015-05-28,Cobble Hill,Brooklyn,180
2015-05-28,College Point,Queens,21
2015-05-28,Columbia Street,Brooklyn,90
2015-05-28,Coney Island,Brooklyn,26
2015-05-28,Corona,Queens,54
2015-05-28,Country Club,Bronx,3
2015-05-28,Crotona Park East,Bronx,13
2015-05-28,Crown Heights North,Brooklyn,658
2015-05-28,Crown Heights South,Brooklyn,149
2015-05-28,Cypress Hills,Brooklyn,29
2015-05-28,DUMBO/Vinegar Hill,Brooklyn,395
2015-05-28,Douglaston,Queens,27
2015-05-28,Downtown Brooklyn/MetroTech,Brooklyn,331
2015-05-28,Dyker Heights,Brooklyn,53
2015-05-28,East Chelsea,Manhattan,2011
2015-05-28,East Concourse/Concourse Village,Bronx,62
2015-05-28,East Elmhurst,Queens,79
2015-05-28,East Flatbush/Farragut,Brooklyn,79
2015-05-28,East Flatbush/Remsen Village,Brooklyn,104
2015-05-28,East Flushing,Queens,22
2015-05-28,East Harlem North,Manhattan,282
2015-05-28,East Harlem South,Manhattan,338
2015-05-28,East New York,Brooklyn,116
2015-05-28,East New York/Pennsylvania Avenue,Brooklyn,41
2015-05-28,East Tremont,Bronx,36
2015-05-28,East Village,Manhattan,2047
2015-05-28,East Williamsburg,Brooklyn,635
2015-05-28,Eastchester,Bronx,20
2015-05-28,Elmhurst,Queens,106
2015-05-28,Elmhurst/Maspeth,Queens,66
2015-05-28,Erasmus,Brooklyn,115
2015-05-28,Far Rockaway,Queens,6
2015-05-28,Financial District North,Manhattan,1019
2015-05-28,Financial District South,Manhattan,419
2015-05-28,Flatbush/Ditmas Park,Brooklyn,340
2015-05-28,Flatiron,Manhattan,1467
2015-05-28,Flatlands,Brooklyn,89
2015-05-28,Flushing,Queens,111
2015-05-28,Flushing Meadows-Corona Park,Queens,17
2015-05-28,Fordham South,Bronx,23
2015-05-28,Forest Hills,Queens,384
2015-05-28,Forest Park/Highland Park,Queens,3
2015-05-28,Fort Greene,Brooklyn,412
2015-05-28,Fresh Meadows,Queens,24
2015-05-28,Garment District,Manhattan,1228
2015-05-28,Glen Oaks,Queens,11
2015-05-28,Glendale,Queens,58
2015-05-28,Governor's Island/Ellis Island/Liberty Island,Manhattan,1
2015-05-28,Gowanus,Brooklyn,228
2015-05-28,Gramercy,Manhattan,1548
2015-05-28,Gravesend,Brooklyn,31
2015-05-28,Green-Wood Cemetery,Brooklyn,1
2015-05-28,Greenpoint,Brooklyn,781
2015-05-28,Greenwich Village North,Manhattan,1538
2015-05-28,Greenwich Village South,Manhattan,1185
2015-05-28,Grymes Hill/Clifton,Staten Island,3
2015-05-28,Hamilton Heights,Manhattan,220
2015-05-28,Hammels/Arverne,Queens,5
2015-05-28,Heartland Village/Todt Hill,Staten Island,5
2015-05-28,Highbridge,Bronx,37
2015-05-28,Highbridge Park,Manhattan,2
2015-05-28,Hillcrest/Pomonok,Queens,75
2015-05-28,Hollis,Queens,12
2015-05-28,Homecrest,Brooklyn,161
2015-05-28,Howard Beach,Queens,42
2015-05-28,Hudson Sq,Manhattan,921
2015-05-28,Hunts Point,Bronx,22
2015-05-28,Inwood,Manhattan,84
2015-05-28,Inwood Hill Park,Manhattan,5
2015-05-28,JFK Airport,Queens,1887
2015-05-28,Jackson Heights,Queens,200
2015-05-28,Jamaica,Queens,117
2015-05-28,Jamaica Estates,Queens,43
2015-05-28,Kensington,Brooklyn,89
2015-05-28,Kew Gardens,Queens,69
2015-05-28,Kew Gardens Hills,Queens,86
2015-05-28,Kingsbridge Heights,Bronx,21
2015-05-28,Kips Bay,Manhattan,760
2015-05-28,LaGuardia Airport,Queens,2567
2015-05-28,Laurelton,Queens,12
2015-05-28,Lenox Hill East,Manhattan,955
2015-05-28,Lenox Hill West,Manhattan,1281
2015-05-28,Lincoln Square East,Manhattan,1407
2015-05-28,Lincoln Square West,Manhattan,722
2015-05-28,Little Italy/NoLiTa,Manhattan,1593
2015-05-28,Long Island City/Hunters Point,Queens,450
2015-05-28,Long Island City/Queens Plaza,Queens,145
2015-05-28,Longwood,Bronx,20
2015-05-28,Lower East Side,Manhattan,1385
2015-05-28,Madison,Brooklyn,57
2015-05-28,Manhattan Beach,Brooklyn,34
2015-05-28,Manhattan Valley,Manhattan,398
