Date/Time,zone,counts,borough
2014-04-27,Norwood,3,Bronx
2014-04-27,Ocean Hill,10,Brooklyn
2014-04-27,Ocean Parkway South,4,Brooklyn
2014-04-27,Old Astoria,17,Queens
2014-04-27,Ozone Park,2,Queens
2014-04-27,Park Slope,176,Brooklyn
2014-04-27,Pelham Bay Park,1,Bronx
2014-04-27,Pelham Parkway,1,Bronx
2014-04-27,Penn Station/Madison Sq West,192,Manhattan
2014-04-27,Prospect Heights,56,Brooklyn
2014-04-27,Prospect Park,17,Brooklyn
2014-04-27,Prospect-Lefferts Gardens,30,Brooklyn
2014-04-27,Queens Village,3,Queens
2014-04-27,Queensboro Hill,4,Queens
2014-04-27,Queensbridge/Ravenswood,7,Queens
2014-04-27,Randalls Island,10,Manhattan
2014-04-27,Red Hook,40,Brooklyn
2014-04-27,Rego Park,6,Queens
2014-04-27,Richmond Hill,5,Queens
2014-04-27,Ridgewood,5,Queens
2014-04-27,Riverdale/North Riverdale/Fieldston,11,Bronx
2014-04-27,Roosevelt Island,4,Manhattan
2014-04-27,Saint Albans,1,Queens
2014-04-27,Saint George/New Brighton,1,Staten Island
2014-04-27,Schuylerville/Edgewater Park,2,Bronx
2014-04-27,Seaport,69,Manhattan
2014-04-27,Sheepshead Bay,5,Brooklyn
2014-04-27,SoHo,267,Manhattan
2014-04-27,Soundview/Castle Hill,2,Bronx
2014-04-27,South Jamaica,2,Queens
2014-04-27,South Ozone Park,11,Queens
2014-04-27,South Williamsburg,5,Brooklyn
2014-04-27,Springfield Gardens North,1,Queens
2014-04-27,Springfield Gardens South,1,Queens
2014-04-27,Spuyten Duyvil/Kingsbridge,9,Bronx
2014-04-27,Starrett City,2,Brooklyn
2014-04-27,Steinway,25,Queens
2014-04-27,Stuy Town/Peter Cooper Village,51,Manhattan
2014-04-27,Stuyvesant Heights,66,Brooklyn
2014-04-27,Sunnyside,34,Queens
2014-04-27,Sunset Park East,6,Brooklyn
2014-04-27,Sunset Park West,23,Brooklyn
2014-04-27,Sutton Place/Turtle Bay North,141,Manhattan
2014-04-27,Times Sq/Theatre District,240,Manhattan
2014-04-27,TriBeCa/Civic Center,460,Manhattan
2014-04-27,Two Bridges/Seward Park,83,Manhattan
2014-04-27,UN/Turtle Bay South,83,Manhattan
2014-04-27,Union Sq,335,Manhattan
2014-04-27,University Heights/Morris Heights,4,Bronx
2014-04-27,Upper East Side North,221,Manhattan
2014-04-27,Upper East Side South,296,Manhattan
2014-04-27,Upper West Side North,101,Manhattan
2014-04-27,Upper West Side South,155,Manhattan
2014-04-27,Van Cortlandt Park,1,Bronx
2014-04-27,Van Cortlandt Village,6,Bronx
2014-04-27,Van Nest/Morris Park,1,Bronx
2014-04-27,Washington Heights North,16,Manhattan
2014-04-27,Washington Heights South,13,Manhattan
2014-04-27,West Chelsea/Hudson Yards,268,Manhattan
2014-04-27,West Concourse,19,Bronx
2014-04-27,West Village,493,Manhattan
2014-04-27,Whitestone,2,Queens
2014-04-27,Willets Point,1,Queens
2014-04-27,Williamsbridge/Olinville,2,Bronx
2014-04-27,Williamsburg (North Side),274,Brooklyn
2014-04-27,Williamsburg (South Side),154,Brooklyn
2014-04-27,Windsor Terrace,16,Brooklyn
2014-04-27,Woodhaven,2,Queens
2014-04-27,Woodlawn/Wakefield,1,Bronx
2014-04-27,Woodside,8,Queens
2014-04-27,World Trade Center,50,Manhattan
2014-04-27,Yorkville East,74,Manhattan
2014-04-27,Yorkville West,89,Manhattan
2014-04-28,Alphabet City,100,Manhattan
2014-04-28,Astoria,33,Queens
2014-04-28,Astoria Park,1,Queens
2014-04-28,Auburndale,1,Queens
2014-04-28,Baisley Park,12,Queens
2014-04-28,Bath Beach,2,Brooklyn
2014-04-28,Battery Park,4,Manhattan
2014-04-28,Battery Park City,153,Manhattan
2014-04-28,Bay Ridge,7,Brooklyn
2014-04-28,Bayside,2,Queens
2014-04-28,Bedford,51,Brooklyn
2014-04-28,Bedford Park,3,Bronx
2014-04-28,Belmont,3,Bronx
2014-04-28,Bensonhurst East,2,Brooklyn
2014-04-28,Bensonhurst West,4,Brooklyn
2014-04-28,Bloomingdale,11,Manhattan
2014-04-28,Boerum Hill,73,Brooklyn
2014-04-28,Borough Park,4,Brooklyn
2014-04-28,Breezy Point/Fort Tilden/Riis Beach,1,Queens
2014-04-28,Brighton Beach,1,Brooklyn
2014-04-28,Bronx Park,2,Bronx
2014-04-28,Bronxdale,1,Bronx
2014-04-28,Brooklyn Heights,71,Brooklyn
2014-04-28,Brooklyn Navy Yard,16,Brooklyn
2014-04-28,Brownsville,5,Brooklyn
2014-04-28,Bushwick North,38,Brooklyn
2014-04-28,Bushwick South,50,Brooklyn
2014-04-28,Canarsie,2,Brooklyn
2014-04-28,Carroll Gardens,30,Brooklyn
2014-04-28,Central Harlem,39,Manhattan
2014-04-28,Central Harlem North,25,Manhattan
2014-04-28,Central Park,91,Manhattan
2014-04-28,Chinatown,49,Manhattan
2014-04-28,Clinton East,275,Manhattan
2014-04-28,Clinton Hill,63,Brooklyn
2014-04-28,Clinton West,113,Manhattan
2014-04-28,Co-Op City,2,Bronx
2014-04-28,Cobble Hill,25,Brooklyn
2014-04-28,College Point,3,Queens
2014-04-28,Columbia Street,8,Brooklyn
2014-04-28,Corona,2,Queens
2014-04-28,Crotona Park East,1,Bronx
2014-04-28,Crown Heights North,69,Brooklyn
2014-04-28,Crown Heights South,7,Brooklyn
2014-04-28,Cypress Hills,1,Brooklyn
2014-04-28,DUMBO/Vinegar Hill,65,Brooklyn
2014-04-28,Douglaston,2,Queens
2014-04-28,Downtown Brooklyn/MetroTech,54,Brooklyn
2014-04-28,Dyker Heights,7,Brooklyn
2014-04-28,East Chelsea,316,Manhattan
2014-04-28,East Concourse/Concourse Village,6,Bronx
2014-04-28,East Elmhurst,9,Queens
2014-04-28,East Flatbush/Farragut,10,Brooklyn
2014-04-28,East Flatbush/Remsen Village,9,Brooklyn
2014-04-28,East Harlem North,16,Manhattan
2014-04-28,East Harlem South,48,Manhattan
2014-04-28,East New York,8,Brooklyn
2014-04-28,East New York/Pennsylvania Avenue,1,Brooklyn
2014-04-28,East Tremont,2,Bronx
2014-04-28,East Village,357,Manhattan
2014-04-28,East Williamsburg,66,Brooklyn
2014-04-28,Eastchester,2,Bronx
2014-04-28,Elmhurst,3,Queens
2014-04-28,Elmhurst/Maspeth,1,Queens
2014-04-28,Erasmus,2,Brooklyn
2014-04-28,Far Rockaway,1,Queens
2014-04-28,Financial District North,173,Manhattan
2014-04-28,Financial District South,95,Manhattan
2014-04-28,Flatbush/Ditmas Park,19,Brooklyn
2014-04-28,Flatiron,234,Manhattan
2014-04-28,Flatlands,5,Brooklyn
2014-04-28,Flushing,7,Queens
2014-04-28,Forest Hills,10,Queens
2014-04-28,Fort Greene,61,Brooklyn
2014-04-28,Garment District,282,Manhattan
2014-04-28,Glen Oaks,2,Queens
2014-04-28,Glendale,2,Queens
2014-04-28,Gowanus,27,Brooklyn
2014-04-28,Gramercy,239,Manhattan
2014-04-28,Gravesend,1,Brooklyn
2014-04-28,Green-Wood Cemetery,1,Brooklyn
2014-04-28,Greenpoint,87,Brooklyn
2014-04-28,Greenwich Village North,262,Manhattan
2014-04-28,Greenwich Village South,227,Manhattan
2014-04-28,Hamilton Heights,15,Manhattan
2014-04-28,Hammels/Arverne,1,Queens
2014-04-28,Highbridge,2,Bronx
2014-04-28,Hillcrest/Pomonok,3,Queens
2014-04-28,Hollis,2,Queens
2014-04-28,Homecrest,9,Brooklyn
2014-04-28,Hudson Sq,213,Manhattan
2014-04-28,Hunts Point,2,Bronx
2014-04-28,Inwood,8,Manhattan
2014-04-28,JFK Airport,544,Queens
2014-04-28,Jackson Heights,10,Queens
2014-04-28,Jamaica,6,Queens
2014-04-28,Jamaica Estates,4,Queens
2014-04-28,Kensington,4,Brooklyn
2014-04-28,Kew Gardens,5,Queens
2014-04-28,Kew Gardens Hills,5,Queens
2014-04-28,Kingsbridge Heights,1,Bronx
2014-04-28,Kips Bay,107,Manhattan
2014-04-28,LaGuardia Airport,475,Queens
2014-04-28,Laurelton,2,Queens
2014-04-28,Lenox Hill East,123,Manhattan
2014-04-28,Lenox Hill West,232,Manhattan
2014-04-28,Lincoln Square East,277,Manhattan
2014-04-28,Lincoln Square West,149,Manhattan
2014-04-28,Little Italy/NoLiTa,318,Manhattan
2014-04-28,Long Island City/Hunters Point,77,Queens
2014-04-28,Long Island City/Queens Plaza,13,Queens
2014-04-28,Longwood,1,Bronx
2014-04-28,Lower East Side,218,Manhattan
2014-04-28,Madison,5,Brooklyn
2014-04-28,Manhattan Beach,2,Brooklyn
2014-04-28,Manhattan Valley,50,Manhattan
2014-04-28,Manhattanville,22,Manhattan
2014-04-28,Marine Park/Mill Basin,6,Brooklyn
2014-04-28,Maspeth,6,Queens
2014-04-28,Meatpacking/West Village West,255,Manhattan
2014-04-28,Melrose South,3,Bronx
2014-04-28,Middle Village,4,Queens
2014-04-28,Midtown Center,733,Manhattan
2014-04-28,Midtown East,399,Manhattan
2014-04-28,Midtown North,406,Manhattan
2014-04-28,Midtown South,361,Manhattan
2014-04-28,Midwood,13,Brooklyn
2014-04-28,Morningside Heights,40,Manhattan
2014-04-28,Morrisania/Melrose,2,Bronx
2014-04-28,Mott Haven/Port Morris,7,Bronx
2014-04-28,Murray Hill,310,Manhattan
2014-04-28,Murray Hill-Queens,1,Queens
2014-04-28,Newark Airport,157,EWR
2014-04-28,North Corona,1,Queens
2014-04-28,Norwood,5,Bronx
2014-04-28,Oakland Gardens,2,Queens
2014-04-28,Ocean Hill,9,Brooklyn
2014-04-28,Ocean Parkway South,4,Brooklyn
2014-04-28,Old Astoria,11,Queens
2014-04-28,Ozone Park,1,Queens
2014-04-28,Park Slope,108,Brooklyn
2014-04-28,Pelham Parkway,2,Bronx
2014-04-28,Penn Station/Madison Sq West,228,Manhattan
2014-04-28,Prospect Heights,42,Brooklyn
2014-04-28,Prospect Park,1,Brooklyn
2014-04-28,Prospect-Lefferts Gardens,26,Brooklyn
2014-04-28,Queens Village,1,Queens
2014-04-28,Queensboro Hill,3,Queens
2014-04-28,Queensbridge/Ravenswood,1,Queens
2014-04-28,Randalls Island,1,Manhattan
2014-04-28,Red Hook,25,Brooklyn
2014-04-28,Rego Park,1,Queens
2014-04-28,Richmond Hill,4,Queens
2014-04-28,Ridgewood,7,Queens
2014-04-28,Riverdale/North Riverdale/Fieldston,17,Bronx
2014-04-28,Roosevelt Island,2,Manhattan
2014-04-28,Rosedale,2,Queens
2014-04-28,Saint Albans,4,Queens
2014-04-28,Schuylerville/Edgewater Park,1,Bronx
2014-04-28,Seaport,68,Manhattan
2014-04-28,Sheepshead Bay,1,Brooklyn
2014-04-28,SoHo,383,Manhattan
2014-04-28,Soundview/Castle Hill,1,Bronx
2014-04-28,South Jamaica,1,Queens
2014-04-28,South Ozone Park,5,Queens
2014-04-28,South Williamsburg,6,Brooklyn
2014-04-28,Springfield Gardens North,3,Queens
2014-04-28,Springfield Gardens South,2,Queens
2014-04-28,Spuyten Duyvil/Kingsbridge,5,Bronx
2014-04-28,Stapleton,1,Staten Island
2014-04-28,Starrett City,2,Brooklyn
2014-04-28,Steinway,20,Queens
2014-04-28,Stuy Town/Peter Cooper Village,83,Manhattan
2014-04-28,Stuyvesant Heights,37,Brooklyn
2014-04-28,Sunnyside,22,Queens
2014-04-28,Sunset Park East,4,Brooklyn
2014-04-28,Sunset Park West,17,Brooklyn
2014-04-28,Sutton Place/Turtle Bay North,224,Manhattan
2014-04-28,Times Sq/Theatre District,383,Manhattan
2014-04-28,TriBeCa/Civic Center,502,Manhattan
2014-04-28,Two Bridges/Seward Park,71,Manhattan
2014-04-28,UN/Turtle Bay South,162,Manhattan
2014-04-28,Union Sq,475,Manhattan
2014-04-28,University Heights/Morris Heights,3,Bronx
2014-04-28,Upper East Side North,311,Manhattan
2014-04-28,Upper East Side South,418,Manhattan
2014-04-28,Upper West Side North,159,Manhattan
2014-04-28,Upper West Side South,204,Manhattan
2014-04-28,Van Cortlandt Park,2,Bronx
2014-04-28,Van Cortlandt Village,5,Bronx
2014-04-28,Washington Heights North,22,Manhattan
2014-04-28,Washington Heights South,29,Manhattan
2014-04-28,West Chelsea/Hudson Yards,281,Manhattan
2014-04-28,West Concourse,4,Bronx
2014-04-28,West Farms/Bronx River,1,Bronx
2014-04-28,West Village,349,Manhattan
2014-04-28,Westchester Village/Unionport,1,Bronx
2014-04-28,Whitestone,1,Queens
2014-04-28,Williamsbridge/Olinville,1,Bronx
2014-04-28,Williamsburg (North Side),161,Brooklyn
2014-04-28,Williamsburg (South Side),95,Brooklyn
2014-04-28,Windsor Terrace,15,Brooklyn
2014-04-28,Woodhaven,2,Queens
2014-04-28,Woodside,5,Queens
2014-04-28,World Trade Center,84,Manhattan
2014-04-28,Yorkville East,139,Manhattan
2014-04-28,Yorkville West,145,Manhattan
2014-04-29,Allerton/Pelham Gardens,2,Bronx
2014-04-29,Alphabet City,112,Manhattan
2014-04-29,Astoria,29,Queens
2014-04-29,Baisley Park,7,Queens
2014-04-29,Bath Beach,1,Brooklyn
2014-04-29,Battery Park,4,Manhattan
2014-04-29,Battery Park City,219,Manhattan
2014-04-29,Bay Ridge,18,Brooklyn
2014-04-29,Bay Terrace/Fort Totten,1,Queens
2014-04-29,Bayside,4,Queens
2014-04-29,Bedford,70,Brooklyn
2014-04-29,Bellerose,4,Queens
2014-04-29,Belmont,1,Bronx
2014-04-29,Bensonhurst East,2,Brooklyn
2014-04-29,Bensonhurst West,3,Brooklyn
2014-04-29,Bloomingdale,14,Manhattan
2014-04-29,Boerum Hill,87,Brooklyn
2014-04-29,Borough Park,10,Brooklyn
2014-04-29,Briarwood/Jamaica Hills,1,Queens
2014-04-29,Brighton Beach,3,Brooklyn
2014-04-29,Bronx Park,1,Bronx
2014-04-29,Brooklyn Heights,91,Brooklyn
2014-04-29,Brooklyn Navy Yard,97,Brooklyn
2014-04-29,Brownsville,6,Brooklyn
2014-04-29,Bushwick North,35,Brooklyn
2014-04-29,Bushwick South,48,Brooklyn
2014-04-29,Canarsie,10,Brooklyn
2014-04-29,Carroll Gardens,45,Brooklyn
2014-04-29,Central Harlem,37,Manhattan
2014-04-29,Central Harlem North,40,Manhattan
2014-04-29,Central Park,113,Manhattan
2014-04-29,Chinatown,51,Manhattan
2014-04-29,Claremont/Bathgate,1,Bronx
2014-04-29,Clinton East,348,Manhattan
2014-04-29,Clinton Hill,80,Brooklyn
2014-04-29,Clinton West,172,Manhattan
2014-04-29,Co-Op City,1,Bronx
2014-04-29,Cobble Hill,21,Brooklyn
2014-04-29,College Point,1,Queens
2014-04-29,Columbia Street,16,Brooklyn
2014-04-29,Coney Island,1,Brooklyn
2014-04-29,Corona,3,Queens
2014-04-29,Crotona Park East,3,Bronx
2014-04-29,Crown Heights North,59,Brooklyn
2014-04-29,Crown Heights South,13,Brooklyn
2014-04-29,Cypress Hills,1,Brooklyn
2014-04-29,DUMBO/Vinegar Hill,149,Brooklyn
2014-04-29,Douglaston,1,Queens
2014-04-29,Downtown Brooklyn/MetroTech,84,Brooklyn
2014-04-29,Dyker Heights,7,Brooklyn
2014-04-29,East Chelsea,509,Manhattan
2014-04-29,East Concourse/Concourse Village,4,Bronx
2014-04-29,East Elmhurst,9,Queens
2014-04-29,East Flatbush/Farragut,5,Brooklyn
2014-04-29,East Flatbush/Remsen Village,9,Brooklyn
2014-04-29,East Harlem North,24,Manhattan
2014-04-29,East Harlem South,57,Manhattan
2014-04-29,East New York,6,Brooklyn
2014-04-29,East New York/Pennsylvania Avenue,1,Brooklyn
2014-04-29,East Tremont,1,Bronx
2014-04-29,East Village,559,Manhattan
2014-04-29,East Williamsburg,74,Brooklyn
2014-04-29,Elmhurst,5,Queens
2014-04-29,Elmhurst/Maspeth,4,Queens
2014-04-29,Erasmus,3,Brooklyn
2014-04-29,Far Rockaway,1,Queens
2014-04-29,Financial District North,315,Manhattan
2014-04-29,Financial District South,112,Manhattan
2014-04-29,Flatbush/Ditmas Park,19,Brooklyn
2014-04-29,Flatiron,476,Manhattan
2014-04-29,Flatlands,2,Brooklyn
2014-04-29,Flushing,6,Queens
2014-04-29,Forest Hills,14,Queens
2014-04-29,Fort Greene,69,Brooklyn
2014-04-29,Fresh Meadows,2,Queens
2014-04-29,Garment District,434,Manhattan
2014-04-29,Glen Oaks,3,Queens
2014-04-29,Gowanus,30,Brooklyn
2014-04-29,Gramercy,361,Manhattan
2014-04-29,Greenpoint,117,Brooklyn
2014-04-29,Greenwich Village North,525,Manhattan
2014-04-29,Greenwich Village South,424,Manhattan
2014-04-29,Hamilton Heights,18,Manhattan
2014-04-29,Hammels/Arverne,1,Queens
2014-04-29,Highbridge,9,Bronx
2014-04-29,Hillcrest/Pomonok,5,Queens
2014-04-29,Hollis,2,Queens
2014-04-29,Homecrest,11,Brooklyn
2014-04-29,Howard Beach,4,Queens
2014-04-29,Hudson Sq,349,Manhattan
2014-04-29,Hunts Point,2,Bronx
2014-04-29,Inwood,3,Manhattan
2014-04-29,JFK Airport,372,Queens
2014-04-29,Jackson Heights,7,Queens
2014-04-29,Jamaica,7,Queens
2014-04-29,Jamaica Estates,4,Queens
2014-04-29,Kensington,5,Brooklyn
2014-04-29,Kew Gardens,4,Queens
2014-04-29,Kew Gardens Hills,6,Queens
2014-04-29,Kips Bay,142,Manhattan
2014-04-29,LaGuardia Airport,332,Queens
2014-04-29,Lenox Hill East,202,Manhattan
2014-04-29,Lenox Hill West,333,Manhattan
2014-04-29,Lincoln Square East,379,Manhattan
2014-04-29,Lincoln Square West,178,Manhattan
2014-04-29,Little Italy/NoLiTa,482,Manhattan
2014-04-29,Long Island City/Hunters Point,70,Queens
2014-04-29,Long Island City/Queens Plaza,10,Queens
2014-04-29,Lower East Side,322,Manhattan
2014-04-29,Madison,3,Brooklyn
2014-04-29,Manhattan Beach,1,Brooklyn
2014-04-29,Manhattan Valley,57,Manhattan
2014-04-29,Manhattanville,3,Manhattan
2014-04-29,Marine Park/Mill Basin,2,Brooklyn
2014-04-29,Mariners Harbor,1,Staten Island
2014-04-29,Maspeth,7,Queens
2014-04-29,Meatpacking/West Village West,451,Manhattan
2014-04-29,Melrose South,1,Bronx
2014-04-29,Middle Village,2,Queens
2014-04-29,Midtown Center,1462,Manhattan
2014-04-29,Midtown East,730,Manhattan
2014-04-29,Midtown North,694,Manhattan
2014-04-29,Midtown South,615,Manhattan
2014-04-29,Midwood,14,Brooklyn
2014-04-29,Morningside Heights,55,Manhattan
2014-04-29,Morrisania/Melrose,2,Bronx
2014-04-29,Mott Haven/Port Morris,8,Bronx
2014-04-29,Mount Hope,2,Bronx
2014-04-29,Murray Hill,537,Manhattan
2014-04-29,Murray Hill-Queens,1,Queens
2014-04-29,Newark Airport,97,EWR
2014-04-29,Norwood,2,Bronx
2014-04-29,Oakland Gardens,1,Queens
2014-04-29,Ocean Hill,3,Brooklyn
2014-04-29,Ocean Parkway South,8,Brooklyn
2014-04-29,Old Astoria,13,Queens
2014-04-29,Ozone Park,2,Queens
2014-04-29,Park Slope,124,Brooklyn
2014-04-29,Pelham Parkway,4,Bronx
2014-04-29,Penn Station/Madison Sq West,329,Manhattan
2014-04-29,Prospect Heights,45,Brooklyn
2014-04-29,Prospect Park,8,Brooklyn
2014-04-29,Prospect-Lefferts Gardens,26,Brooklyn
2014-04-29,Queens Village,1,Queens
2014-04-29,Queensboro Hill,3,Queens
2014-04-29,Queensbridge/Ravenswood,3,Queens
2014-04-29,Randalls Island,3,Manhattan
2014-04-29,Red Hook,19,Brooklyn
2014-04-29,Rego Park,3,Queens
2014-04-29,Richmond Hill,3,Queens
2014-04-29,Ridgewood,6,Queens
2014-04-29,Riverdale/North Riverdale/Fieldston,27,Bronx
2014-04-29,Roosevelt Island,3,Manhattan
2014-04-29,Saint Albans,1,Queens
2014-04-29,Schuylerville/Edgewater Park,4,Bronx
2014-04-29,Seaport,90,Manhattan
2014-04-29,Sheepshead Bay,3,Brooklyn
2014-04-29,SoHo,513,Manhattan
2014-04-29,South Ozone Park,6,Queens
2014-04-29,South Williamsburg,5,Brooklyn
2014-04-29,Springfield Gardens South,1,Queens
2014-04-29,Spuyten Duyvil/Kingsbridge,3,Bronx
2014-04-29,Stapleton,1,Staten Island
2014-04-29,Starrett City,2,Brooklyn
2014-04-29,Steinway,17,Queens
2014-04-29,Stuy Town/Peter Cooper Village,83,Manhattan
2014-04-29,Stuyvesant Heights,49,Brooklyn
2014-04-29,Sunnyside,26,Queens
2014-04-29,Sunset Park East,2,Brooklyn
2014-04-29,Sunset Park West,19,Brooklyn
2014-04-29,Sutton Place/Turtle Bay North,272,Manhattan
2014-04-29,Times Sq/Theatre District,717,Manhattan
2014-04-29,TriBeCa/Civic Center,773,Manhattan
2014-04-29,Two Bridges/Seward Park,82,Manhattan
2014-04-29,UN/Turtle Bay South,271,Manhattan
2014-04-29,Union Sq,985,Manhattan
2014-04-29,University Heights/Morris Heights,4,Bronx
2014-04-29,Upper East Side North,525,Manhattan
2014-04-29,Upper East Side South,715,Manhattan
2014-04-29,Upper West Side North,246,Manhattan
2014-04-29,Upper West Side South,290,Manhattan
2014-04-29,Van Cortlandt Village,4,Bronx
2014-04-29,Van Nest/Morris Park,1,Bronx
2014-04-29,Washington Heights North,10,Manhattan
2014-04-29,Washington Heights South,23,Manhattan
2014-04-29,West Chelsea/Hudson Yards,484,Manhattan
2014-04-29,West Concourse,25,Bronx
2014-04-29,West Farms/Bronx River,1,Bronx
2014-04-29,West Village,513,Manhattan
2014-04-29,Whitestone,3,Queens
2014-04-29,Williamsbridge/Olinville,3,Bronx
2014-04-29,Williamsburg (North Side),214,Brooklyn
2014-04-29,Williamsburg (South Side),108,Brooklyn
2014-04-29,Windsor Terrace,23,Brooklyn
2014-04-29,Woodhaven,1,Queens
2014-04-29,Woodlawn/Wakefield,5,Bronx
2014-04-29,Woodside,5,Queens
2014-04-29,World Trade Center,123,Manhattan
2014-04-29,Yorkville East,191,Manhattan
2014-04-29,Yorkville West,178,Manhattan
2014-04-30,Allerton/Pelham Gardens,2,Bronx
2014-04-30,Alphabet City,153,Manhattan
2014-04-30,Astoria,41,Queens
2014-04-30,Auburndale,4,Queens
2014-04-30,Baisley Park,3,Queens
2014-04-30,Bath Beach,2,Brooklyn
2014-04-30,Battery Park,4,Manhattan
2014-04-30,Battery Park City,345,Manhattan
2014-04-30,Bay Ridge,20,Brooklyn
2014-04-30,Bay Terrace/Fort Totten,1,Queens
2014-04-30,Bayside,5,Queens
2014-04-30,Bedford,92,Brooklyn
2014-04-30,Bedford Park,2,Bronx
2014-04-30,Belmont,4,Bronx
2014-04-30,Bensonhurst East,8,Brooklyn
2014-04-30,Bensonhurst West,3,Brooklyn
2014-04-30,Bloomingdale,31,Manhattan
2014-04-30,Boerum Hill,84,Brooklyn
2014-04-30,Borough Park,18,Brooklyn
2014-04-30,Breezy Point/Fort Tilden/Riis Beach,1,Queens
2014-04-30,Briarwood/Jamaica Hills,3,Queens
2014-04-30,Brighton Beach,1,Brooklyn
2014-04-30,Bronxdale,2,Bronx
2014-04-30,Brooklyn Heights,144,Brooklyn
2014-04-30,Brooklyn Navy Yard,23,Brooklyn
2014-04-30,Brownsville,6,Brooklyn
2014-04-30,Bushwick North,46,Brooklyn
2014-04-30,Bushwick South,79,Brooklyn
2014-04-30,Canarsie,6,Brooklyn
2014-04-30,Carroll Gardens,77,Brooklyn
2014-04-30,Central Harlem,53,Manhattan
2014-04-30,Central Harlem North,32,Manhattan
2014-04-30,Central Park,194,Manhattan
2014-04-30,Chinatown,77,Manhattan
2014-04-30,Claremont/Bathgate,3,Bronx
2014-04-30,Clinton East,663,Manhattan
2014-04-30,Clinton Hill,110,Brooklyn
2014-04-30,Clinton West,360,Manhattan
2014-04-30,Cobble Hill,41,Brooklyn
2014-04-30,College Point,2,Queens
2014-04-30,Columbia Street,17,Brooklyn
2014-04-30,Coney Island,3,Brooklyn
2014-04-30,Corona,5,Queens
2014-04-30,Crown Heights North,84,Brooklyn
2014-04-30,Crown Heights South,27,Brooklyn
2014-04-30,Cypress Hills,4,Brooklyn
2014-04-30,DUMBO/Vinegar Hill,149,Brooklyn
2014-04-30,Douglaston,2,Queens
2014-04-30,Downtown Brooklyn/MetroTech,86,Brooklyn
2014-04-30,Dyker Heights,6,Brooklyn
2014-04-30,East Chelsea,1029,Manhattan
2014-04-30,East Concourse/Concourse Village,9,Bronx
2014-04-30,East Elmhurst,11,Queens
2014-04-30,East Flatbush/Farragut,5,Brooklyn
2014-04-30,East Flatbush/Remsen Village,11,Brooklyn
2014-04-30,East Harlem North,31,Manhattan
2014-04-30,East Harlem South,83,Manhattan
2014-04-30,East New York,10,Brooklyn
2014-04-30,East New York/Pennsylvania Avenue,1,Brooklyn
2014-04-30,East Tremont,2,Bronx
2014-04-30,East Village,811,Manhattan
2014-04-30,East Williamsburg,117,Brooklyn
2014-04-30,Eastchester,3,Bronx
2014-04-30,Elmhurst,5,Queens
2014-04-30,Elmhurst/Maspeth,6,Queens
2014-04-30,Erasmus,6,Brooklyn
2014-04-30,Financial District North,413,Manhattan
2014-04-30,Financial District South,203,Manhattan
2014-04-30,Flatbush/Ditmas Park,21,Brooklyn
2014-04-30,Flatiron,693,Manhattan
2014-04-30,Flatlands,5,Brooklyn
2014-04-30,Flushing,5,Queens
2014-04-30,Flushing Meadows-Corona Park,5,Queens
2014-04-30,Fordham South,3,Bronx
2014-04-30,Forest Hills,26,Queens
2014-04-30,Fort Greene,85,Brooklyn
2014-04-30,Fresh Meadows,2,Queens
2014-04-30,Garment District,595,Manhattan
2014-04-30,Glen Oaks,2,Queens
2014-04-30,Glendale,1,Queens
2014-04-30,Gowanus,50,Brooklyn
