,Date,StationID,pickups,dropoffs,census_block
1305,2016-09-04,3216.0,,1.0,2000
1306,2016-09-05,3188.0,,1.0,4002
1307,2016-09-06,427.0,,1.0,
1308,2016-09-07,347.0,,1.0,
1309,2016-09-07,3191.0,,2.0,1005
1310,2016-09-08,3191.0,,1.0,1005
1311,2016-09-08,3217.0,,2.0,4003
1312,2016-09-09,3191.0,,1.0,1005
1313,2016-09-10,3188.0,,2.0,4002
1314,2016-09-10,3200.0,,1.0,1003
1315,2016-09-11,3200.0,,2.0,1003
1316,2016-09-12,3189.0,,2.0,1003
1317,2016-09-12,3191.0,,4.0,1005
1318,2016-09-12,3274.0,,1.0,1003
1319,2016-09-13,3189.0,,2.0,1003
1320,2016-09-14,3189.0,,2.0,1003
1321,2016-09-14,3191.0,,2.0,1005
1322,2016-09-14,3274.0,,1.0,1003
1323,2016-09-15,3189.0,,1.0,1003
1324,2016-09-15,3274.0,,1.0,1003
1325,2016-09-16,359.0,,1.0,
1326,2016-09-16,3189.0,,1.0,1003
1327,2016-09-16,3191.0,,1.0,1005
1328,2016-09-17,3191.0,,3.0,1005
1329,2016-09-18,426.0,,1.0,
1330,2016-09-18,514.0,,1.0,
1331,2016-09-19,3189.0,,2.0,1003
1332,2016-09-19,3191.0,,2.0,1005
1333,2016-09-19,3281.0,,6.0,2005
1334,2016-09-20,3191.0,,3.0,1005
1335,2016-09-20,3200.0,,2.0,1003
1336,2016-09-20,3216.0,,1.0,2000
1337,2016-09-21,347.0,,1.0,
1338,2016-09-21,3189.0,,2.0,1003
1339,2016-09-23,3189.0,,1.0,1003
1340,2016-09-24,3200.0,,1.0,1003
1341,2016-09-25,3191.0,,2.0,1005
1342,2016-09-26,3085.0,,1.0,
1343,2016-09-27,3189.0,,1.0,1003
1344,2016-09-28,3189.0,,3.0,1003
1345,2016-09-29,3188.0,,1.0,4002
1346,2016-09-29,3189.0,,2.0,1003
1347,2016-09-29,3216.0,,1.0,2000
1348,2016-09-29,3217.0,,3.0,4003
1349,2016-09-30,3189.0,,1.0,1003
1350,2016-09-30,3191.0,,1.0,1005
1351,2016-09-30,3197.0,,1.0,1000
1352,2016-09-30,3216.0,,1.0,2000
1353,2016-10-01,3272.0,,1.0,2000
