,org_id,org_lat,org_long,des_id,des_lat,des_long,dist_bike_mi,dur_bike_mins,dist_drive_2pm_mi,dur_drive_2pm_mins,dist_drive_2pm_sat_mi,dur_drive_2pm_sat_mins,dist_drive_6pm_mi,dur_drive_6pm_mins,dist_drive_9am_mi,dur_drive_9am_mins,dist_transit_2pm_mi,dur_transit_2pm_mins,dist_transit_2pm_sat_mi,dur_transit_2pm_sat_mins,dist_transit_6pm_mi,dur_transit_6pm_mins,dist_transit_9am_mi,dur_transit_9am_mins
24,443.0,40.708531,-73.96409,460.0,40.712859,-73.965903,0.4,3.0,0.4,3.0,0.4,3.0,0.4,3.0,0.4,3.0,0.4,8.0,0.4,8.0,0.4,8.0,0.4,8.0
25,443.0,40.708531,-73.96409,409.0,40.690649,-73.956431,1.8,13.0,2.0,14.0,2.0,12.0,2.1,16.0,1.8,15.0,2.0,24.0,2.0,24.0,2.2,26.0,2.2,26.0
26,443.0,40.708531,-73.96409,324.0,40.689888,-73.981013,2.7,17.0,2.8,16.0,2.8,15.0,2.8,19.0,2.8,18.0,5.2,35.0,5.2,35.0,4.0,33.0,5.6,37.0
27,443.0,40.708531,-73.96409,216.0,40.700379,-73.995481,3.5,21.0,4.8,18.0,4.8,16.0,4.8,31.0,4.8,19.0,5.2,42.0,5.2,39.0,3.7,38.0,2.4,28.0
28,443.0,40.708531,-73.96409,343.0,40.69794,-73.969868,1.5,9.0,1.6,9.0,1.6,8.0,1.6,11.0,1.6,11.0,1.6,16.0,1.6,16.0,1.6,16.0,1.6,16.0
29,443.0,40.708531,-73.96409,395.0,40.68807,-73.984106,3.0,20.0,3.5,21.0,3.5,19.0,3.7,26.0,3.5,24.0,3.8,28.0,3.8,30.0,3.8,29.0,3.8,29.0
30,157.0,40.690893,-73.996123,398.0,40.691652,-73.999979,0.2,2.0,0.6,5.0,0.6,5.0,0.6,5.0,0.6,5.0,0.2,5.0,0.2,5.0,0.2,5.0,0.2,5.0
31,157.0,40.690893,-73.996123,241.0,40.68981,-73.974931,2.0,12.0,1.6,14.0,1.6,13.0,1.6,13.0,1.6,13.0,1.4,20.0,1.4,20.0,1.4,20.0,1.4,20.0
32,157.0,40.690893,-73.996123,397.0,40.684157,-73.969223,1.8,14.0,1.7,13.0,1.7,12.0,1.7,12.0,1.7,11.0,2.2,22.0,2.0,23.0,2.2,22.0,2.2,22.0
33,157.0,40.690893,-73.996123,83.0,40.683826,-73.976323,1.5,10.0,1.2,9.0,1.2,8.0,1.2,8.0,1.2,8.0,1.2,11.0,1.2,12.0,1.7,16.0,1.7,17.0
34,157.0,40.690893,-73.996123,460.0,40.712859,-73.965903,4.0,25.0,4.2,16.0,4.2,16.0,4.2,16.0,4.2,17.0,5.1,50.0,5.1,47.0,5.2,47.0,5.1,44.0
35,157.0,40.690893,-73.996123,409.0,40.690649,-73.956431,2.3,17.0,3.8,15.0,3.8,14.0,3.8,16.0,3.8,15.0,2.9,25.0,3.1,24.0,2.9,25.0,2.8,26.0
36,157.0,40.690893,-73.996123,324.0,40.689888,-73.981013,1.7,10.0,1.2,12.0,1.2,11.0,1.2,11.0,1.2,11.0,1.1,13.0,1.1,13.0,1.1,13.0,1.2,14.0
37,157.0,40.690893,-73.996123,216.0,40.700379,-73.995481,0.8,5.0,0.8,3.0,0.8,4.0,0.8,4.0,0.8,4.0,0.8,16.0,0.8,16.0,0.8,16.0,0.8,16.0
38,157.0,40.690893,-73.996123,343.0,40.69794,-73.969868,2.5,16.0,3.3,10.0,3.3,10.0,3.3,10.0,3.3,10.0,2.0,20.0,2.0,23.0,2.0,21.0,2.7,28.0
39,157.0,40.690893,-73.996123,395.0,40.68807,-73.984106,0.7,6.0,0.8,7.0,0.8,7.0,0.8,6.0,0.8,7.0,0.8,8.0,0.8,9.0,0.9,15.0,0.7,15.0
40,364.0,40.689004,-73.960239,398.0,40.691652,-73.999979,3.7,20.0,3.5,14.0,3.5,13.0,3.4,19.0,3.5,14.0,2.4,22.0,2.4,23.0,2.4,23.0,2.4,24.0
41,364.0,40.689004,-73.960239,241.0,40.68981,-73.974931,0.9,5.0,0.9,5.0,0.9,5.0,0.9,5.0,0.9,6.0,1.1,10.0,1.1,10.0,1.1,10.0,1.1,10.0
42,364.0,40.689004,-73.960239,397.0,40.684157,-73.969223,0.8,5.0,1.0,6.0,1.0,6.0,1.0,7.0,1.0,6.0,0.8,10.0,0.8,10.0,0.8,11.0,0.8,10.0
43,364.0,40.689004,-73.960239,83.0,40.683826,-73.976323,1.4,9.0,1.6,9.0,1.6,9.0,1.6,10.0,1.6,10.0,1.2,10.0,1.2,10.0,1.2,10.0,1.2,10.0
44,364.0,40.689004,-73.960239,460.0,40.712859,-73.965903,2.1,13.0,2.0,13.0,2.2,10.0,2.2,13.0,2.2,15.0,3.1,28.0,3.4,26.0,3.1,28.0,3.1,27.0
45,364.0,40.689004,-73.960239,409.0,40.690649,-73.956431,0.3,2.0,0.3,2.0,0.3,2.0,0.3,2.0,0.3,2.0,0.3,6.0,0.3,6.0,0.3,6.0,0.3,6.0
46,364.0,40.689004,-73.960239,324.0,40.689888,-73.981013,1.2,7.0,1.2,7.0,1.2,8.0,1.2,7.0,1.2,9.0,1.7,10.0,1.7,11.0,1.7,11.0,1.7,11.0
47,364.0,40.689004,-73.960239,216.0,40.700379,-73.995481,2.6,17.0,4.3,16.0,4.3,15.0,4.6,24.0,4.3,16.0,2.6,21.0,2.6,20.0,2.6,26.0,2.6,22.0
48,364.0,40.689004,-73.960239,343.0,40.69794,-73.969868,1.1,7.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,7.0,1.1,16.0,1.1,16.0,1.1,17.0,1.1,16.0
49,364.0,40.689004,-73.960239,395.0,40.68807,-73.984106,1.4,10.0,2.2,13.0,2.2,13.0,2.2,14.0,2.2,15.0,1.4,6.0,1.4,7.0,1.4,7.0,1.4,7.0
50,233.0,40.694757,-73.990527,398.0,40.691652,-73.999979,0.9,6.0,1.5,8.0,1.5,8.0,0.9,8.0,1.5,7.0,0.8,15.0,0.8,15.0,0.7,15.0,0.7,15.0
51,233.0,40.694757,-73.990527,241.0,40.68981,-73.974931,1.5,9.0,1.5,11.0,1.5,10.0,1.5,11.0,1.5,11.0,1.2,14.0,1.2,14.0,1.2,14.0,1.2,14.0
52,233.0,40.694757,-73.990527,397.0,40.684157,-73.969223,2.0,12.0,1.7,14.0,1.7,14.0,1.7,14.0,1.7,14.0,1.9,16.0,1.9,16.0,1.8,18.0,1.9,16.0
53,233.0,40.694757,-73.990527,83.0,40.683826,-73.976323,1.7,11.0,1.5,12.0,1.5,11.0,1.5,11.0,1.5,11.0,1.4,10.0,1.4,10.0,1.4,10.0,1.4,10.0
54,233.0,40.694757,-73.990527,460.0,40.712859,-73.965903,3.5,22.0,3.1,17.0,3.1,16.0,3.1,16.0,3.1,18.0,4.6,39.0,4.5,39.0,4.5,40.0,4.5,37.0
55,233.0,40.694757,-73.990527,409.0,40.690649,-73.956431,2.5,15.0,2.5,16.0,2.5,16.0,2.5,16.0,2.5,17.0,2.2,25.0,2.2,24.0,2.2,25.0,2.2,22.0
