,org_id,org_lat,org_long,des_id,des_lat,des_long,dist_drive_2pm_mi_pes,dur_drive_2pm_mins_pes,dist_transit_2pm_sat_mi_pes,dur_transit_2pm_sat_mins_pes,dist_drive_6pm_mi_pes,dur_drive_6pm_mins_pes,dist_drive_9am_mi_pes,dur_drive_9am_mins_pes,dist_walk_mi,dur_walk_secs
41,412.0,40.715815,-73.994224,348.0,40.72491,-74.001547,1.1,17.0,1.1,11.0,1.1,17.0,1.1,17.0,1.0,1175.0
42,412.0,40.715815,-73.994224,382.0,40.734927,-73.992005,1.9,24.0,1.9,15.0,1.9,24.0,1.9,25.0,1.5,1871.0
43,412.0,40.715815,-73.994224,459.0,40.746745,-74.007756,3.1,34.0,3.1,20.0,3.1,33.0,3.1,34.0,2.7,3288.0
44,412.0,40.715815,-73.994224,534.0,40.702551,-74.012723,1.7,14.0,1.7,9.0,1.7,14.0,1.7,15.0,1.4,1725.0
45,412.0,40.715815,-73.994224,406.0,40.695128,-73.995951,2.9,25.0,2.9,16.0,2.9,28.0,2.9,24.0,2.4,2893.0
46,412.0,40.715815,-73.994224,239.0,40.691966,-73.981302,2.6,21.0,2.6,13.0,2.6,24.0,2.6,21.0,2.2,2734.0
47,412.0,40.715815,-73.994224,242.0,40.697883,-73.973503,2.7,19.0,2.7,12.0,2.7,21.0,2.7,18.0,2.3,2813.0
48,412.0,40.715815,-73.994224,217.0,40.702772,-73.993836,2.7,17.0,2.7,10.0,2.7,23.0,2.7,15.0,2.0,2396.0
49,412.0,40.715815,-73.994224,364.0,40.689004,-73.960239,3.6,31.0,3.6,19.0,3.6,35.0,3.6,31.0,3.5,4316.0
50,262.0,40.691782,-73.97373,493.0,40.7568,-73.982912,7.8,45.0,7.8,28.0,7.8,44.0,7.8,51.0,5.5,6706.0
51,262.0,40.691782,-73.97373,348.0,40.72491,-74.001547,3.4,27.0,3.4,17.0,3.4,28.0,3.4,31.0,3.3,4071.0
52,262.0,40.691782,-73.97373,382.0,40.734927,-73.992005,4.1,37.0,4.1,23.0,4.1,37.0,4.1,42.0,3.9,4741.0
53,262.0,40.691782,-73.97373,459.0,40.746745,-74.007756,5.2,41.0,5.2,24.0,5.2,40.0,5.2,44.0,5.0,6030.0
54,262.0,40.691782,-73.97373,534.0,40.702551,-74.012723,3.7,22.0,3.7,15.0,3.7,23.0,3.7,27.0,2.7,2948.0
55,262.0,40.691782,-73.97373,406.0,40.695128,-73.995951,2.1,24.0,2.0,15.0,2.1,24.0,2.0,29.0,1.4,1731.0
56,262.0,40.691782,-73.97373,239.0,40.691966,-73.981302,0.7,7.0,0.7,4.0,0.7,6.0,0.7,10.0,0.5,609.0
57,262.0,40.691782,-73.97373,242.0,40.697883,-73.973503,0.5,5.0,0.5,4.0,0.5,5.0,0.5,7.0,0.5,557.0
58,262.0,40.691782,-73.97373,217.0,40.702772,-73.993836,1.8,17.0,1.8,11.0,1.8,19.0,1.8,19.0,1.6,1942.0
59,262.0,40.691782,-73.97373,364.0,40.689004,-73.960239,1.0,8.0,1.0,6.0,1.0,10.0,1.0,10.0,0.9,1105.0
60,539.0,40.715348,-73.960241,493.0,40.7568,-73.982912,5.0,47.0,6.0,30.0,5.0,45.0,5.0,49.0,4.8,5880.0
61,539.0,40.715348,-73.960241,348.0,40.72491,-74.001547,3.1,31.0,3.1,20.0,3.1,34.0,3.1,40.0,2.7,3228.0
62,539.0,40.715348,-73.960241,382.0,40.734927,-73.992005,3.6,36.0,3.6,24.0,3.6,40.0,3.6,45.0,3.2,3915.0
63,539.0,40.715348,-73.960241,459.0,40.746745,-74.007756,7.1,47.0,7.1,27.0,5.1,53.0,7.1,52.0,4.4,5354.0
64,539.0,40.715348,-73.960241,534.0,40.702551,-74.012723,5.3,28.0,5.7,19.0,5.3,33.0,5.7,36.0,3.5,4260.0
65,539.0,40.715348,-73.960241,406.0,40.695128,-73.995951,4.8,24.0,4.8,14.0,3.9,48.0,4.8,26.0,3.3,4180.0
66,539.0,40.715348,-73.960241,239.0,40.691966,-73.981302,3.6,23.0,3.6,13.0,3.0,32.0,3.0,25.0,2.7,3337.0
67,539.0,40.715348,-73.960241,242.0,40.697883,-73.973503,2.3,19.0,2.3,11.0,2.3,27.0,2.3,19.0,1.9,2360.0
68,539.0,40.715348,-73.960241,217.0,40.702772,-73.993836,3.4,17.0,3.4,9.0,3.4,40.0,3.4,18.0,3.2,3834.0
69,539.0,40.715348,-73.960241,364.0,40.689004,-73.960239,2.6,22.0,2.6,14.0,2.6,30.0,2.6,23.0,2.0,2583.0
70,143.0,40.692395,-73.993379,493.0,40.7568,-73.982912,7.3,42.0,7.3,25.0,7.3,40.0,7.3,48.0,5.1,6267.0
71,143.0,40.692395,-73.993379,348.0,40.72491,-74.001547,3.1,28.0,3.1,17.0,3.1,28.0,3.1,30.0,3.0,3633.0
72,143.0,40.692395,-73.993379,382.0,40.734927,-73.992005,3.7,38.0,3.7,23.0,3.7,37.0,3.7,41.0,3.5,4302.0
73,143.0,40.692395,-73.993379,459.0,40.746745,-74.007756,4.8,41.0,4.8,24.0,4.8,40.0,4.8,42.0,4.6,5461.0
74,143.0,40.692395,-73.993379,534.0,40.702551,-74.012723,3.2,19.0,3.2,12.0,3.2,19.0,3.2,22.0,1.9,1954.0
75,143.0,40.692395,-73.993379,406.0,40.695128,-73.995951,0.4,4.0,0.4,3.0,0.4,4.0,0.4,5.0,0.3,388.0
76,143.0,40.692395,-73.993379,239.0,40.691966,-73.981302,1.3,17.0,1.3,10.0,1.3,16.0,1.3,17.0,0.7,868.0
77,143.0,40.692395,-73.993379,242.0,40.697883,-73.973503,1.4,18.0,1.4,10.0,1.4,17.0,1.4,19.0,1.4,1682.0
78,143.0,40.692395,-73.993379,217.0,40.702772,-73.993836,0.8,10.0,0.8,6.0,0.8,11.0,0.8,11.0,0.8,954.0
79,143.0,40.692395,-73.993379,364.0,40.689004,-73.960239,2.4,27.0,2.4,16.0,2.4,26.0,2.4,28.0,1.9,2305.0
80,395.0,40.68807,-73.984106,493.0,40.7568,-73.982912,7.4,42.0,7.4,26.0,7.4,41.0,7.4,48.0,5.3,6500.0
81,395.0,40.68807,-73.984106,348.0,40.72491,-74.001547,3.2,27.0,3.2,16.0,3.2,27.0,3.2,28.0,3.2,3866.0
82,395.0,40.68807,-73.984106,382.0,40.734927,-73.992005,3.8,36.0,3.8,23.0,3.8,37.0,3.8,39.0,3.7,4535.0
83,395.0,40.68807,-73.984106,459.0,40.746745,-74.007756,4.9,40.0,4.9,24.0,4.9,40.0,4.9,41.0,4.8,5825.0
84,395.0,40.68807,-73.984106,534.0,40.702551,-74.012723,3.4,19.0,3.4,13.0,3.4,20.0,3.4,23.0,2.5,2659.0
85,395.0,40.68807,-73.984106,406.0,40.695128,-73.995951,1.1,15.0,1.1,9.0,1.1,15.0,1.1,16.0,1.0,1194.0
86,395.0,40.68807,-73.984106,239.0,40.691966,-73.981302,0.8,10.0,0.8,7.0,0.8,10.0,0.8,12.0,0.3,421.0
87,395.0,40.68807,-73.984106,242.0,40.697883,-73.973503,1.5,16.0,1.5,10.0,1.5,15.0,1.5,18.0,1.2,1428.0
88,395.0,40.68807,-73.984106,217.0,40.702772,-73.993836,1.8,18.0,1.8,11.0,1.5,18.0,1.8,19.0,1.3,1655.0
89,395.0,40.68807,-73.984106,364.0,40.689004,-73.960239,1.3,14.0,1.3,9.0,1.3,15.0,1.3,15.0,1.3,1623.0
90,443.0,40.708531,-73.96409,493.0,40.7568,-73.982912,5.9,45.0,5.9,28.0,5.9,47.0,5.9,55.0,4.6,5627.0
91,443.0,40.708531,-73.96409,348.0,40.72491,-74.001547,3.0,29.0,3.0,19.0,3.0,32.0,3.0,39.0,2.5,2975.0
92,443.0,40.708531,-73.96409,382.0,40.734927,-73.992005,3.6,34.0,3.6,23.0,3.6,38.0,3.6,44.0,3.0,3661.0
93,443.0,40.708531,-73.96409,459.0,40.746745,-74.007756,5.0,48.0,6.7,29.0,5.0,52.0,6.7,55.0,4.2,5101.0
94,443.0,40.708531,-73.96409,534.0,40.702551,-74.012723,5.2,27.0,5.2,19.0,5.2,32.0,5.2,38.0,3.3,4007.0
95,443.0,40.708531,-73.96409,406.0,40.695128,-73.995951,4.4,26.0,4.4,16.0,4.4,47.0,4.4,29.0,2.8,3515.0
96,443.0,40.708531,-73.96409,239.0,40.691966,-73.981302,2.7,23.0,2.7,14.0,2.7,27.0,2.7,26.0,2.1,2672.0
97,443.0,40.708531,-73.96409,242.0,40.697883,-73.973503,2.0,18.0,2.0,11.0,2.0,22.0,2.0,20.0,1.4,1695.0
98,443.0,40.708531,-73.96409,217.0,40.702772,-73.993836,3.1,18.0,3.1,11.0,3.1,32.0,3.1,21.0,2.6,3169.0
99,443.0,40.708531,-73.96409,364.0,40.689004,-73.960239,2.2,20.0,2.2,14.0,2.2,26.0,2.2,24.0,1.5,1918.0
