,trip_cat,num_rides,neighbourhood
0,0,831188,upper_manhattan
1,1,1040324,upper_manhattan
2,2,544508,upper_manhattan
3,3,248875,upper_manhattan
4,4,123787,upper_manhattan
5,5,71809,upper_manhattan
6,6,47435,upper_manhattan
7,7,34983,upper_manhattan
8,8,28204,upper_manhattan
9,9,18756,upper_manhattan
10,10,11527,upper_manhattan
11,11,5978,upper_manhattan
12,12,3122,upper_manhattan
13,13,2054,upper_manhattan
14,14,1663,upper_manhattan
15,15,1462,upper_manhattan
16,16,1933,upper_manhattan
17,17,2978,upper_manhattan
18,18,5835,upper_manhattan
19,19,5678,upper_manhattan
20,20,3798,upper_manhattan
21,21,1513,upper_manhattan
22,22,411,upper_manhattan
23,23,185,upper_manhattan
24,24,87,upper_manhattan
25,25,486,upper_manhattan
26,0,525589,lower_manhattan
27,1,816075,lower_manhattan
28,2,503902,lower_manhattan
29,3,326305,lower_manhattan
30,4,212699,lower_manhattan
31,5,127650,lower_manhattan
32,6,74684,lower_manhattan
33,7,40183,lower_manhattan
34,8,23560,lower_manhattan
35,9,19194,lower_manhattan
36,10,16482,lower_manhattan
37,11,11191,lower_manhattan
38,12,8305,lower_manhattan
39,13,7266,lower_manhattan
40,14,5616,lower_manhattan
41,15,5189,lower_manhattan
42,16,4200,lower_manhattan
43,17,6301,lower_manhattan
44,18,4897,lower_manhattan
45,19,2942,lower_manhattan
46,20,1837,lower_manhattan
47,21,1193,lower_manhattan
48,22,434,lower_manhattan
49,23,307,lower_manhattan
50,24,233,lower_manhattan
51,25,1259,lower_manhattan
52,0,21291,Downtown_Bk
53,1,33318,Downtown_Bk
54,2,26516,Downtown_Bk
55,3,22897,Downtown_Bk
56,4,15816,Downtown_Bk
57,5,11085,Downtown_Bk
58,6,8567,Downtown_Bk
59,7,6520,Downtown_Bk
60,8,3976,Downtown_Bk
61,9,2825,Downtown_Bk
62,10,2297,Downtown_Bk
63,11,1523,Downtown_Bk
64,12,1094,Downtown_Bk
65,13,651,Downtown_Bk
66,14,355,Downtown_Bk
67,15,276,Downtown_Bk
68,16,227,Downtown_Bk
69,17,460,Downtown_Bk
70,18,375,Downtown_Bk
71,19,213,Downtown_Bk
72,20,122,Downtown_Bk
73,21,59,Downtown_Bk
74,22,29,Downtown_Bk
75,23,35,Downtown_Bk
76,24,22,Downtown_Bk
77,25,131,Downtown_Bk
78,0,507,Bayridge_bk
79,1,822,Bayridge_bk
80,2,497,Bayridge_bk
81,3,286,Bayridge_bk
82,4,215,Bayridge_bk
83,5,178,Bayridge_bk
84,6,174,Bayridge_bk
85,7,139,Bayridge_bk
86,8,97,Bayridge_bk
87,9,119,Bayridge_bk
88,10,106,Bayridge_bk
89,11,53,Bayridge_bk
90,12,43,Bayridge_bk
91,13,37,Bayridge_bk
92,14,28,Bayridge_bk
93,15,15,Bayridge_bk
94,16,15,Bayridge_bk
95,17,12,Bayridge_bk
96,18,7,Bayridge_bk
97,19,19,Bayridge_bk
98,20,10,Bayridge_bk
99,21,10,Bayridge_bk
100,22,8,Bayridge_bk
101,23,4,Bayridge_bk
102,24,8,Bayridge_bk
103,25,10,Bayridge_bk
