,trip_cat,num_rides,neighbourhood
0,0,895236,upper_manhattan
1,1,1092420,upper_manhattan
2,2,565845,upper_manhattan
3,3,251273,upper_manhattan
4,4,123973,upper_manhattan
5,5,71707,upper_manhattan
6,6,46982,upper_manhattan
7,7,34830,upper_manhattan
8,8,29127,upper_manhattan
9,9,19689,upper_manhattan
10,10,12214,upper_manhattan
11,11,6116,upper_manhattan
12,12,3224,upper_manhattan
13,13,2272,upper_manhattan
14,14,1621,upper_manhattan
15,15,1418,upper_manhattan
16,16,1802,upper_manhattan
17,17,3118,upper_manhattan
18,18,5805,upper_manhattan
19,19,5719,upper_manhattan
20,20,3653,upper_manhattan
21,21,1515,upper_manhattan
22,22,400,upper_manhattan
23,23,164,upper_manhattan
24,24,89,upper_manhattan
25,25,501,upper_manhattan
26,0,546222,lower_manhattan
27,1,788236,lower_manhattan
28,2,468788,lower_manhattan
29,3,305152,lower_manhattan
30,4,198841,lower_manhattan
31,5,121570,lower_manhattan
32,6,72582,lower_manhattan
33,7,38730,lower_manhattan
34,8,23302,lower_manhattan
35,9,18998,lower_manhattan
36,10,16430,lower_manhattan
37,11,10752,lower_manhattan
38,12,7794,lower_manhattan
39,13,6968,lower_manhattan
40,14,5263,lower_manhattan
41,15,4971,lower_manhattan
42,16,4071,lower_manhattan
43,17,6375,lower_manhattan
44,18,4598,lower_manhattan
45,19,2694,lower_manhattan
46,20,1703,lower_manhattan
47,21,1121,lower_manhattan
48,22,440,lower_manhattan
49,23,268,lower_manhattan
50,24,207,lower_manhattan
51,25,1231,lower_manhattan
52,0,22466,Downtown_Bk
53,1,32265,Downtown_Bk
54,2,24442,Downtown_Bk
55,3,20177,Downtown_Bk
56,4,13879,Downtown_Bk
57,5,9374,Downtown_Bk
58,6,7426,Downtown_Bk
59,7,5701,Downtown_Bk
60,8,3471,Downtown_Bk
61,9,2542,Downtown_Bk
62,10,2085,Downtown_Bk
63,11,1301,Downtown_Bk
64,12,931,Downtown_Bk
65,13,536,Downtown_Bk
66,14,312,Downtown_Bk
67,15,225,Downtown_Bk
68,16,188,Downtown_Bk
69,17,428,Downtown_Bk
70,18,389,Downtown_Bk
71,19,206,Downtown_Bk
72,20,95,Downtown_Bk
73,21,46,Downtown_Bk
74,22,23,Downtown_Bk
75,23,16,Downtown_Bk
76,24,27,Downtown_Bk
77,25,99,Downtown_Bk
78,0,594,Bayridge_bk
79,1,828,Bayridge_bk
80,2,503,Bayridge_bk
81,3,316,Bayridge_bk
82,4,213,Bayridge_bk
83,5,194,Bayridge_bk
84,6,195,Bayridge_bk
85,7,201,Bayridge_bk
86,8,139,Bayridge_bk
87,9,103,Bayridge_bk
88,10,88,Bayridge_bk
89,11,64,Bayridge_bk
90,12,49,Bayridge_bk
91,13,46,Bayridge_bk
92,14,38,Bayridge_bk
93,15,22,Bayridge_bk
94,16,15,Bayridge_bk
95,17,18,Bayridge_bk
96,18,9,Bayridge_bk
97,19,9,Bayridge_bk
98,20,12,Bayridge_bk
99,21,4,Bayridge_bk
100,22,5,Bayridge_bk
101,23,3,Bayridge_bk
102,24,2,Bayridge_bk
103,25,6,Bayridge_bk
