,trip_cat,num_rides,neighbourhood
0,0,915941,upper_manhattan
1,1,1158535,upper_manhattan
2,2,601412,upper_manhattan
3,3,267339,upper_manhattan
4,4,130602,upper_manhattan
5,5,74641,upper_manhattan
6,6,50242,upper_manhattan
7,7,37998,upper_manhattan
8,8,30885,upper_manhattan
9,9,20621,upper_manhattan
10,10,12504,upper_manhattan
11,11,6402,upper_manhattan
12,12,3175,upper_manhattan
13,13,2158,upper_manhattan
14,14,1654,upper_manhattan
15,15,1503,upper_manhattan
16,16,2067,upper_manhattan
17,17,3310,upper_manhattan
18,18,6423,upper_manhattan
19,19,6132,upper_manhattan
20,20,3939,upper_manhattan
21,21,1681,upper_manhattan
22,22,397,upper_manhattan
23,23,135,upper_manhattan
24,24,70,upper_manhattan
25,25,444,upper_manhattan
26,0,560043,lower_manhattan
27,1,849200,lower_manhattan
28,2,521828,lower_manhattan
29,3,341532,lower_manhattan
30,4,220824,lower_manhattan
31,5,134116,lower_manhattan
32,6,79035,lower_manhattan
33,7,41503,lower_manhattan
34,8,24847,lower_manhattan
35,9,20509,lower_manhattan
36,10,17565,lower_manhattan
37,11,11693,lower_manhattan
38,12,8753,lower_manhattan
39,13,7537,lower_manhattan
40,14,5866,lower_manhattan
41,15,5472,lower_manhattan
42,16,4427,lower_manhattan
43,17,6922,lower_manhattan
44,18,5267,lower_manhattan
45,19,2912,lower_manhattan
46,20,1936,lower_manhattan
47,21,1272,lower_manhattan
48,22,484,lower_manhattan
49,23,280,lower_manhattan
50,24,214,lower_manhattan
51,25,1328,lower_manhattan
52,0,23159,Downtown_Bk
53,1,34962,Downtown_Bk
54,2,27176,Downtown_Bk
55,3,22925,Downtown_Bk
56,4,15812,Downtown_Bk
57,5,11272,Downtown_Bk
58,6,8802,Downtown_Bk
59,7,6689,Downtown_Bk
60,8,3807,Downtown_Bk
61,9,2860,Downtown_Bk
62,10,2276,Downtown_Bk
63,11,1421,Downtown_Bk
64,12,1158,Downtown_Bk
65,13,711,Downtown_Bk
66,14,301,Downtown_Bk
67,15,274,Downtown_Bk
68,16,255,Downtown_Bk
69,17,486,Downtown_Bk
70,18,394,Downtown_Bk
71,19,265,Downtown_Bk
72,20,107,Downtown_Bk
73,21,55,Downtown_Bk
74,22,32,Downtown_Bk
75,23,12,Downtown_Bk
76,24,23,Downtown_Bk
77,25,144,Downtown_Bk
78,0,639,Bayridge_bk
79,1,888,Bayridge_bk
80,2,530,Bayridge_bk
81,3,336,Bayridge_bk
82,4,233,Bayridge_bk
83,5,169,Bayridge_bk
84,6,198,Bayridge_bk
85,7,176,Bayridge_bk
86,8,132,Bayridge_bk
87,9,100,Bayridge_bk
88,10,90,Bayridge_bk
89,11,63,Bayridge_bk
90,12,48,Bayridge_bk
91,13,40,Bayridge_bk
92,14,30,Bayridge_bk
93,15,22,Bayridge_bk
94,16,14,Bayridge_bk
95,17,20,Bayridge_bk
96,18,16,Bayridge_bk
97,19,9,Bayridge_bk
98,20,9,Bayridge_bk
99,21,11,Bayridge_bk
100,22,5,Bayridge_bk
101,23,3,Bayridge_bk
102,24,8,Bayridge_bk
103,25,8,Bayridge_bk
