,trip_cat,num_rides,neighbourhood
0,0,914232,upper_manhattan
1,1,1053292,upper_manhattan
2,2,536798,upper_manhattan
3,3,234896,upper_manhattan
4,4,113624,upper_manhattan
5,5,64551,upper_manhattan
6,6,42677,upper_manhattan
7,7,31443,upper_manhattan
8,8,24441,upper_manhattan
9,9,15924,upper_manhattan
10,10,9738,upper_manhattan
11,11,5114,upper_manhattan
12,12,2807,upper_manhattan
13,13,1931,upper_manhattan
14,14,1393,upper_manhattan
15,15,1188,upper_manhattan
16,16,1608,upper_manhattan
17,17,2510,upper_manhattan
18,18,4772,upper_manhattan
19,19,4708,upper_manhattan
20,20,2964,upper_manhattan
21,21,1136,upper_manhattan
22,22,303,upper_manhattan
23,23,118,upper_manhattan
24,24,66,upper_manhattan
25,25,414,upper_manhattan
26,0,568356,lower_manhattan
27,1,750656,lower_manhattan
28,2,424215,lower_manhattan
29,3,275166,lower_manhattan
30,4,182923,lower_manhattan
31,5,111274,lower_manhattan
32,6,65834,lower_manhattan
33,7,35332,lower_manhattan
34,8,21499,lower_manhattan
35,9,16766,lower_manhattan
36,10,13425,lower_manhattan
37,11,8887,lower_manhattan
38,12,6516,lower_manhattan
39,13,5388,lower_manhattan
40,14,4113,lower_manhattan
41,15,3839,lower_manhattan
42,16,3046,lower_manhattan
43,17,4828,lower_manhattan
44,18,3781,lower_manhattan
45,19,2224,lower_manhattan
46,20,1321,lower_manhattan
47,21,883,lower_manhattan
48,22,333,lower_manhattan
49,23,201,lower_manhattan
50,24,141,lower_manhattan
51,25,1043,lower_manhattan
52,0,20583,Downtown_Bk
53,1,26730,Downtown_Bk
54,2,18998,Downtown_Bk
55,3,15639,Downtown_Bk
56,4,10393,Downtown_Bk
57,5,7592,Downtown_Bk
58,6,5889,Downtown_Bk
59,7,4667,Downtown_Bk
60,8,2721,Downtown_Bk
61,9,1805,Downtown_Bk
62,10,1380,Downtown_Bk
63,11,879,Downtown_Bk
64,12,651,Downtown_Bk
65,13,391,Downtown_Bk
66,14,227,Downtown_Bk
67,15,169,Downtown_Bk
68,16,152,Downtown_Bk
69,17,303,Downtown_Bk
70,18,251,Downtown_Bk
71,19,155,Downtown_Bk
72,20,64,Downtown_Bk
73,21,27,Downtown_Bk
74,22,18,Downtown_Bk
75,23,13,Downtown_Bk
76,24,12,Downtown_Bk
77,25,74,Downtown_Bk
78,0,585,Bayridge_bk
79,1,732,Bayridge_bk
80,2,392,Bayridge_bk
81,3,259,Bayridge_bk
82,4,167,Bayridge_bk
83,5,148,Bayridge_bk
84,6,136,Bayridge_bk
85,7,113,Bayridge_bk
86,8,89,Bayridge_bk
87,9,71,Bayridge_bk
88,10,72,Bayridge_bk
89,11,43,Bayridge_bk
90,12,35,Bayridge_bk
91,13,29,Bayridge_bk
92,14,31,Bayridge_bk
93,15,15,Bayridge_bk
94,16,16,Bayridge_bk
95,17,16,Bayridge_bk
96,18,9,Bayridge_bk
97,19,7,Bayridge_bk
98,20,9,Bayridge_bk
99,21,4,Bayridge_bk
100,22,6,Bayridge_bk
101,23,8,Bayridge_bk
102,24,2,Bayridge_bk
103,25,9,Bayridge_bk
