dropoff_datetime,zone,trip_distance,borough,count
2014-03-01,Allerton/Pelham Gardens,4.55947368421,57,Bronx
2014-03-01,Alphabet City,5.1302919708,137,Manhattan
2014-03-01,Arrochar/Fort Wadsworth,2.94,1,Staten Island
2014-03-01,Astoria,1.87478835979,1512,Queens
2014-03-01,Astoria Park,1.488,5,Queens
2014-03-01,Auburndale,3.9455,20,Queens
2014-03-01,Baisley Park,3.7219047619,42,Queens
2014-03-01,Bath Beach,7.06333333333,9,Brooklyn
2014-03-01,Battery Park,8.34,1,Manhattan
2014-03-01,Battery Park City,5.313,30,Manhattan
2014-03-01,Bay Ridge,7.06955882353,68,Brooklyn
2014-03-01,Bay Terrace/Fort Totten,5.14470588235,17,Queens
2014-03-01,Bayside,7.61555555556,36,Queens
2014-03-01,Bedford,2.27397894737,475,Brooklyn
2014-03-01,Bedford Park,2.50193442623,305,Bronx
2014-03-01,Bellerose,5.05,3,Queens
2014-03-01,Belmont,2.52294117647,170,Bronx
2014-03-01,Bensonhurst East,8.72055555556,18,Brooklyn
2014-03-01,Bensonhurst West,6.13882352941,17,Brooklyn
2014-03-01,Bloomfield/Emerson Hill,4.93,1,Staten Island
2014-03-01,Bloomingdale,2.01512690355,197,Manhattan
2014-03-01,Boerum Hill,2.4783974359,312,Brooklyn
2014-03-01,Borough Park,5.03125,16,Brooklyn
2014-03-01,Briarwood/Jamaica Hills,3.05911949686,159,Queens
2014-03-01,Brighton Beach,4.69,13,Brooklyn
2014-03-01,Bronx Park,3.91655172414,29,Bronx
2014-03-01,Bronxdale,3.40353658537,82,Bronx
2014-03-01,Brooklyn Heights,2.41074576271,295,Brooklyn
2014-03-01,Brooklyn Navy Yard,2.31523809524,21,Brooklyn
2014-03-01,Brownsville,3.75513157895,76,Brooklyn
2014-03-01,Bushwick North,3.18695464363,463,Brooklyn
2014-03-01,Bushwick South,2.95152753108,563,Brooklyn
2014-03-01,Cambria Heights,3.65857142857,7,Queens
2014-03-01,Canarsie,5.49266666667,45,Brooklyn
2014-03-01,Carroll Gardens,2.4696728972,214,Brooklyn
2014-03-01,Central Harlem,1.50462564863,1349,Manhattan
2014-03-01,Central Harlem North,1.53944769331,1539,Manhattan
2014-03-01,Central Park,2.90148387097,155,Manhattan
2014-03-01,Charleston/Tottenville,31.7,1,Staten Island
2014-03-01,Chinatown,5.68285714286,42,Manhattan
2014-03-01,City Island,8.352,5,Bronx
2014-03-01,Claremont/Bathgate,2.61700787402,254,Bronx
2014-03-01,Clinton East,5.98794788274,307,Manhattan
2014-03-01,Clinton Hill,2.29742331288,489,Brooklyn
2014-03-01,Clinton West,6.03245098039,102,Manhattan
2014-03-01,Co-Op City,5.69388059701,67,Bronx
2014-03-01,Cobble Hill,2.73721804511,133,Brooklyn
2014-03-01,College Point,3.5801010101,99,Queens
2014-03-01,Columbia Street,2.40223880597,67,Brooklyn
2014-03-01,Coney Island,5.06421052632,38,Brooklyn
2014-03-01,Corona,2.16755364807,466,Queens
2014-03-01,Country Club,2.835,4,Bronx
2014-03-01,Crotona Park,2.98538461538,13,Bronx
2014-03-01,Crotona Park East,2.53771929825,114,Bronx
2014-03-01,Crown Heights North,2.83554330709,635,Brooklyn
2014-03-01,Crown Heights South,2.82072992701,137,Brooklyn
2014-03-01,Cypress Hills,6.41760869565,46,Brooklyn
