dropoff_datetime,zone,trip_distance,count,borough
2014-10-01,Allerton/Pelham Gardens,14.0414285714,14,Bronx
2014-10-01,Alphabet City,2.44777894185,1909,Manhattan
2014-10-01,Arden Heights,16.3,3,Staten Island
2014-10-01,Arrochar/Fort Wadsworth,14.15,6,Staten Island
2014-10-01,Astoria,4.61493195427,1837,Queens
2014-10-01,Astoria Park,5.4775,8,Queens
2014-10-01,Auburndale,12.2125,12,Queens
2014-10-01,Baisley Park,7.35520408163,98,Queens
2014-10-01,Bath Beach,12.8669230769,26,Brooklyn
2014-10-01,Battery Park,3.74423487544,281,Manhattan
2014-10-01,Battery Park City,4.10133901267,4578,Manhattan
2014-10-01,Bay Ridge,11.8302240896,357,Brooklyn
2014-10-01,Bay Terrace/Fort Totten,14.5285714286,28,Queens
2014-10-01,Bayside,13.7175471698,53,Queens
2014-10-01,Bedford,5.19014322917,768,Brooklyn
2014-10-01,Bedford Park,11.4778723404,47,Bronx
2014-10-01,Bellerose,10.3310526316,19,Queens
2014-10-01,Belmont,12.3441935484,31,Bronx
2014-10-01,Bensonhurst East,13.7818,50,Brooklyn
2014-10-01,Bensonhurst West,13.5598795181,83,Brooklyn
2014-10-01,Bloomfield/Emerson Hill,19.1988888889,9,Staten Island
2014-10-01,Bloomingdale,2.86188226744,1376,Manhattan
2014-10-01,Boerum Hill,5.45110821382,767,Brooklyn
2014-10-01,Borough Park,9.24661417323,127,Brooklyn
2014-10-01,Breezy Point/Fort Tilden/Riis Beach,23.65,2,Queens
2014-10-01,Briarwood/Jamaica Hills,8.24849056604,106,Queens
2014-10-01,Brighton Beach,15.8956666667,30,Brooklyn
2014-10-01,Broad Channel,9.622,5,Queens
2014-10-01,Bronx Park,12.89,1,Bronx
2014-10-01,Bronxdale,12.7451851852,27,Bronx
2014-10-01,Brooklyn Heights,5.24021772939,1286,Brooklyn
2014-10-01,Brooklyn Navy Yard,4.35644736842,76,Brooklyn
2014-10-01,Brownsville,7.68595238095,42,Brooklyn
2014-10-01,Bushwick North,6.14591324201,438,Brooklyn
2014-10-01,Bushwick South,5.24420534459,711,Brooklyn
2014-10-01,Cambria Heights,9.28142857143,14,Queens
2014-10-01,Canarsie,10.5008,50,Brooklyn
2014-10-01,Carroll Gardens,6.16156312625,499,Brooklyn
2014-10-01,Central Harlem,3.2552081448,2210,Manhattan
2014-10-01,Central Harlem North,4.58214927436,1447,Manhattan
2014-10-01,Central Park,2.03651625868,5474,Manhattan
2014-10-01,Charleston/Tottenville,14.205,2,Staten Island
2014-10-01,Chinatown,2.75754285714,1050,Manhattan
2014-10-01,City Island,15.685,6,Bronx
2014-10-01,Claremont/Bathgate,8.05516129032,31,Bronx
2014-10-01,Clinton East,2.35852362375,11535,Manhattan
2014-10-01,Clinton Hill,5.29906490649,909,Brooklyn
2014-10-01,Clinton West,2.13533837747,4758,Manhattan
2014-10-01,Co-Op City,15.0673684211,19,Bronx
2014-10-01,Cobble Hill,5.61214285714,392,Brooklyn
2014-10-01,College Point,10.3510810811,37,Queens
2014-10-01,Columbia Street,6.00757575758,132,Brooklyn
2014-10-01,Coney Island,16.1969230769,39,Brooklyn
2014-10-01,Corona,7.49086956522,92,Queens
2014-10-01,Country Club,11.57,8,Bronx
2014-10-01,Crotona Park,4.65,1,Bronx
2014-10-01,Crotona Park East,9.51894736842,19,Bronx
2014-10-01,Crown Heights North,6.20053503185,785,Brooklyn
2014-10-01,Crown Heights South,6.75615,200,Brooklyn
2014-10-01,Cypress Hills,9.67714285714,42,Brooklyn
2014-10-01,DUMBO/Vinegar Hill,4.74634182909,667,Brooklyn
2014-10-01,Douglaston,15.0552,25,Queens
2014-10-01,Downtown Brooklyn/MetroTech,5.20858017136,817,Brooklyn
2014-10-01,Dyker Heights,11.5253846154,65,Brooklyn
2014-10-01,East Chelsea,2.06270075688,10834,Manhattan
2014-10-01,East Concourse/Concourse Village,7.03148148148,108,Bronx
2014-10-01,East Elmhurst,7.6212716763,173,Queens
2014-10-01,East Flatbush/Farragut,8.29472727273,55,Brooklyn
2014-10-01,East Flatbush/Remsen Village,9.48914893617,47,Brooklyn
2014-10-01,East Flushing,11.2185714286,21,Queens
2014-10-01,East Harlem North,2.98317028319,2719,Manhattan
2014-10-01,East Harlem South,2.47910841809,4621,Manhattan
2014-10-01,East New York,9.39615384615,65,Brooklyn
2014-10-01,East New York/Pennsylvania Avenue,8.31421052632,19,Brooklyn
2014-10-01,East Tremont,9.7275,32,Bronx
2014-10-01,East Village,2.19154246631,9796,Manhattan
2014-10-01,East Williamsburg,4.60504065041,984,Brooklyn
2014-10-01,Eastchester,15.2783333333,12,Bronx
2014-10-01,Elmhurst,6.00606557377,305,Queens
2014-10-01,Elmhurst/Maspeth,4.95677631579,152,Queens
2014-10-01,Eltingville/Annadale/Prince's Bay,24.1,1,Staten Island
2014-10-01,Erasmus,9.40243902439,41,Brooklyn
2014-10-01,Far Rockaway,13.7378947368,19,Queens
2014-10-01,Financial District North,4.18807950439,3874,Manhattan
2014-10-01,Financial District South,4.86278772379,1955,Manhattan
2014-10-01,Flatbush/Ditmas Park,9.06332268371,313,Brooklyn
2014-10-01,Flatiron,1.87038692262,6668,Manhattan
2014-10-01,Flatlands,11.2683823529,68,Brooklyn
2014-10-01,Flushing,8.02187845304,181,Queens
2014-10-01,Flushing Meadows-Corona Park,8.37108108108,37,Queens
2014-10-01,Fordham South,11.6963157895,19,Bronx
2014-10-01,Forest Hills,8.50554511278,532,Queens
2014-10-01,Forest Park/Highland Park,9.39307692308,13,Queens
2014-10-01,Fort Greene,4.90092405063,790,Brooklyn
2014-10-01,Fresh Meadows,11.0872972973,37,Queens
2014-10-01,Garment District,1.96167605818,7631,Manhattan
2014-10-01,Glen Oaks,12.2416666667,18,Queens
2014-10-01,Glendale,8.58076923077,52,Queens
2014-10-01,Gowanus,6.42057692308,260,Brooklyn
2014-10-01,Gramercy,1.943523889,9586,Manhattan
2014-10-01,Gravesend,15.0394117647,17,Brooklyn
2014-10-01,Great Kills,19.8975,4,Staten Island
2014-10-01,Green-Wood Cemetery,6.92666666667,6,Brooklyn
2014-10-01,Greenpoint,4.5679359673,1468,Brooklyn
2014-10-01,Greenwich Village North,1.91317131586,7098,Manhattan
2014-10-01,Greenwich Village South,2.05405389572,5121,Manhattan
2014-10-01,Grymes Hill/Clifton,20.328,5,Staten Island
2014-10-01,Hamilton Heights,5.15200650759,922,Manhattan
2014-10-01,Hammels/Arverne,14.94,3,Queens
2014-10-01,Heartland Village/Todt Hill,16.9272727273,11,Staten Island
2014-10-01,Highbridge,7.5793877551,49,Bronx
2014-10-01,Highbridge Park,6.72833333333,6,Manhattan
2014-10-01,Hillcrest/Pomonok,9.91948275862,58,Queens
2014-10-01,Hollis,11.598,10,Queens
2014-10-01,Homecrest,13.397755102,49,Brooklyn
2014-10-01,Howard Beach,11.6740909091,22,Queens
2014-10-01,Hudson Sq,2.42555369128,2980,Manhattan
2014-10-01,Hunts Point,7.64880952381,42,Bronx
2014-10-01,Inwood,9.24996226415,265,Manhattan
2014-10-01,Inwood Hill Park,8.28916666667,12,Manhattan
2014-10-01,JFK Airport,16.0469407604,3393,Queens
2014-10-01,Jackson Heights,5.8611754386,570,Queens
2014-10-01,Jamaica,9.00161290323,93,Queens
2014-10-01,Jamaica Estates,11.209245283,53,Queens
2014-10-01,Kensington,8.07594405594,143,Brooklyn
2014-10-01,Kew Gardens,9.33390804598,87,Queens
2014-10-01,Kew Gardens Hills,9.36230769231,78,Queens
2014-10-01,Kingsbridge Heights,10.05,32,Bronx
2014-10-01,Kips Bay,1.97702740937,5655,Manhattan
2014-10-01,LaGuardia Airport,9.97023870262,5488,Queens
2014-10-01,Laurelton,7.3375,12,Queens
2014-10-01,Lenox Hill East,2.20903407756,8510,Manhattan
2014-10-01,Lenox Hill West,1.96984011054,10132,Manhattan
2014-10-01,Lincoln Square East,2.04189419945,11361,Manhattan
2014-10-01,Lincoln Square West,2.22654008439,5214,Manhattan
2014-10-01,Little Italy/NoLiTa,2.50719766082,4275,Manhattan
2014-10-01,Long Island City/Hunters Point,3.8608793456,1467,Queens
2014-10-01,Long Island City/Queens Plaza,3.46492119089,571,Queens
2014-10-01,Longwood,7.92473684211,19,Bronx
2014-10-01,Lower East Side,2.53795665635,3876,Manhattan
2014-10-01,Madison,13.4611363636,44,Brooklyn
2014-10-01,Manhattan Beach,17.1370833333,24,Brooklyn
2014-10-01,Manhattan Valley,2.65461653238,3351,Manhattan
2014-10-01,Manhattanville,3.87545901639,610,Manhattan
2014-10-01,Marble Hill,8.91352941176,17,Manhattan
2014-10-01,Marine Park/Floyd Bennett Field,19.39,1,Brooklyn
2014-10-01,Marine Park/Mill Basin,13.6555,40,Brooklyn
2014-10-01,Mariners Harbor,18.4,1,Staten Island
2014-10-01,Maspeth,5.78899408284,169,Queens
2014-10-01,Meatpacking/West Village West,2.17904215318,5053,Manhattan
2014-10-01,Melrose South,5.19021505376,93,Bronx
2014-10-01,Middle Village,7.687734375,128,Queens
2014-10-01,Midtown Center,2.02534511154,20037,Manhattan
2014-10-01,Midtown East,2.28012168211,15861,Manhattan
2014-10-01,Midtown North,2.18542559257,12277,Manhattan
2014-10-01,Midtown South,2.14904888364,10167,Manhattan
2014-10-01,Midwood,11.6851685393,89,Brooklyn
2014-10-01,Morningside Heights,2.86959132611,3597,Manhattan
2014-10-01,Morrisania/Melrose,7.70714285714,42,Bronx
2014-10-01,Mott Haven/Port Morris,4.56433070866,254,Bronx
2014-10-01,Mount Hope,8.40863636364,44,Bronx
2014-10-01,Murray Hill,2.0002074744,15038,Manhattan
2014-10-01,Murray Hill-Queens,11.3195121951,41,Queens
2014-10-01,New Dorp/Midland Beach,20.748,5,Staten Island
2014-10-01,Newark Airport,16.7664006515,614,EWR
2014-10-01,North Corona,6.04825,80,Queens
2014-10-01,Norwood,11.6464814815,54,Bronx
2014-10-01,Oakland Gardens,12.93,39,Queens
2014-10-01,Oakwood,17.4,1,Staten Island
2014-10-01,Ocean Hill,6.97857142857,56,Brooklyn
2014-10-01,Ocean Parkway South,11.897826087,46,Brooklyn
2014-10-01,Old Astoria,4.83667296786,529,Queens
2014-10-01,Ozone Park,10.1628125,32,Queens
2014-10-01,Park Slope,6.51959627329,1610,Brooklyn
2014-10-01,Parkchester,11.7578787879,33,Bronx
2014-10-01,Pelham Bay,13.635,22,Bronx
2014-10-01,Pelham Bay Park,13.7533333333,3,Bronx
2014-10-01,Pelham Parkway,12.0508823529,34,Bronx
2014-10-01,Penn Station/Madison Sq West,1.88131831132,11583,Manhattan
2014-10-01,Port Richmond,25.65,2,Staten Island
2014-10-01,Prospect Heights,5.80619932432,592,Brooklyn
2014-10-01,Prospect Park,6.6535443038,79,Brooklyn
2014-10-01,Prospect-Lefferts Gardens,6.9235125448,279,Brooklyn
2014-10-01,Queens Village,11.4953571429,28,Queens
2014-10-01,Queensboro Hill,10.1402702703,37,Queens
2014-10-01,Queensbridge/Ravenswood,3.23538461538,182,Queens
2014-10-01,Randalls Island,6.363,30,Manhattan
2014-10-01,Red Hook,5.82207792208,154,Brooklyn
2014-10-01,Rego Park,7.43950276243,181,Queens
2014-10-01,Richmond Hill,9.61216216216,74,Queens
2014-10-01,Ridgewood,6.79,178,Queens
2014-10-01,Riverdale/North Riverdale/Fieldston,11.9222222222,162,Bronx
2014-10-01,Rockaway Park,14.665,12,Queens
2014-10-01,Roosevelt Island,5.28132978723,188,Manhattan
2014-10-01,Rosedale,9.61107142857,28,Queens
2014-10-01,Saint Albans,9.19275862069,29,Queens
2014-10-01,Saint George/New Brighton,18.78,7,Staten Island
2014-10-01,Saint Michaels Cemetery/Woodside,0.263428571429,70,Queens
2014-10-01,Schuylerville/Edgewater Park,13.2341666667,48,Bronx
2014-10-01,Seaport,3.83051708218,1083,Manhattan
2014-10-01,Sheepshead Bay,14.9689189189,37,Brooklyn
2014-10-01,SoHo,2.35062401442,4439,Manhattan
2014-10-01,Soundview/Bruckner,8.36526315789,38,Bronx
2014-10-01,Soundview/Castle Hill,9.99581395349,43,Bronx
2014-10-01,South Beach/Dongan Hills,18.8533333333,6,Staten Island
2014-10-01,South Jamaica,10.1928,25,Queens
2014-10-01,South Ozone Park,9.7990647482,139,Queens
2014-10-01,South Williamsburg,4.79554913295,173,Brooklyn
2014-10-01,Springfield Gardens North,6.82925925926,27,Queens
2014-10-01,Springfield Gardens South,5.872,65,Queens
2014-10-01,Spuyten Duyvil/Kingsbridge,11.3874390244,164,Bronx
2014-10-01,Stapleton,12.9366666667,6,Staten Island
2014-10-01,Starrett City,9.53384615385,13,Brooklyn
2014-10-01,Steinway,5.33920768307,833,Queens
2014-10-01,Stuy Town/Peter Cooper Village,2.35831617202,1651,Manhattan
2014-10-01,Stuyvesant Heights,5.49655011655,429,Brooklyn
2014-10-01,Sunnyside,4.59253791709,989,Queens
2014-10-01,Sunset Park East,9.8562195122,82,Brooklyn
2014-10-01,Sunset Park West,8.31881918819,271,Brooklyn
2014-10-01,Sutton Place/Turtle Bay North,2.11724470397,7364,Manhattan
2014-10-01,Times Sq/Theatre District,2.53608687345,15701,Manhattan
2014-10-01,TriBeCa/Civic Center,2.9360949464,9142,Manhattan
2014-10-01,Two Bridges/Seward Park,2.91163759145,1777,Manhattan
2014-10-01,UN/Turtle Bay South,2.34397597689,6577,Manhattan
2014-10-01,Union Sq,1.80359286584,13961,Manhattan
2014-10-01,University Heights/Morris Heights,8.64206896552,58,Bronx
2014-10-01,Upper East Side North,1.85697606196,17044,Manhattan
2014-10-01,Upper East Side South,1.66201239694,16617,Manhattan
2014-10-01,Upper West Side North,2.34300792752,8830,Manhattan
2014-10-01,Upper West Side South,2.18199802859,10145,Manhattan
2014-10-01,Van Cortlandt Park,10.2213333333,15,Bronx
2014-10-01,Van Cortlandt Village,11.4853846154,65,Bronx
2014-10-01,Van Nest/Morris Park,11.6016666667,42,Bronx
2014-10-01,Washington Heights North,8.0747483871,775,Manhattan
2014-10-01,Washington Heights South,6.52476482618,1467,Manhattan
2014-10-01,West Brighton,19.1514285714,7,Staten Island
2014-10-01,West Chelsea/Hudson Yards,1.99616502463,8120,Manhattan
2014-10-01,West Concourse,5.19772727273,110,Bronx
2014-10-01,West Farms/Bronx River,9.0916,25,Bronx
2014-10-01,West Village,1.95340399676,7406,Manhattan
2014-10-01,Westchester Village/Unionport,10.66,21,Bronx
2014-10-01,Westerleigh,17.1,3,Staten Island
2014-10-01,Whitestone,10.3837837838,37,Queens
2014-10-01,Willets Point,2.39,16,Queens
2014-10-01,Williamsbridge/Olinville,14.0303846154,26,Bronx
2014-10-01,Williamsburg (North Side),4.87883192732,1541,Brooklyn
2014-10-01,Williamsburg (South Side),4.23794637018,1529,Brooklyn
2014-10-01,Windsor Terrace,8.27200892857,224,Brooklyn
2014-10-01,Woodhaven,9.3750877193,57,Queens
2014-10-01,Woodlawn/Wakefield,14.2394285714,35,Bronx
2014-10-01,Woodside,4.66748888889,450,Queens
2014-10-01,World Trade Center,4.13096822995,1983,Manhattan
2014-10-01,Yorkville East,2.45733043163,5514,Manhattan
2014-10-01,Yorkville West,2.45317824106,7243,Manhattan
2014-10-02,Allerton/Pelham Gardens,16.01,12,Bronx
2014-10-02,Alphabet City,2.51069478908,2015,Manhattan
2014-10-02,Arden Heights,30.975,2,Staten Island
2014-10-02,Arrochar/Fort Wadsworth,15.2277777778,9,Staten Island
2014-10-02,Astoria,4.63477295661,1982,Queens
2014-10-02,Astoria Park,5.05,10,Queens
2014-10-02,Auburndale,12.4586956522,23,Queens
2014-10-02,Baisley Park,7.73546296296,108,Queens
2014-10-02,Bath Beach,14.047037037,27,Brooklyn
2014-10-02,Battery Park,3.83663888889,360,Manhattan
2014-10-02,Battery Park City,4.18375599129,4590,Manhattan
2014-10-02,Bay Ridge,11.6249246231,398,Brooklyn
2014-10-02,Bay Terrace/Fort Totten,13.5776923077,26,Queens
2014-10-02,Bayside,13.4233333333,57,Queens
2014-10-02,Bedford,5.26829151732,837,Brooklyn
2014-10-02,Bedford Park,10.8989830508,59,Bronx
2014-10-02,Bellerose,10.1745,20,Queens
2014-10-02,Belmont,12.5081818182,22,Bronx
2014-10-02,Bensonhurst East,12.7117021277,47,Brooklyn
2014-10-02,Bensonhurst West,13.9596428571,84,Brooklyn
2014-10-02,Bloomfield/Emerson Hill,21.43,14,Staten Island
2014-10-02,Bloomingdale,3.04145361578,1369,Manhattan
2014-10-02,Boerum Hill,5.2663876652,908,Brooklyn
2014-10-02,Borough Park,8.41963235294,136,Brooklyn
2014-10-02,Breezy Point/Fort Tilden/Riis Beach,24.305,6,Queens
2014-10-02,Briarwood/Jamaica Hills,8.85427184466,103,Queens
2014-10-02,Brighton Beach,16.86,28,Brooklyn
2014-10-02,Broad Channel,19.79,2,Queens
2014-10-02,Bronx Park,11.4313333333,15,Bronx
2014-10-02,Bronxdale,12.4361111111,18,Bronx
2014-10-02,Brooklyn Heights,4.95299853372,1364,Brooklyn
2014-10-02,Brooklyn Navy Yard,4.23139534884,86,Brooklyn
2014-10-02,Brownsville,8.5416,25,Brooklyn
2014-10-02,Bushwick North,5.91729792148,433,Brooklyn
2014-10-02,Bushwick South,5.32002554278,783,Brooklyn
2014-10-02,Cambria Heights,9.99,16,Queens
2014-10-02,Canarsie,10.8348717949,39,Brooklyn
2014-10-02,Carroll Gardens,5.916716141,539,Brooklyn
2014-10-02,Central Harlem,3.4713982684,2310,Manhattan
2014-10-02,Central Harlem North,4.5769209622,1455,Manhattan
2014-10-02,Central Park,2.17407090682,5613,Manhattan
2014-10-02,Charleston/Tottenville,31.94,3,Staten Island
2014-10-02,Chinatown,2.95879452055,1095,Manhattan
2014-10-02,City Island,16.54,9,Bronx
2014-10-02,Claremont/Bathgate,6.83909090909,22,Bronx
2014-10-02,Clinton East,2.38221191489,11750,Manhattan
2014-10-02,Clinton Hill,5.13380295567,1015,Brooklyn
2014-10-02,Clinton West,2.11412461606,4558,Manhattan
2014-10-02,Co-Op City,11.4105555556,18,Bronx
2014-10-02,Cobble Hill,5.86170263789,417,Brooklyn
2014-10-02,College Point,10.72,20,Queens
2014-10-02,Columbia Street,6.49653594771,153,Brooklyn
2014-10-02,Coney Island,16.4644,25,Brooklyn
2014-10-02,Corona,7.87574257426,101,Queens
2014-10-02,Country Club,13.064,10,Bronx
2014-10-02,Crotona Park,6.08333333333,3,Bronx
2014-10-02,Crotona Park East,10.3416666667,18,Bronx
2014-10-02,Crown Heights North,6.36443765281,818,Brooklyn
2014-10-02,Crown Heights South,6.78439790576,191,Brooklyn
2014-10-02,Cypress Hills,9.31609756098,41,Brooklyn
2014-10-02,DUMBO/Vinegar Hill,4.71301282051,780,Brooklyn
2014-10-02,Douglaston,14.182,30,Queens
2014-10-02,Downtown Brooklyn/MetroTech,5.43486827033,873,Brooklyn
2014-10-02,Dyker Heights,12.0167647059,68,Brooklyn
2014-10-02,East Chelsea,2.05803325112,10947,Manhattan
2014-10-02,East Concourse/Concourse Village,7.12225806452,155,Bronx
2014-10-02,East Elmhurst,7.31288461538,208,Queens
2014-10-02,East Flatbush/Farragut,9.15545454545,55,Brooklyn
2014-10-02,East Flatbush/Remsen Village,8.91148148148,54,Brooklyn
2014-10-02,East Flushing,10.0819047619,21,Queens
2014-10-02,East Harlem North,3.09800639659,2814,Manhattan
2014-10-02,East Harlem South,2.45082328907,4895,Manhattan
