dropoff_datetime,zone,trip_distance,count,borough
2016-01-01,Allerton/Pelham Gardens,12.6948837209,43,Bronx
2016-01-01,Alphabet City,2.45515164645,2308,Manhattan
2016-01-01,Arden Heights,26.3,1,Staten Island
2016-01-01,Arrochar/Fort Wadsworth,12.68,10,Staten Island
2016-01-01,Astoria,4.34516270167,3657,Queens
2016-01-01,Astoria Park,5.22285714286,14,Queens
2016-01-01,Auburndale,11.742,25,Queens
2016-01-01,Baisley Park,7.65797101449,138,Queens
2016-01-01,Bath Beach,13.4464,50,Brooklyn
2016-01-01,Battery Park,4.21031152648,321,Manhattan
2016-01-01,Battery Park City,3.92864013267,3015,Manhattan
2016-01-01,Bay Ridge,11.1157714286,525,Brooklyn
2016-01-01,Bay Terrace/Fort Totten,15.0627659574,47,Queens
2016-01-01,Bayside,13.4173529412,68,Queens
2016-01-01,Bedford,4.65446757406,1249,Brooklyn
2016-01-01,Bedford Park,9.08114285714,140,Bronx
2016-01-01,Bellerose,14.285483871,31,Queens
2016-01-01,Belmont,9.30961038961,77,Bronx
2016-01-01,Bensonhurst East,13.2606024096,83,Brooklyn
2016-01-01,Bensonhurst West,12.7359354839,155,Brooklyn
2016-01-01,Bloomfield/Emerson Hill,18.7566666667,12,Staten Island
2016-01-01,Bloomingdale,3.19808035714,1344,Manhattan
2016-01-01,Boerum Hill,5.26721649485,776,Brooklyn
2016-01-01,Borough Park,9.15030612245,98,Brooklyn
2016-01-01,Breezy Point/Fort Tilden/Riis Beach,16.0666666667,3,Queens
2016-01-01,Briarwood/Jamaica Hills,9.11572580645,124,Queens
2016-01-01,Brighton Beach,15.6331944444,72,Brooklyn
2016-01-01,Broad Channel,16.1333333333,3,Queens
2016-01-01,Bronx Park,10.783,30,Bronx
2016-01-01,Bronxdale,11.6517241379,58,Bronx
2016-01-01,Brooklyn Heights,5.67151793928,1087,Brooklyn
2016-01-01,Brooklyn Navy Yard,4.4355,20,Brooklyn
2016-01-01,Brownsville,6.28991150442,113,Brooklyn
2016-01-01,Bushwick North,5.02087037037,1080,Brooklyn
2016-01-01,Bushwick South,4.78065616798,1524,Brooklyn
2016-01-01,Cambria Heights,11.9180952381,21,Queens
2016-01-01,Canarsie,8.7131092437,119,Brooklyn
2016-01-01,Carroll Gardens,6.45850220264,454,Brooklyn
2016-01-01,Central Harlem,3.42051514097,2873,Manhattan
2016-01-01,Central Harlem North,4.36781794981,2351,Manhattan
2016-01-01,Central Park,2.22570039502,3291,Manhattan
2016-01-01,Charleston/Tottenville,36.3,2,Staten Island
2016-01-01,Chinatown,2.67937592868,1346,Manhattan
2016-01-01,City Island,15.2714285714,7,Bronx
2016-01-01,Claremont/Bathgate,6.06811764706,85,Bronx
2016-01-01,Clinton East,2.29755340387,10018,Manhattan
2016-01-01,Clinton Hill,5.16292870906,1038,Brooklyn
2016-01-01,Clinton West,2.27911586902,3970,Manhattan
2016-01-01,Co-Op City,12.95,44,Bronx
2016-01-01,Cobble Hill,5.7062745098,306,Brooklyn
2016-01-01,College Point,9.79647058824,68,Queens
2016-01-01,Columbia Street,6.35876033058,121,Brooklyn
2016-01-01,Coney Island,15.0777358491,53,Brooklyn
2016-01-01,Corona,6.29125874126,286,Queens
2016-01-01,Country Club,12.51875,16,Bronx
2016-01-01,Crotona Park,5.09333333333,3,Bronx
2016-01-01,Crotona Park East,6.11192982456,57,Bronx
2016-01-01,Crown Heights North,5.65323489011,1456,Brooklyn
2016-01-01,Crown Heights South,6.21385915493,355,Brooklyn
2016-01-01,Cypress Hills,8.04044117647,68,Brooklyn
2016-01-01,DUMBO/Vinegar Hill,4.72829745597,511,Brooklyn
2016-01-01,Douglaston,14.0006666667,30,Queens
2016-01-01,Downtown Brooklyn/MetroTech,4.7813253012,747,Brooklyn
2016-01-01,Dyker Heights,11.4947474747,99,Brooklyn
2016-01-01,East Chelsea,2.14769578313,7304,Manhattan
2016-01-01,East Concourse/Concourse Village,6.13003610108,277,Bronx
2016-01-01,East Elmhurst,5.51033707865,267,Queens
2016-01-01,East Flatbush/Farragut,7.5540625,128,Brooklyn
2016-01-01,East Flatbush/Remsen Village,7.40170731707,123,Brooklyn
2016-01-01,East Flushing,9.88434782609,46,Queens
2016-01-01,East Harlem North,3.32606376639,3356,Manhattan
2016-01-01,East Harlem South,2.88151479568,4258,Manhattan
2016-01-01,East New York,7.84826388889,144,Brooklyn
2016-01-01,East New York/Pennsylvania Avenue,7.87365079365,63,Brooklyn
2016-01-01,East Tremont,7.04397959184,98,Bronx
2016-01-01,East Village,2.21547502449,11231,Manhattan
2016-01-01,East Williamsburg,4.07953216374,1539,Brooklyn
2016-01-01,Eastchester,12.2088571429,35,Bronx
2016-01-01,Elmhurst,4.7992173913,805,Queens
2016-01-01,Elmhurst/Maspeth,4.85215686275,408,Queens
2016-01-01,Eltingville/Annadale/Prince's Bay,15.0266666667,3,Staten Island
2016-01-01,Erasmus,6.92262773723,137,Brooklyn
2016-01-01,Far Rockaway,14.0822222222,9,Queens
2016-01-01,Financial District North,4.1079145937,2412,Manhattan
2016-01-01,Financial District South,4.46371569317,1421,Manhattan
2016-01-01,Flatbush/Ditmas Park,8.08894463668,578,Brooklyn
2016-01-01,Flatiron,2.12826814379,4423,Manhattan
2016-01-01,Flatlands,10.0475531915,94,Brooklyn
2016-01-01,Flushing,9.3272972973,222,Queens
2016-01-01,Flushing Meadows-Corona Park,8.56142857143,35,Queens
2016-01-01,Fordham South,6.83597701149,87,Bronx
2016-01-01,Forest Hills,8.13622324159,654,Queens
2016-01-01,Forest Park/Highland Park,7.37666666667,12,Queens
2016-01-01,Fort Greene,4.79358974359,858,Brooklyn
2016-01-01,Fresh Meadows,11.2378787879,33,Queens
2016-01-01,Freshkills Park,20.04,1,Staten Island
2016-01-01,Garment District,2.05234385803,4339,Manhattan
2016-01-01,Glen Oaks,13.4380952381,21,Queens
2016-01-01,Glendale,7.42512820513,117,Queens
2016-01-01,Gowanus,5.94141221374,262,Brooklyn
2016-01-01,Gramercy,2.08397852349,7450,Manhattan
2016-01-01,Gravesend,12.5171428571,42,Brooklyn
2016-01-01,Great Kills,20.8514285714,7,Staten Island
2016-01-01,Green-Wood Cemetery,7.43,11,Brooklyn
2016-01-01,Greenpoint,4.564390742,1469,Brooklyn
2016-01-01,Greenwich Village North,2.185147701,3893,Manhattan
2016-01-01,Greenwich Village South,2.17387348587,3715,Manhattan
2016-01-01,Grymes Hill/Clifton,17.85,4,Staten Island
2016-01-01,Hamilton Heights,5.05257297297,1850,Manhattan
2016-01-01,Hammels/Arverne,14.8406666667,15,Queens
2016-01-01,Heartland Village/Todt Hill,20.0272727273,11,Staten Island
2016-01-01,Highbridge,5.68645348837,172,Bronx
2016-01-01,Highbridge Park,6.14951219512,41,Manhattan
2016-01-01,Hillcrest/Pomonok,9.52568421053,95,Queens
2016-01-01,Hollis,12.4894736842,19,Queens
2016-01-01,Homecrest,12.7162162162,74,Brooklyn
2016-01-01,Howard Beach,10.92525,40,Queens
2016-01-01,Hudson Sq,2.66932135729,1002,Manhattan
2016-01-01,Hunts Point,6.49873563218,87,Bronx
2016-01-01,Inwood,8.03503703704,540,Manhattan
2016-01-01,Inwood Hill Park,7.07333333333,21,Manhattan
2016-01-01,JFK Airport,15.6762937294,3030,Queens
2016-01-01,Jackson Heights,4.89413011696,1368,Queens
2016-01-01,Jamaica,9.31376146789,109,Queens
2016-01-01,Jamaica Bay,15.8,1,Queens
2016-01-01,Jamaica Estates,11.7806896552,58,Queens
2016-01-01,Kensington,8.97357894737,190,Brooklyn
2016-01-01,Kew Gardens,10.0128244275,131,Queens
2016-01-01,Kew Gardens Hills,8.99591397849,93,Queens
2016-01-01,Kingsbridge Heights,7.35394230769,104,Bronx
2016-01-01,Kips Bay,2.05029302078,5631,Manhattan
2016-01-01,LaGuardia Airport,9.46157679739,2448,Queens
2016-01-01,Laurelton,12.2966666667,18,Queens
2016-01-01,Lenox Hill East,2.60993847416,4876,Manhattan
2016-01-01,Lenox Hill West,2.2626587402,7906,Manhattan
2016-01-01,Lincoln Square East,2.14677561837,7924,Manhattan
2016-01-01,Lincoln Square West,2.55327444411,3283,Manhattan
2016-01-01,Little Italy/NoLiTa,2.46735349716,3703,Manhattan
2016-01-01,Long Island City/Hunters Point,4.33931265717,1193,Queens
2016-01-01,Long Island City/Queens Plaza,4.10670120898,579,Queens
2016-01-01,Longwood,6.24024691358,81,Bronx
2016-01-01,Lower East Side,2.57634654266,4946,Manhattan
2016-01-01,Madison,12.7791780822,73,Brooklyn
2016-01-01,Manhattan Beach,15.2260606061,33,Brooklyn
2016-01-01,Manhattan Valley,3.01418881119,2860,Manhattan
2016-01-01,Manhattanville,3.76900747065,937,Manhattan
2016-01-01,Marble Hill,7.74657142857,35,Manhattan
2016-01-01,Marine Park/Floyd Bennett Field,4.60666666667,3,Brooklyn
2016-01-01,Marine Park/Mill Basin,13.9369117647,68,Brooklyn
2016-01-01,Mariners Harbor,15.43,1,Staten Island
2016-01-01,Maspeth,5.67213058419,291,Queens
2016-01-01,Meatpacking/West Village West,2.30876697736,3755,Manhattan
2016-01-01,Melrose South,5.25886255924,211,Bronx
2016-01-01,Middle Village,6.81645833333,192,Queens
2016-01-01,Midtown Center,2.06871231649,8923,Manhattan
2016-01-01,Midtown East,2.19001035733,7724,Manhattan
2016-01-01,Midtown North,2.27505521273,6158,Manhattan
2016-01-01,Midtown South,2.15546646214,7171,Manhattan
2016-01-01,Midwood,10.9423404255,94,Brooklyn
2016-01-01,Morningside Heights,3.5622684026,1997,Manhattan
2016-01-01,Morrisania/Melrose,5.8815625,128,Bronx
2016-01-01,Mott Haven/Port Morris,4.65016326531,490,Bronx
2016-01-01,Mount Hope,6.67336898396,187,Bronx
2016-01-01,Murray Hill,2.02545821558,9908,Manhattan
2016-01-01,Murray Hill-Queens,11.4172,100,Queens
2016-01-01,New Dorp/Midland Beach,20.19875,8,Staten Island
2016-01-01,Newark Airport,17.5732510885,689,EWR
2016-01-01,North Corona,5.20696275072,349,Queens
2016-01-01,Norwood,11.3922619048,84,Bronx
2016-01-01,Oakland Gardens,12.5503030303,33,Queens
2016-01-01,Oakwood,20.5,2,Staten Island
2016-01-01,Ocean Hill,5.69468421053,190,Brooklyn
2016-01-01,Ocean Parkway South,10.4613636364,44,Brooklyn
2016-01-01,Old Astoria,4.48762157383,1131,Queens
2016-01-01,Ozone Park,8.75428571429,42,Queens
2016-01-01,Park Slope,6.56207569486,1691,Brooklyn
2016-01-01,Parkchester,9.7084,100,Bronx
2016-01-01,Pelham Bay,11.9736842105,38,Bronx
2016-01-01,Pelham Bay Park,13.61,4,Bronx
2016-01-01,Pelham Parkway,11.1922222222,90,Bronx
2016-01-01,Penn Station/Madison Sq West,2.00525644529,10977,Manhattan
2016-01-01,Port Richmond,23.74,2,Staten Island
2016-01-01,Prospect Heights,6.16897391304,575,Brooklyn
2016-01-01,Prospect Park,5.80278846154,104,Brooklyn
2016-01-01,Prospect-Lefferts Gardens,6.56607142857,560,Brooklyn
2016-01-01,Queens Village,11.9952,50,Queens
2016-01-01,Queensboro Hill,9.19979166667,48,Queens
2016-01-01,Queensbridge/Ravenswood,2.71876984127,252,Queens
2016-01-01,Randalls Island,5.96583333333,12,Manhattan
2016-01-01,Red Hook,5.07298429319,191,Brooklyn
2016-01-01,Rego Park,7.25716157205,229,Queens
2016-01-01,Richmond Hill,8.65724832215,149,Queens
2016-01-01,Ridgewood,5.67725454545,550,Queens
2016-01-01,Riverdale/North Riverdale/Fieldston,12.3831788079,151,Bronx
2016-01-01,Rockaway Park,17.4073913043,23,Queens
2016-01-01,Roosevelt Island,5.47516528926,242,Manhattan
2016-01-01,Rosedale,9.75785714286,28,Queens
2016-01-01,Rossville/Woodrow,30.77,1,Staten Island
2016-01-01,Saint Albans,9.22918367347,49,Queens
2016-01-01,Saint George/New Brighton,17.5884615385,13,Staten Island
2016-01-01,Saint Michaels Cemetery/Woodside,2.0275,4,Queens
2016-01-01,Schuylerville/Edgewater Park,12.0476923077,91,Bronx
2016-01-01,Seaport,3.83970550576,781,Manhattan
2016-01-01,Sheepshead Bay,14.2590566038,53,Brooklyn
2016-01-01,SoHo,2.50641045059,2641,Manhattan
2016-01-01,Soundview/Bruckner,8.23918367347,98,Bronx
2016-01-01,Soundview/Castle Hill,9.33254237288,118,Bronx
2016-01-01,South Beach/Dongan Hills,16.926,5,Staten Island
2016-01-01,South Jamaica,9.11039215686,51,Queens
2016-01-01,South Ozone Park,8.81,152,Queens
