dropoff_datetime,zone,trip_distance,count,borough
2015-03-01,Allerton/Pelham Gardens,13.0792,25,Bronx
2015-03-01,Alphabet City,2.23962207105,2646,Manhattan
2015-03-01,Arden Heights,30.1166666667,3,Staten Island
2015-03-01,Arrochar/Fort Wadsworth,19.36,6,Staten Island
2015-03-01,Astoria,4.45784899329,2980,Queens
2015-03-01,Astoria Park,4.75875,16,Queens
2015-03-01,Auburndale,11.61625,32,Queens
2015-03-01,Baisley Park,6.64701612903,124,Queens
2015-03-01,Bath Beach,13.59125,48,Brooklyn
2015-03-01,Battery Park,3.46098159509,163,Manhattan
2015-03-01,Battery Park City,3.91037168841,2529,Manhattan
2015-03-01,Bay Ridge,11.1121296296,432,Brooklyn
2015-03-01,Bay Terrace/Fort Totten,13.0610344828,29,Queens
2015-03-01,Bayside,12.8173611111,72,Queens
2015-03-01,Bedford,4.47915322581,1240,Brooklyn
2015-03-01,Bedford Park,9.54142857143,91,Bronx
2015-03-01,Bellerose,10.3696296296,27,Queens
2015-03-01,Belmont,11.2349180328,61,Bronx
2015-03-01,Bensonhurst East,12.948030303,66,Brooklyn
2015-03-01,Bensonhurst West,12.5191666667,108,Brooklyn
2015-03-01,Bloomfield/Emerson Hill,11.0933333333,6,Staten Island
2015-03-01,Bloomingdale,3.11023842917,1426,Manhattan
2015-03-01,Boerum Hill,4.7205,900,Brooklyn
2015-03-01,Borough Park,10.7816521739,115,Brooklyn
2015-03-01,Breezy Point/Fort Tilden/Riis Beach,21.14,3,Queens
2015-03-01,Briarwood/Jamaica Hills,8.48086666667,150,Queens
2015-03-01,Brighton Beach,14.8973076923,52,Brooklyn
2015-03-01,Broad Channel,14.465,2,Queens
2015-03-01,Bronx Park,11.45375,16,Bronx
2015-03-01,Bronxdale,11.5121875,64,Bronx
2015-03-01,Brooklyn Heights,4.65308652246,1202,Brooklyn
2015-03-01,Brooklyn Navy Yard,3.71472222222,36,Brooklyn
2015-03-01,Brownsville,7.19235294118,85,Brooklyn
2015-03-01,Bushwick North,4.99463169643,896,Brooklyn
2015-03-01,Bushwick South,4.66011252813,1333,Brooklyn
2015-03-01,Cambria Heights,15.9092307692,13,Queens
2015-03-01,Canarsie,10.075,92,Brooklyn
2015-03-01,Carroll Gardens,5.39371428571,490,Brooklyn
2015-03-01,Central Harlem,3.14924116424,2886,Manhattan
2015-03-01,Central Harlem North,4.30507508834,2264,Manhattan
2015-03-01,Central Park,2.17085302907,3681,Manhattan
2015-03-01,Charleston/Tottenville,35.4,1,Staten Island
2015-03-01,Chinatown,2.47629283489,1284,Manhattan
2015-03-01,City Island,17.545,4,Bronx
2015-03-01,Claremont/Bathgate,6.72533333333,60,Bronx
2015-03-01,Clinton East,2.22515132521,11168,Manhattan
2015-03-01,Clinton Hill,4.77498671391,1129,Brooklyn
2015-03-01,Clinton West,2.13473151408,4544,Manhattan
2015-03-01,Co-Op City,12.1966,50,Bronx
2015-03-01,Cobble Hill,5.32114058355,377,Brooklyn
2015-03-01,College Point,9.50921875,64,Queens
2015-03-01,Columbia Street,5.68441558442,154,Brooklyn
2015-03-01,Coney Island,16.171627907,43,Brooklyn
2015-03-01,Corona,6.60049261084,203,Queens
2015-03-01,Country Club,15.7758333333,12,Bronx
2015-03-01,Crotona Park,7.75666666667,3,Bronx
2015-03-01,Crotona Park East,7.46473684211,38,Bronx
2015-03-01,Crown Heights North,5.3564548495,1495,Brooklyn
2015-03-01,Crown Heights South,6.07973529412,340,Brooklyn
2015-03-01,Cypress Hills,8.18795918367,49,Brooklyn
2015-03-01,DUMBO/Vinegar Hill,4.07532416503,509,Brooklyn
2015-03-01,Douglaston,13.8751724138,29,Queens
2015-03-01,Downtown Brooklyn/MetroTech,4.88520997375,762,Brooklyn
2015-03-01,Dyker Heights,11.4829411765,85,Brooklyn
2015-03-01,East Chelsea,2.00907921012,9014,Manhattan
2015-03-01,East Concourse/Concourse Village,6.39257425743,202,Bronx
2015-03-01,East Elmhurst,5.6847755102,245,Queens
2015-03-01,East Flatbush/Farragut,8.43215909091,88,Brooklyn
2015-03-01,East Flatbush/Remsen Village,8.67,79,Brooklyn
2015-03-01,East Flushing,9.90875,32,Queens
2015-03-01,East Harlem North,3.15950866142,3175,Manhattan
2015-03-01,East Harlem South,2.76536505715,4287,Manhattan
2015-03-01,East New York,7.743671875,128,Brooklyn
2015-03-01,East New York/Pennsylvania Avenue,9.26128205128,39,Brooklyn
2015-03-01,East Tremont,8.55928571429,56,Bronx
2015-03-01,East Village,2.01221711484,13053,Manhattan
2015-03-01,East Williamsburg,3.94381317978,1563,Brooklyn
2015-03-01,Eastchester,13.6158064516,31,Bronx
2015-03-01,Elmhurst,5.23288492707,617,Queens
2015-03-01,Elmhurst/Maspeth,4.67191693291,313,Queens
2015-03-01,Eltingville/Annadale/Prince's Bay,26.76,3,Staten Island
2015-03-01,Erasmus,6.80292929293,99,Brooklyn
2015-03-01,Far Rockaway,13.5583333333,18,Queens
2015-03-01,Financial District North,3.70709401709,3159,Manhattan
2015-03-01,Financial District South,4.27858230257,1051,Manhattan
2015-03-01,Flatbush/Ditmas Park,8.6548467433,522,Brooklyn
2015-03-01,Flatiron,1.91469107921,6199,Manhattan
