dropoff_datetime,zone,trip_distance,borough,count
2014-12-01,Allerton/Pelham Gardens,3.69166666667,30,Bronx
2014-12-01,Alphabet City,5.68076923077,52,Manhattan
2014-12-01,Astoria,1.54622574956,1134,Queens
2014-12-01,Astoria Park,1.31714285714,7,Queens
2014-12-01,Auburndale,4.93772727273,22,Queens
2014-12-01,Baisley Park,3.05633333333,60,Queens
2014-12-01,Bath Beach,4.37125,8,Brooklyn
2014-12-01,Battery Park,6.53,2,Manhattan
2014-12-01,Battery Park City,5.87105263158,76,Manhattan
2014-12-01,Bay Ridge,5.79911111111,90,Brooklyn
2014-12-01,Bay Terrace/Fort Totten,7.12090909091,11,Queens
2014-12-01,Bayside,4.88264705882,34,Queens
2014-12-01,Bedford,1.94907894737,608,Brooklyn
2014-12-01,Bedford Park,2.30253623188,138,Bronx
2014-12-01,Bellerose,6.85625,8,Queens
2014-12-01,Belmont,2.27206896552,87,Bronx
2014-12-01,Bensonhurst East,4.71538461538,13,Brooklyn
2014-12-01,Bensonhurst West,7.39192307692,26,Brooklyn
2014-12-01,Bloomingdale,1.71215789474,190,Manhattan
2014-12-01,Boerum Hill,1.78595348837,430,Brooklyn
2014-12-01,Borough Park,5.22788461538,52,Brooklyn
2014-12-01,Briarwood/Jamaica Hills,2.16627118644,177,Queens
2014-12-01,Brighton Beach,3.14575757576,33,Brooklyn
2014-12-01,Bronx Park,3.94352941176,17,Bronx
2014-12-01,Bronxdale,2.98823529412,34,Bronx
2014-12-01,Brooklyn Heights,1.71309045226,398,Brooklyn
2014-12-01,Brooklyn Navy Yard,1.86272727273,55,Brooklyn
2014-12-01,Brownsville,3.08467741935,62,Brooklyn
2014-12-01,Bushwick North,3.32086538462,208,Brooklyn
2014-12-01,Bushwick South,2.75956043956,364,Brooklyn
2014-12-01,Cambria Heights,5.83,6,Queens
2014-12-01,Canarsie,6.23814814815,27,Brooklyn
2014-12-01,Carroll Gardens,1.42419847328,262,Brooklyn
2014-12-01,Central Harlem,1.23655482815,1222,Manhattan
2014-12-01,Central Harlem North,1.39553432413,1413,Manhattan
2014-12-01,Central Park,2.32221428571,280,Manhattan
2014-12-01,Chinatown,4.09183673469,49,Manhattan
2014-12-01,City Island,6.17,3,Bronx
2014-12-01,Claremont/Bathgate,2.26722222222,126,Bronx
2014-12-01,Clinton East,5.67410526316,190,Manhattan
2014-12-01,Clinton Hill,1.73481818182,660,Brooklyn
2014-12-01,Clinton West,5.65523255814,86,Manhattan
2014-12-01,Co-Op City,5.1915,40,Bronx
2014-12-01,Cobble Hill,1.64198895028,181,Brooklyn
2014-12-01,College Point,3.32048780488,82,Queens
2014-12-01,Columbia Street,1.772,95,Brooklyn
2014-12-01,Coney Island,5.03357142857,42,Brooklyn
2014-12-01,Corona,1.81441176471,340,Queens
2014-12-01,Country Club,6.25,1,Bronx
2014-12-01,Crotona Park,1.215,4,Bronx
2014-12-01,Crotona Park East,2.81655172414,58,Bronx
2014-12-01,Crown Heights North,2.46612771739,736,Brooklyn
2014-12-01,Crown Heights South,2.14935294118,170,Brooklyn
2014-12-01,Cypress Hills,5.08333333333,30,Brooklyn
2014-12-01,DUMBO/Vinegar Hill,2.13594890511,274,Brooklyn
2014-12-01,Douglaston,6.83428571429,7,Queens
2014-12-01,Downtown Brooklyn/MetroTech,1.88844594595,296,Brooklyn
2014-12-01,Dyker Heights,6.052,15,Brooklyn
2014-12-01,East Chelsea,6.24612903226,124,Manhattan
2014-12-01,East Concourse/Concourse Village,1.89581314879,289,Bronx
2014-12-01,East Elmhurst,2.63786407767,206,Queens
2014-12-01,East Flatbush/Farragut,3.42742857143,70,Brooklyn
2014-12-01,East Flatbush/Remsen Village,3.58707317073,41,Brooklyn
2014-12-01,East Flushing,2.664,45,Queens
2014-12-01,East Harlem North,1.37784827586,1450,Manhattan
2014-12-01,East Harlem South,1.69378063011,857,Manhattan
2014-12-01,East New York,5.49309859155,71,Brooklyn
2014-12-01,East New York/Pennsylvania Avenue,4.27121212121,33,Brooklyn
2014-12-01,East Tremont,2.43596330275,109,Bronx
2014-12-01,East Village,4.88286486486,185,Manhattan
2014-12-01,East Williamsburg,2.14571808511,376,Brooklyn
2014-12-01,Eastchester,6.09291666667,24,Bronx
2014-12-01,Elmhurst,1.5715188172,744,Queens
2014-12-01,Elmhurst/Maspeth,1.84707641196,301,Queens
2014-12-01,Erasmus,3.1562745098,51,Brooklyn
2014-12-01,Far Rockaway,19.175,2,Queens
2014-12-01,Financial District North,4.88210526316,95,Manhattan
2014-12-01,Financial District South,6.83918367347,49,Manhattan
2014-12-01,Flatbush/Ditmas Park,3.56308080808,198,Brooklyn
