dropoff_datetime,zone,trip_distance,borough,count
2014-09-01,Allerton/Pelham Gardens,5.73,14,Bronx
2014-09-01,Alphabet City,5.22943661972,71,Manhattan
2014-09-01,Astoria,2.14385645933,1045,Queens
2014-09-01,Astoria Park,1.77857142857,14,Queens
2014-09-01,Auburndale,5.41157894737,19,Queens
2014-09-01,Baisley Park,6.38647058824,34,Queens
2014-09-01,Bath Beach,4.39071428571,14,Brooklyn
2014-09-01,Battery Park,5.5,1,Manhattan
2014-09-01,Battery Park City,7.55108695652,46,Manhattan
2014-09-01,Bay Ridge,7.8216091954,87,Brooklyn
2014-09-01,Bay Terrace/Fort Totten,5.9475,8,Queens
2014-09-01,Bayside,6.96681818182,22,Queens
2014-09-01,Bedford,2.38115517241,580,Brooklyn
2014-09-01,Bedford Park,2.43043478261,115,Bronx
2014-09-01,Bellerose,10.9128571429,7,Queens
2014-09-01,Belmont,2.35369230769,65,Bronx
2014-09-01,Bensonhurst East,6.65944444444,18,Brooklyn
2014-09-01,Bensonhurst West,6.55636363636,22,Brooklyn
2014-09-01,Bloomfield/Emerson Hill,9.965,2,Staten Island
2014-09-01,Bloomingdale,2.58253424658,146,Manhattan
2014-09-01,Boerum Hill,2.72663333333,300,Brooklyn
2014-09-01,Borough Park,5.26909090909,33,Brooklyn
2014-09-01,Breezy Point/Fort Tilden/Riis Beach,12.88,2,Queens
2014-09-01,Briarwood/Jamaica Hills,3.63453781513,119,Queens
2014-09-01,Brighton Beach,6.166875,16,Brooklyn
2014-09-01,Bronx Park,2.46153846154,13,Bronx
2014-09-01,Bronxdale,4.36344827586,29,Bronx
2014-09-01,Brooklyn Heights,2.52263157895,304,Brooklyn
2014-09-01,Brooklyn Navy Yard,2.31636363636,22,Brooklyn
2014-09-01,Brownsville,2.95371794872,78,Brooklyn
2014-09-01,Bushwick North,3.55163194444,288,Brooklyn
2014-09-01,Bushwick South,3.03166347992,523,Brooklyn
2014-09-01,Cambria Heights,5.85375,8,Queens
2014-09-01,Canarsie,5.1585,60,Brooklyn
2014-09-01,Carroll Gardens,2.37564516129,186,Brooklyn
2014-09-01,Central Harlem,1.50933873144,741,Manhattan
2014-09-01,Central Harlem North,1.72547854785,909,Manhattan
2014-09-01,Central Park,3.14325925926,135,Manhattan
2014-09-01,Chinatown,5.60714285714,42,Manhattan
2014-09-01,City Island,6.38666666667,3,Bronx
2014-09-01,Claremont/Bathgate,2.82088235294,68,Bronx
2014-09-01,Clinton East,6.33586206897,232,Manhattan
2014-09-01,Clinton Hill,2.26304270463,562,Brooklyn
2014-09-01,Clinton West,6.29597560976,82,Manhattan
2014-09-01,Co-Op City,5.67571428571,42,Bronx
2014-09-01,Cobble Hill,2.95033333333,90,Brooklyn
2014-09-01,College Point,3.47333333333,69,Queens
2014-09-01,Columbia Street,3.19025641026,39,Brooklyn
2014-09-01,Coney Island,5.17774193548,31,Brooklyn
2014-09-01,Corona,2.33,326,Queens
2014-09-01,Country Club,1.42,5,Bronx
2014-09-01,Crotona Park,2.01166666667,6,Bronx
2014-09-01,Crotona Park East,3.34787234043,47,Bronx
2014-09-01,Crown Heights North,2.70964613368,763,Brooklyn
2014-09-01,Crown Heights South,2.6056779661,118,Brooklyn
2014-09-01,Cypress Hills,4.98916666667,36,Brooklyn
2014-09-01,DUMBO/Vinegar Hill,2.9055483871,155,Brooklyn
2014-09-01,Douglaston,7.72,5,Queens
2014-09-01,Downtown Brooklyn/MetroTech,2.68174418605,172,Brooklyn
2014-09-01,Dyker Heights,6.231875,16,Brooklyn
2014-09-01,East Chelsea,6.59216666667,120,Manhattan
2014-09-01,East Concourse/Concourse Village,2.25699421965,173,Bronx
2014-09-01,East Elmhurst,2.87592178771,179,Queens
2014-09-01,East Flatbush/Farragut,2.99855769231,104,Brooklyn
2014-09-01,East Flatbush/Remsen Village,3.35367816092,87,Brooklyn
2014-09-01,East Flushing,3.7382,50,Queens
2014-09-01,East Harlem North,1.77311842105,760,Manhattan
2014-09-01,East Harlem South,2.44573804574,481,Manhattan
2014-09-01,East New York,4.8174137931,58,Brooklyn
2014-09-01,East New York/Pennsylvania Avenue,4.55333333333,21,Brooklyn
2014-09-01,East Tremont,2.79101694915,59,Bronx
2014-09-01,East Village,4.87128813559,295,Manhattan
2014-09-01,East Williamsburg,2.21309090909,440,Brooklyn
2014-09-01,Eastchester,4.23076923077,26,Bronx
2014-09-01,Elmhurst,1.88326585695,741,Queens
2014-09-01,Elmhurst/Maspeth,1.81034090909,264,Queens
2014-09-01,Erasmus,3.50218181818,55,Brooklyn
2014-09-01,Far Rockaway,18.7433333333,3,Queens
2014-09-01,Financial District North,5.72028169014,71,Manhattan
2014-09-01,Financial District South,6.72055555556,36,Manhattan
2014-09-01,Flatbush/Ditmas Park,4.39487179487,195,Brooklyn
2014-09-01,Flatiron,6.29259259259,81,Manhattan
2014-09-01,Flatlands,4.14175438596,57,Brooklyn
2014-09-01,Flushing,3.1670212766,188,Queens
2014-09-01,Flushing Meadows-Corona Park,4.92804878049,205,Queens
2014-09-01,Fordham South,3.30827586207,58,Bronx
2014-09-01,Forest Hills,2.49194366197,355,Queens
2014-09-01,Forest Park/Highland Park,3.53833333333,12,Queens
2014-09-01,Fort Greene,2.24371111111,450,Brooklyn
2014-09-01,Fresh Meadows,5.72,23,Queens
2014-09-01,Garment District,6.15388888889,72,Manhattan
2014-09-01,Glen Oaks,5.225,2,Queens
2014-09-01,Glendale,3.98272727273,66,Queens
2014-09-01,Gowanus,2.56028985507,138,Brooklyn
2014-09-01,Gramercy,5.94164179104,134,Manhattan
2014-09-01,Gravesend,7.91166666667,6,Brooklyn
2014-09-01,Green-Wood Cemetery,1.344,5,Brooklyn
2014-09-01,Greenpoint,2.27389694042,621,Brooklyn
2014-09-01,Greenwich Village North,5.36676056338,71,Manhattan
2014-09-01,Greenwich Village South,5.05163043478,92,Manhattan
2014-09-01,Hamilton Heights,2.10142284569,499,Manhattan
2014-09-01,Hammels/Arverne,18.2433333333,3,Queens
2014-09-01,Highbridge,2.22128,125,Bronx
