dropoff_datetime,zone,trip_distance,count,borough
1973-05-09,West Chelsea/Hudson Yards,2.0,1,Manhattan
2015-04-01,Allerton/Pelham Gardens,12.6952380952,21,Bronx
2015-04-01,Alphabet City,2.45230656934,2055,Manhattan
2015-04-01,Arden Heights,26.0233333333,3,Staten Island
2015-04-01,Arrochar/Fort Wadsworth,16.3083333333,12,Staten Island
2015-04-01,Astoria,4.60046799354,1859,Queens
2015-04-01,Astoria Park,6.44,7,Queens
2015-04-01,Auburndale,11.74375,24,Queens
2015-04-01,Baisley Park,7.38535353535,99,Queens
2015-04-01,Bath Beach,15.0991666667,24,Brooklyn
2015-04-01,Battery Park,3.96320987654,324,Manhattan
2015-04-01,Battery Park City,4.01953131941,4502,Manhattan
2015-04-01,Bay Ridge,11.5847419355,310,Brooklyn
2015-04-01,Bay Terrace/Fort Totten,12.9016666667,24,Queens
2015-04-01,Bayside,12.6220454545,44,Queens
2015-04-01,Bedford,5.33593908629,788,Brooklyn
2015-04-01,Bedford Park,10.8835897436,39,Bronx
2015-04-01,Bellerose,12.7291304348,23,Queens
2015-04-01,Belmont,10.7656410256,39,Bronx
2015-04-01,Bensonhurst East,14.0975,52,Brooklyn
2015-04-01,Bensonhurst West,11.7713861386,101,Brooklyn
2015-04-01,Bloomfield/Emerson Hill,17.7766666667,6,Staten Island
2015-04-01,Bloomingdale,2.77559939302,1318,Manhattan
2015-04-01,Boerum Hill,5.32930594901,706,Brooklyn
2015-04-01,Borough Park,11.0322222222,90,Brooklyn
2015-04-01,Breezy Point/Fort Tilden/Riis Beach,21.64,3,Queens
2015-04-01,Briarwood/Jamaica Hills,9.34514851485,101,Queens
2015-04-01,Brighton Beach,15.7025,28,Brooklyn
2015-04-01,Broad Channel,9.68,4,Queens
2015-04-01,Bronx Park,11.1166666667,12,Bronx
2015-04-01,Bronxdale,11.9157142857,21,Bronx
2015-04-01,Brooklyn Heights,5.01741512346,1296,Brooklyn
2015-04-01,Brooklyn Navy Yard,4.814,65,Brooklyn
2015-04-01,Brownsville,7.658,60,Brooklyn
2015-04-01,Bushwick North,5.81634686347,542,Brooklyn
2015-04-01,Bushwick South,5.3080890973,853,Brooklyn
2015-04-01,Cambria Heights,8.73111111111,18,Queens
2015-04-01,Canarsie,10.416,60,Brooklyn
2015-04-01,Carroll Gardens,5.91417307692,520,Brooklyn
2015-04-01,Central Harlem,3.31473911169,2319,Manhattan
2015-04-01,Central Harlem North,4.34765818656,1533,Manhattan
2015-04-01,Central Park,2.05946543959,5107,Manhattan
2015-04-01,Charleston/Tottenville,19.9333333333,3,Staten Island
2015-04-01,Chinatown,2.85920574163,1045,Manhattan
2015-04-01,City Island,13.47,3,Bronx
2015-04-01,Claremont/Bathgate,7.9837037037,27,Bronx
2015-04-01,Clinton East,2.21128600134,10451,Manhattan
2015-04-01,Clinton Hill,5.19057971014,897,Brooklyn
2015-04-01,Clinton West,2.04423407538,4537,Manhattan
2015-04-01,Co-Op City,17.4691304348,23,Bronx
2015-04-01,Cobble Hill,5.6514640884,362,Brooklyn
2015-04-01,College Point,8.81525,40,Queens
2015-04-01,Columbia Street,5.77192592593,135,Brooklyn
