dropoff_datetime,zone,trip_distance,count,borough
2014-03-24,Midtown South,0.0,1,Manhattan
2014-03-28,Long Island City/Hunters Point,0.0,1,Queens
2014-04-01,Allerton/Pelham Gardens,17.2668421053,19,Bronx
2014-04-01,Alphabet City,2.34575247525,2020,Manhattan
2014-04-01,Arden Heights,27.735,2,Staten Island
2014-04-01,Arrochar/Fort Wadsworth,15.13125,8,Staten Island
2014-04-01,Astoria,4.78311262026,1767,Queens
2014-04-01,Astoria Park,5.28714285714,7,Queens
2014-04-01,Auburndale,11.774,20,Queens
2014-04-01,Baisley Park,7.7006741573,89,Queens
2014-04-01,Bath Beach,14.8848484848,33,Brooklyn
2014-04-01,Battery Park,4.16420091324,438,Manhattan
2014-04-01,Battery Park City,4.01083129584,4499,Manhattan
2014-04-01,Bay Ridge,11.9368562874,334,Brooklyn
2014-04-01,Bay Terrace/Fort Totten,12.8939393939,33,Queens
2014-04-01,Bayside,13.8446428571,56,Queens
2014-04-01,Bedford,5.06681074766,856,Brooklyn
2014-04-01,Bedford Park,11.78125,64,Bronx
2014-04-01,Bellerose,10.0771875,32,Queens
2014-04-01,Belmont,12.7705128205,39,Bronx
2014-04-01,Bensonhurst East,14.450625,48,Brooklyn
2014-04-01,Bensonhurst West,13.567826087,69,Brooklyn
2014-04-01,Bloomfield/Emerson Hill,17.798,15,Staten Island
2014-04-01,Bloomingdale,2.84138568129,1299,Manhattan
2014-04-01,Boerum Hill,4.99030232558,860,Brooklyn
2014-04-01,Borough Park,10.9230952381,126,Brooklyn
2014-04-01,Breezy Point/Fort Tilden/Riis Beach,21.8,1,Queens
2014-04-01,Briarwood/Jamaica Hills,9.40111111111,108,Queens
2014-04-01,Brighton Beach,15.5836585366,41,Brooklyn
2014-04-01,Broad Channel,16.5,1,Queens
2014-04-01,Bronx Park,11.173125,16,Bronx
2014-04-01,Bronxdale,13.132173913,23,Bronx
2014-04-01,Brooklyn Heights,4.92127388535,1413,Brooklyn
2014-04-01,Brooklyn Navy Yard,5.39911111111,90,Brooklyn
2014-04-01,Brownsville,8.36534883721,43,Brooklyn
2014-04-01,Bushwick North,5.88642691415,431,Brooklyn
2014-04-01,Bushwick South,5.54811111111,720,Brooklyn
2014-04-01,Cambria Heights,9.87413793103,29,Queens
2014-04-01,Canarsie,10.8686,50,Brooklyn
2014-04-01,Carroll Gardens,5.47863138686,548,Brooklyn
2014-04-01,Central Harlem,3.38820590791,2302,Manhattan
2014-04-01,Central Harlem North,4.69632152589,1468,Manhattan
2014-04-01,Central Park,2.09188302164,5454,Manhattan
2014-04-01,Charleston/Tottenville,31.9,1,Staten Island
2014-04-01,Chinatown,2.92567730802,1159,Manhattan
2014-04-01,City Island,14.22,6,Bronx
2014-04-01,Claremont/Bathgate,9.44794117647,34,Bronx
2014-04-01,Clinton East,2.29910300467,11349,Manhattan
2014-04-01,Clinton Hill,5.12345070423,994,Brooklyn
2014-04-01,Clinton West,2.08907644719,4526,Manhattan
2014-04-01,Co-Op City,13.734,25,Bronx
2014-04-01,Cobble Hill,5.42015584416,385,Brooklyn
2014-04-01,College Point,9.61609756098,41,Queens
2014-04-01,Columbia Street,6.0875,152,Brooklyn
2014-04-01,Coney Island,16.4737931034,29,Brooklyn
2014-04-01,Corona,6.7922,100,Queens
2014-04-01,Country Club,12.256,10,Bronx
2014-04-01,Crotona Park,12.1966666667,3,Bronx
2014-04-01,Crotona Park East,9.125,22,Bronx
2014-04-01,Crown Heights North,6.01358294931,868,Brooklyn
2014-04-01,Crown Heights South,7.15194444444,216,Brooklyn
2014-04-01,Cypress Hills,8.31833333333,42,Brooklyn
2014-04-01,DUMBO/Vinegar Hill,4.39725244073,717,Brooklyn
2014-04-01,Douglaston,12.8793548387,31,Queens
2014-04-01,Downtown Brooklyn/MetroTech,4.95931844888,851,Brooklyn
2014-04-01,Dyker Heights,12.8063013699,73,Brooklyn
2014-04-01,East Chelsea,2.04497963239,10065,Manhattan
2014-04-01,East Concourse/Concourse Village,7.134,150,Bronx
2014-04-01,East Elmhurst,7.12868965517,145,Queens
2014-04-01,East Flatbush/Farragut,9.51203389831,59,Brooklyn
2014-04-01,East Flatbush/Remsen Village,9.01204081633,49,Brooklyn
2014-04-01,East Flushing,9.8012,25,Queens
2014-04-01,East Harlem North,2.98483641536,2812,Manhattan
2014-04-01,East Harlem South,2.46417539008,5063,Manhattan
2014-04-01,East New York,9.59046875,64,Brooklyn
2014-04-01,East New York/Pennsylvania Avenue,8.6625,24,Brooklyn
2014-04-01,East Tremont,8.82113636364,44,Bronx
2014-04-01,East Village,2.18112134689,9444,Manhattan
2014-04-01,East Williamsburg,4.74727539063,1024,Brooklyn
2014-04-01,Eastchester,15.7168421053,19,Bronx
2014-04-01,Elmhurst,5.9299122807,342,Queens
2014-04-01,Elmhurst/Maspeth,5.44505681818,176,Queens
2014-04-01,Eltingville/Annadale/Prince's Bay,23.3916666667,6,Staten Island
2014-04-01,Erasmus,8.06416666667,48,Brooklyn
2014-04-01,Far Rockaway,9.31409090909,22,Queens
2014-04-01,Financial District North,4.22395171224,4059,Manhattan
2014-04-01,Financial District South,4.74307333022,2141,Manhattan
2014-04-01,Flatbush/Ditmas Park,8.99148760331,363,Brooklyn
2014-04-01,Flatiron,1.95357954545,6864,Manhattan
2014-04-01,Flatlands,11.3131818182,66,Brooklyn
2014-04-01,Flushing,7.7747,200,Queens
2014-04-01,Flushing Meadows-Corona Park,9.53396551724,58,Queens
2014-04-01,Fordham South,11.7304545455,22,Bronx
2014-04-01,Forest Hills,8.40897993311,598,Queens
2014-04-01,Forest Park/Highland Park,8.84666666667,6,Queens
2014-04-01,Fort Greene,4.62205630355,817,Brooklyn
2014-04-01,Fresh Meadows,10.3828571429,42,Queens
2014-04-01,Garment District,1.9747062823,7354,Manhattan
2014-04-01,Glen Oaks,14.465,20,Queens
2014-04-01,Glendale,8.34152542373,59,Queens
2014-04-01,Governor's Island/Ellis Island/Liberty Island,2.37,1,Manhattan
2014-04-01,Gowanus,5.46127737226,274,Brooklyn
2014-04-01,Gramercy,1.92382476917,9964,Manhattan
