dropoff_datetime,zone,trip_distance,count,borough
2015-01-01,Allerton/Pelham Gardens,12.6519444444,36,Bronx
2015-01-01,Alphabet City,2.52325109431,2513,Manhattan
2015-01-01,Arden Heights,25.84,3,Staten Island
2015-01-01,Arrochar/Fort Wadsworth,15.5383333333,12,Staten Island
2015-01-01,Astoria,4.29344258255,4058,Queens
2015-01-01,Astoria Park,4.35375,16,Queens
2015-01-01,Auburndale,12.97225,40,Queens
2015-01-01,Baisley Park,8.39688,125,Queens
2015-01-01,Bath Beach,11.9861290323,62,Brooklyn
2015-01-01,Battery Park,4.3048940678,472,Manhattan
2015-01-01,Battery Park City,4.1419829932,2940,Manhattan
2015-01-01,Bay Ridge,10.6389028777,556,Brooklyn
2015-01-01,Bay Terrace/Fort Totten,13.5809375,32,Queens
2015-01-01,Bayside,13.2954545455,99,Queens
2015-01-01,Bedford,4.42207783183,1439,Brooklyn
2015-01-01,Bedford Park,8.52655844156,154,Bronx
2015-01-01,Bellerose,13.0313636364,22,Queens
2015-01-01,Belmont,9.91902173913,92,Bronx
2015-01-01,Bensonhurst East,12.4129069767,86,Brooklyn
2015-01-01,Bensonhurst West,10.6082352941,136,Brooklyn
2015-01-01,Bloomfield/Emerson Hill,18.3557142857,7,Staten Island
2015-01-01,Bloomingdale,3.22989626556,1446,Manhattan
2015-01-01,Boerum Hill,4.75976060936,919,Brooklyn
2015-01-01,Borough Park,10.3058715596,109,Brooklyn
2015-01-01,Breezy Point/Fort Tilden/Riis Beach,22.88,5,Queens
2015-01-01,Briarwood/Jamaica Hills,9.23304347826,161,Queens
2015-01-01,Brighton Beach,15.2237681159,69,Brooklyn
2015-01-01,Broad Channel,18.3833333333,3,Queens
2015-01-01,Bronx Park,11.5041176471,17,Bronx
2015-01-01,Bronxdale,11.5223076923,39,Bronx
2015-01-01,Brooklyn Heights,5.14572907679,1159,Brooklyn
2015-01-01,Brooklyn Navy Yard,4.0272972973,37,Brooklyn
2015-01-01,Brownsville,6.68014285714,70,Brooklyn
2015-01-01,Bushwick North,4.965320787,1169,Brooklyn
2015-01-01,Bushwick South,4.66488137604,1686,Brooklyn
2015-01-01,Cambria Heights,11.06875,24,Queens
2015-01-01,Canarsie,8.79530120482,83,Brooklyn
2015-01-01,Carroll Gardens,6.04856581532,509,Brooklyn
2015-01-01,Central Harlem,3.52025969529,2888,Manhattan
2015-01-01,Central Harlem North,4.31427596664,2638,Manhattan
2015-01-01,Central Park,2.30040078201,4092,Manhattan
2015-01-01,Charleston/Tottenville,34.8,1,Staten Island
2015-01-01,Chinatown,2.81254975124,1608,Manhattan
2015-01-01,City Island,12.4325,4,Bronx
2015-01-01,Claremont/Bathgate,6.47726027397,73,Bronx
2015-01-01,Clinton East,2.36249259195,11474,Manhattan
2015-01-01,Clinton Hill,4.72198255353,1261,Brooklyn
2015-01-01,Clinton West,2.21027921164,4262,Manhattan
2015-01-01,Co-Op City,12.7388,50,Bronx
2015-01-01,Cobble Hill,5.55462809917,363,Brooklyn
2015-01-01,College Point,10.2773584906,53,Queens
2015-01-01,Columbia Street,5.79014814815,135,Brooklyn
2015-01-01,Coney Island,15.3976785714,56,Brooklyn
2015-01-01,Corona,6.01758122744,277,Queens
2015-01-01,Country Club,12.5006666667,15,Bronx
2015-01-01,Crotona Park,9.596,5,Bronx
2015-01-01,Crotona Park East,6.68815789474,38,Bronx
2015-01-01,Crown Heights North,5.62269181586,1564,Brooklyn
2015-01-01,Crown Heights South,6.22055710306,359,Brooklyn
2015-01-01,Cypress Hills,8.28272727273,66,Brooklyn
2015-01-01,DUMBO/Vinegar Hill,4.47804428044,542,Brooklyn
2015-01-01,Douglaston,13.5538095238,42,Queens
2015-01-01,Downtown Brooklyn/MetroTech,4.71259852217,812,Brooklyn
2015-01-01,Dyker Heights,11.0691346154,104,Brooklyn
2015-01-01,East Chelsea,2.19860331085,8155,Manhattan
2015-01-01,East Concourse/Concourse Village,5.55907749077,271,Bronx
2015-01-01,East Elmhurst,6.20371308017,237,Queens
2015-01-01,East Flatbush/Farragut,7.58226415094,106,Brooklyn
