pickup_datetime,zone,trip_distance,borough,count
2016-03-01,Allerton/Pelham Gardens,6.59166666667,Bronx,6
2016-03-01,Astoria,2.24775871035,Queens,1923
2016-03-01,Baisley Park,13.9666666667,Queens,3
2016-03-01,Bath Beach,1.44,Brooklyn,1
2016-03-01,Bay Ridge,3.8319047619,Brooklyn,42
2016-03-01,Bay Terrace/Fort Totten,17.23,Queens,1
2016-03-01,Bedford,2.32642213642,Brooklyn,777
2016-03-01,Bedford Park,2.5580952381,Bronx,105
2016-03-01,Bellerose,7.03,Queens,2
2016-03-01,Belmont,2.35333333333,Bronx,66
2016-03-01,Bensonhurst West,5.00571428571,Brooklyn,7
2016-03-01,Bloomingdale,2.15210526316,Manhattan,152
2016-03-01,Boerum Hill,2.87394655704,Brooklyn,973
2016-03-01,Borough Park,3.71384615385,Brooklyn,13
2016-03-01,Briarwood/Jamaica Hills,3.44295454545,Queens,44
2016-03-01,Brighton Beach,3.99066666667,Brooklyn,15
2016-03-01,Bronx Park,4.96846153846,Bronx,13
2016-03-01,Bronxdale,1.75095238095,Bronx,21
2016-03-01,Brooklyn Heights,3.31554435484,Brooklyn,992
2016-03-01,Brooklyn Navy Yard,2.84706896552,Brooklyn,58
2016-03-01,Brownsville,2.48458823529,Brooklyn,85
2016-03-01,Bushwick North,3.06230769231,Brooklyn,78
2016-03-01,Bushwick South,2.97611111111,Brooklyn,198
2016-03-01,Cambria Heights,7.2,Queens,1
2016-03-01,Canarsie,3.45323529412,Brooklyn,34
2016-03-01,Carroll Gardens,3.08660427807,Brooklyn,374
2016-03-01,Central Harlem,1.95842892768,Manhattan,2406
2016-03-01,Central Harlem North,2.01109689214,Manhattan,1641
2016-03-01,Central Park,2.26613483146,Manhattan,445
2016-03-01,Chinatown,3.65,Manhattan,1
2016-03-01,Claremont/Bathgate,2.85732394366,Bronx,71
2016-03-01,Clinton Hill,2.61997630332,Brooklyn,844
2016-03-01,Co-Op City,3.500625,Bronx,16
2016-03-01,Cobble Hill,2.93624365482,Brooklyn,394
2016-03-01,College Point,9.95,Queens,10
2016-03-01,Columbia Street,3.50233333333,Brooklyn,30
2016-03-01,Coney Island,6.02327868852,Brooklyn,61
2016-03-01,Corona,2.43537313433,Queens,67
2016-03-01,Country Club,9.7,Bronx,1
2016-03-01,Crotona Park,2.8725,Bronx,4
2016-03-01,Crotona Park East,2.05642857143,Bronx,42
2016-03-01,Crown Heights North,2.66604477612,Brooklyn,804
2016-03-01,Crown Heights South,3.03105633803,Brooklyn,142
2016-03-01,Cypress Hills,3.39076923077,Brooklyn,13
2016-03-01,DUMBO/Vinegar Hill,3.77894904459,Brooklyn,942
2016-03-01,Douglaston,17.1,Queens,2
2016-03-01,Downtown Brooklyn/MetroTech,3.13728900256,Brooklyn,782
2016-03-01,Dyker Heights,4.05666666667,Brooklyn,3
2016-03-01,East Concourse/Concourse Village,2.29075892857,Bronx,224
2016-03-01,East Elmhurst,3.395,Queens,38
2016-03-01,East Flatbush/Farragut,3.1423255814,Brooklyn,43
2016-03-01,East Flatbush/Remsen Village,3.31595744681,Brooklyn,47
2016-03-01,East Flushing,3.972,Queens,5
2016-03-01,East Harlem North,2.1296269262,Manhattan,2466
2016-03-01,East Harlem South,2.2626307321,Manhattan,2486
2016-03-01,East New York,3.95090909091,Brooklyn,88
2016-03-01,East New York/Pennsylvania Avenue,3.87727272727,Brooklyn,22
2016-03-01,East Tremont,1.77364705882,Bronx,85
2016-03-01,East Williamsburg,2.97962382445,Brooklyn,319
2016-03-01,Eastchester,1.90285714286,Bronx,7
2016-03-01,Elmhurst,2.32794362588,Queens,1561
2016-03-01,Elmhurst/Maspeth,2.53604743083,Queens,253
2016-03-01,Erasmus,3.66349206349,Brooklyn,63
2016-03-01,Flatbush/Ditmas Park,3.07582677165,Brooklyn,127
2016-03-01,Flatlands,4.57151515152,Brooklyn,33
2016-03-01,Flushing,3.48244949495,Queens,396
2016-03-01,Flushing Meadows-Corona Park,5.337,Queens,10
2016-03-01,Fordham South,2.83301587302,Bronx,63
2016-03-01,Forest Hills,2.63569536424,Queens,1057
2016-03-01,Forest Park/Highland Park,8.6,Queens,1
2016-03-01,Fort Greene,2.66065368567,Brooklyn,1438
2016-03-01,Fresh Meadows,7.86,Queens,2
2016-03-01,Glen Oaks,0.18,Queens,1
2016-03-01,Glendale,4.396,Queens,5
2016-03-01,Gowanus,3.02276119403,Brooklyn,134
2016-03-01,Gravesend,0.82,Brooklyn,2
2016-03-01,Green-Wood Cemetery,0.87,Brooklyn,1
2016-03-01,Greenpoint,3.01046801872,Brooklyn,641
2016-03-01,Grymes Hill/Clifton,6.755,Staten Island,2
2016-03-01,Hamilton Heights,2.5751627907,Manhattan,860
2016-03-01,Hammels/Arverne,3.56,Queens,3
2016-03-01,Heartland Village/Todt Hill,19.14,Staten Island,1
2016-03-01,Highbridge,2.75212765957,Bronx,94
2016-03-01,Highbridge Park,3.87,Manhattan,11
2016-03-01,Hillcrest/Pomonok,4.38018867925,Queens,53
2016-03-01,Hollis,3.73428571429,Queens,7
2016-03-01,Homecrest,4.20625,Brooklyn,8
2016-03-01,Howard Beach,4.74,Queens,2
2016-03-01,Hunts Point,2.8378125,Bronx,64
2016-03-01,Inwood,3.18820754717,Manhattan,212
2016-03-01,Inwood Hill Park,3.75,Manhattan,9
2016-03-01,JFK Airport,14.8811111111,Queens,9
2016-03-01,Jackson Heights,2.2828113879,Queens,1124
2016-03-01,Jamaica,3.34957009346,Queens,535
2016-03-01,Jamaica Estates,3.2725,Queens,4
2016-03-01,Kensington,4.12454545455,Brooklyn,11
2016-03-01,Kew Gardens,2.79225,Queens,320
