dropoff_datetime,zone,trip_distance,borough,count
2015-11-01,Allerton/Pelham Gardens,6.3184,25,Bronx
2015-11-01,Alphabet City,5.0115037594,133,Manhattan
2015-11-01,Arrochar/Fort Wadsworth,10.1,2,Staten Island
2015-11-01,Astoria,2.37776004119,1942,Queens
2015-11-01,Astoria Park,3.04142857143,7,Queens
2015-11-01,Auburndale,5.66064516129,31,Queens
2015-11-01,Baisley Park,5.29617283951,81,Queens
2015-11-01,Bath Beach,8.26136363636,22,Brooklyn
2015-11-01,Battery Park,7.00578947368,19,Manhattan
2015-11-01,Battery Park City,5.98384615385,65,Manhattan
2015-11-01,Bay Ridge,6.42648514851,202,Brooklyn
2015-11-01,Bay Terrace/Fort Totten,7.05214285714,14,Queens
2015-11-01,Bayside,7.65465116279,43,Queens
2015-11-01,Bedford,2.20812146893,1416,Brooklyn
2015-11-01,Bedford Park,3.29724770642,109,Bronx
2015-11-01,Bellerose,10.3089473684,19,Queens
2015-11-01,Belmont,2.87079365079,63,Bronx
2015-11-01,Bensonhurst East,6.65076923077,39,Brooklyn
2015-11-01,Bensonhurst West,6.94760869565,46,Brooklyn
2015-11-01,Bloomfield/Emerson Hill,12.99,2,Staten Island
2015-11-01,Bloomingdale,2.15455752212,226,Manhattan
2015-11-01,Boerum Hill,2.34440594059,606,Brooklyn
2015-11-01,Borough Park,4.70931034483,58,Brooklyn
2015-11-01,Breezy Point/Fort Tilden/Riis Beach,8.3,1,Queens
2015-11-01,Briarwood/Jamaica Hills,3.78148571429,175,Queens
2015-11-01,Brighton Beach,4.9412,25,Brooklyn
2015-11-01,Broad Channel,10.1,1,Queens
2015-11-01,Bronx Park,2.81375,40,Bronx
2015-11-01,Bronxdale,4.63948717949,39,Bronx
2015-11-01,Brooklyn Heights,2.71940042827,467,Brooklyn
2015-11-01,Brooklyn Navy Yard,2.63607142857,28,Brooklyn
2015-11-01,Brownsville,3.82902654867,113,Brooklyn
2015-11-01,Bushwick North,2.85090719499,959,Brooklyn
2015-11-01,Bushwick South,2.65043948614,1479,Brooklyn
2015-11-01,Cambria Heights,6.59470588235,17,Queens
2015-11-01,Canarsie,5.04505376344,93,Brooklyn
2015-11-01,Carroll Gardens,2.64118863049,387,Brooklyn
2015-11-01,Central Harlem,1.57141354372,1521,Manhattan
2015-11-01,Central Harlem North,1.64263090677,1566,Manhattan
2015-11-01,Central Park,3.25552447552,143,Manhattan
2015-11-01,Chinatown,4.05807228916,83,Manhattan
2015-11-01,City Island,5.866,5,Bronx
2015-11-01,Claremont/Bathgate,2.65101123596,89,Bronx
2015-11-01,Clinton East,6.59827361564,307,Manhattan
2015-11-01,Clinton Hill,2.13724481328,1205,Brooklyn
2015-11-01,Clinton West,6.5469924812,133,Manhattan
2015-11-01,Co-Op City,7.47357142857,28,Bronx
2015-11-01,Cobble Hill,2.43345238095,168,Brooklyn
2015-11-01,College Point,4.77914285714,105,Queens
2015-11-01,Columbia Street,2.28070866142,127,Brooklyn
2015-11-01,Coney Island,6.01434782609,46,Brooklyn
2015-11-01,Corona,2.24963570128,549,Queens
2015-11-01,Country Club,5.47,4,Bronx
2015-11-01,Crotona Park,3.67,4,Bronx
2015-11-01,Crotona Park East,3.27,31,Bronx
2015-11-01,Crown Heights North,2.41565521258,1717,Brooklyn
2015-11-01,Crown Heights South,2.69384892086,278,Brooklyn
2015-11-01,Cypress Hills,5.64544117647,68,Brooklyn
2015-11-01,DUMBO/Vinegar Hill,2.52549019608,204,Brooklyn
2015-11-01,Douglaston,10.4947368421,19,Queens
2015-11-01,Downtown Brooklyn/MetroTech,2.23316923077,325,Brooklyn
2015-11-01,Dyker Heights,6.38810810811,37,Brooklyn
2015-11-01,East Chelsea,6.73027027027,185,Manhattan
2015-11-01,East Concourse/Concourse Village,2.65469483568,213,Bronx
2015-11-01,East Elmhurst,2.69597315436,298,Queens
2015-11-01,East Flatbush/Farragut,2.98552380952,105,Brooklyn
2015-11-01,East Flatbush/Remsen Village,3.42413461538,104,Brooklyn
2015-11-01,East Flushing,3.42265625,64,Queens
2015-11-01,East Harlem North,1.88942339374,1214,Manhattan
2015-11-01,East Harlem South,2.36659744409,626,Manhattan
