dropoff_datetime,zone,trip_distance,borough,count
2014-11-01,Allerton/Pelham Gardens,5.59875,32,Bronx
2014-11-01,Alphabet City,4.98816513761,218,Manhattan
2014-11-01,Arrochar/Fort Wadsworth,10.745,2,Staten Island
2014-11-01,Astoria,2.09872602244,2763,Queens
2014-11-01,Astoria Park,1.565,14,Queens
2014-11-01,Auburndale,4.73027027027,37,Queens
2014-11-01,Baisley Park,4.67035087719,57,Queens
2014-11-01,Bath Beach,7.80695652174,23,Brooklyn
2014-11-01,Battery Park,4.605,6,Manhattan
2014-11-01,Battery Park City,6.48789473684,76,Manhattan
2014-11-01,Bay Ridge,6.23393442623,183,Brooklyn
2014-11-01,Bay Terrace/Fort Totten,6.13413793103,29,Queens
2014-11-01,Bayside,7.59867647059,68,Queens
2014-11-01,Bedford,2.42282655246,1401,Brooklyn
2014-11-01,Bedford Park,2.86547368421,190,Bronx
2014-11-01,Bellerose,10.4835714286,14,Queens
2014-11-01,Belmont,3.29789473684,114,Bronx
2014-11-01,Bensonhurst East,7.98214285714,28,Brooklyn
2014-11-01,Bensonhurst West,8.81266666667,45,Brooklyn
2014-11-01,Bloomfield/Emerson Hill,2.28,1,Staten Island
2014-11-01,Bloomingdale,2.82039215686,255,Manhattan
2014-11-01,Boerum Hill,2.27612945839,757,Brooklyn
2014-11-01,Borough Park,6.00886363636,44,Brooklyn
2014-11-01,Breezy Point/Fort Tilden/Riis Beach,7.2,1,Queens
2014-11-01,Briarwood/Jamaica Hills,3.5467281106,217,Queens
2014-11-01,Brighton Beach,5.15166666667,30,Brooklyn
2014-11-01,Bronx Park,4.24083333333,24,Bronx
2014-11-01,Bronxdale,4.18034482759,58,Bronx
2014-11-01,Brooklyn Heights,2.35387895461,727,Brooklyn
2014-11-01,Brooklyn Navy Yard,2.225,42,Brooklyn
2014-11-01,Brownsville,3.92337837838,74,Brooklyn
2014-11-01,Bushwick North,3.08103773585,954,Brooklyn
2014-11-01,Bushwick South,2.69057692308,1300,Brooklyn
2014-11-01,Cambria Heights,5.45583333333,12,Queens
2014-11-01,Canarsie,4.88296875,64,Brooklyn
2014-11-01,Carroll Gardens,2.5243385214,514,Brooklyn
2014-11-01,Central Harlem,1.53290172643,1506,Manhattan
2014-11-01,Central Harlem North,1.68381900968,1757,Manhattan
2014-11-01,Central Park,3.01666666667,231,Manhattan
2014-11-01,Chinatown,4.46726190476,84,Manhattan
2014-11-01,City Island,5.694,5,Bronx
2014-11-01,Claremont/Bathgate,2.56704225352,142,Bronx
2014-11-01,Clinton East,5.94499118166,567,Manhattan
2014-11-01,Clinton Hill,2.1852917342,1234,Brooklyn
2014-11-01,Clinton West,6.06082524272,206,Manhattan
2014-11-01,Co-Op City,6.16173076923,52,Bronx
2014-11-01,Cobble Hill,2.60841584158,303,Brooklyn
2014-11-01,College Point,3.19484848485,132,Queens
2014-11-01,Columbia Street,2.216,155,Brooklyn
2014-11-01,Coney Island,4.88172413793,29,Brooklyn
2014-11-01,Corona,2.35546774194,620,Queens
2014-11-01,Country Club,9.288,5,Bronx
2014-11-01,Crotona Park,2.33222222222,9,Bronx
2014-11-01,Crotona Park East,2.9653125,64,Bronx
2014-11-01,Crown Heights North,2.68528493894,1474,Brooklyn
2014-11-01,Crown Heights South,2.82865979381,291,Brooklyn
2014-11-01,Cypress Hills,6.60471698113,53,Brooklyn
2014-11-01,DUMBO/Vinegar Hill,2.47388297872,376,Brooklyn
2014-11-01,Douglaston,7.708,10,Queens
