pickup_datetime,zone,trip_distance,borough,count
2014-06-01,Allerton/Pelham Gardens,4.07,Bronx,9
2014-06-01,Astoria,3.13599695006,Queens,2623
2014-06-01,Astoria Park,1.76444444444,Queens,9
2014-06-01,Baisley Park,8.95,Queens,2
2014-06-01,Bath Beach,3.26,Brooklyn,4
2014-06-01,Bay Ridge,4.65708333333,Brooklyn,48
2014-06-01,Bayside,3.97529411765,Queens,17
2014-06-01,Bedford,2.98372754491,Brooklyn,668
2014-06-01,Bedford Park,2.57657608696,Bronx,184
2014-06-01,Belmont,4.33345588235,Bronx,136
2014-06-01,Bensonhurst East,2.845,Brooklyn,8
2014-06-01,Bensonhurst West,3.00833333333,Brooklyn,6
2014-06-01,Bloomingdale,2.852,Manhattan,160
2014-06-01,Boerum Hill,3.18417475728,Brooklyn,927
2014-06-01,Borough Park,2.99714285714,Brooklyn,7
2014-06-01,Briarwood/Jamaica Hills,5.56456521739,Queens,46
2014-06-01,Brighton Beach,2.76857142857,Brooklyn,7
2014-06-01,Bronx Park,6.19074074074,Bronx,27
2014-06-01,Bronxdale,3.984,Bronx,25
2014-06-01,Brooklyn Heights,3.83564774381,Brooklyn,687
2014-06-01,Brooklyn Navy Yard,3.21896551724,Brooklyn,29
2014-06-01,Brownsville,2.36741935484,Brooklyn,31
2014-06-01,Bushwick North,3.58943396226,Brooklyn,477
2014-06-01,Bushwick South,3.43155688623,Brooklyn,668
2014-06-01,Canarsie,3.16916666667,Brooklyn,12
2014-06-01,Carroll Gardens,3.73815270936,Brooklyn,406
2014-06-01,Central Harlem,2.64827,Manhattan,2000
2014-06-01,Central Harlem North,2.82498279422,Manhattan,1453
2014-06-01,Central Park,2.94077844311,Manhattan,167
2014-06-01,Chinatown,12.96,Manhattan,1
2014-06-01,City Island,9.21,Bronx,6
2014-06-01,Claremont/Bathgate,2.67234042553,Bronx,94
2014-06-01,Clinton Hill,3.34187028658,Brooklyn,663
2014-06-01,Co-Op City,6.30357142857,Bronx,14
2014-06-01,Cobble Hill,3.46703571429,Brooklyn,280
2014-06-01,College Point,3.55916666667,Queens,12
2014-06-01,Columbia Street,5.28,Brooklyn,35
2014-06-01,Coney Island,9.07176470588,Brooklyn,51
2014-06-01,Corona,2.452,Queens,120
2014-06-01,Crotona Park East,3.67822222222,Bronx,45
2014-06-01,Crown Heights North,3.82142215569,Brooklyn,668
2014-06-01,Crown Heights South,3.62242105263,Brooklyn,95
2014-06-01,Cypress Hills,3.32555555556,Brooklyn,9
2014-06-01,DUMBO/Vinegar Hill,4.32007009346,Brooklyn,428
2014-06-01,Downtown Brooklyn/MetroTech,3.08821002387,Brooklyn,419
2014-06-01,Dyker Heights,5.47571428571,Brooklyn,14
2014-06-01,East Concourse/Concourse Village,2.50029268293,Bronx,205
2014-06-01,East Elmhurst,3.00546666667,Queens,75
2014-06-01,East Flatbush/Farragut,3.51066666667,Brooklyn,15
2014-06-01,East Flatbush/Remsen Village,4.026,Brooklyn,20
2014-06-01,East Flushing,4.178,Queens,5
2014-06-01,East Harlem North,2.74131844763,Manhattan,1881
2014-06-01,East Harlem South,2.93600360036,Manhattan,1111
2014-06-01,East New York,3.8919047619,Brooklyn,42
2014-06-01,East New York/Pennsylvania Avenue,3.161875,Brooklyn,16
2014-06-01,East Tremont,3.07422018349,Bronx,109
2014-06-01,East Williamsburg,3.51423638778,Brooklyn,753
2014-06-01,Eastchester,3.32454545455,Bronx,11
2014-06-01,Elmhurst,2.60614745011,Queens,1804
2014-06-01,Elmhurst/Maspeth,2.82896017699,Queens,452
2014-06-01,Erasmus,3.71541666667,Brooklyn,48
2014-06-01,Flatbush/Ditmas Park,3.92863945578,Brooklyn,147
2014-06-01,Flatlands,3.59666666667,Brooklyn,18
2014-06-01,Flushing,3.24487001733,Queens,577
2014-06-01,Flushing Meadows-Corona Park,4.55828571429,Queens,35
2014-06-01,Fordham South,2.35619469027,Bronx,113
2014-06-01,Forest Hills,3.45731891892,Queens,925
2014-06-01,Forest Park/Highland Park,5.39666666667,Queens,6
2014-06-01,Fort Greene,3.08547101449,Brooklyn,828
2014-06-01,Fresh Meadows,5.905,Queens,2
2014-06-01,Glen Oaks,2.92,Queens,3
2014-06-01,Glendale,3.54375,Queens,8
2014-06-01,Gowanus,4.02152671756,Brooklyn,393
2014-06-01,Gravesend,3.894,Brooklyn,5
2014-06-01,Green-Wood Cemetery,2.37333333333,Brooklyn,3
2014-06-01,Greenpoint,3.63992263056,Brooklyn,1034
2014-06-01,Greenwich Village North,4.81,Manhattan,1
2014-06-01,Hamilton Heights,3.32417620137,Manhattan,874
2014-06-01,Hammels/Arverne,0.0,Queens,3
2014-06-01,Highbridge,3.10119205298,Bronx,151
2014-06-01,Highbridge Park,3.23076923077,Manhattan,13
2014-06-01,Hillcrest/Pomonok,3.47166666667,Queens,18
2014-06-01,Hollis,1.7075,Queens,4
2014-06-01,Homecrest,5.02666666667,Brooklyn,9
2014-06-01,Howard Beach,8.1675,Queens,4
2014-06-01,Hunts Point,3.01979591837,Bronx,49
2014-06-01,Inwood,3.5069,Manhattan,500
2014-06-01,Inwood Hill Park,4.55142857143,Manhattan,14
2014-06-01,JFK Airport,9.12785714286,Queens,14
2014-06-01,Jackson Heights,2.65916540212,Queens,1977
2014-06-01,Jamaica,4.54825082508,Queens,303
2014-06-01,Jamaica Estates,3.74,Queens,5
2014-06-01,Kensington,4.00866666667,Brooklyn,45
2014-06-01,Kew Gardens,3.90489247312,Queens,186
2014-06-01,Kew Gardens Hills,4.54225806452,Queens,31
2014-06-01,Kingsbridge Heights,2.34975206612,Bronx,121
2014-06-01,Kips Bay,6.34,Manhattan,2
2014-06-01,LaGuardia Airport,4.465,Queens,16
2014-06-01,Laurelton,8.83,Queens,1
2014-06-01,Lenox Hill West,1.98,Manhattan,2
2014-06-01,Long Island City/Hunters Point,3.85852437418,Queens,759
2014-06-01,Long Island City/Queens Plaza,3.19990881459,Queens,329
2014-06-01,Longwood,3.374,Bronx,50
2014-06-01,Madison,3.89833333333,Brooklyn,6
2014-06-01,Manhattan Beach,7.54931034483,Brooklyn,29
2014-06-01,Manhattan Valley,11.8,Manhattan,1
2014-06-01,Manhattanville,3.16433712121,Manhattan,528
2014-06-01,Marble Hill,3.00808988764,Manhattan,89
2014-06-01,Marine Park/Floyd Bennett Field,9.39,Brooklyn,3
2014-06-01,Marine Park/Mill Basin,3.9925,Brooklyn,4
2014-06-01,Mariners Harbor,1.19,Staten Island,1
2014-06-01,Maspeth,3.27255813953,Queens,43
2014-06-01,Meatpacking/West Village West,1.47,Manhattan,1
2014-06-01,Melrose South,2.3056626506,Bronx,166
2014-06-01,Middle Village,4.47238095238,Queens,21
2014-06-01,Midtown East,8.44,Manhattan,1
2014-06-01,Midwood,3.46352941176,Brooklyn,17
2014-06-01,Morningside Heights,3.20569313594,Manhattan,1486
2014-06-01,Morrisania/Melrose,2.62670454545,Bronx,88
2014-06-01,Mott Haven/Port Morris,2.94191780822,Bronx,219
2014-06-01,Mount Hope,2.68862637363,Bronx,182
2014-06-01,Murray Hill,5.29,Manhattan,1
2014-06-01,Murray Hill-Queens,3.98692307692,Queens,13
2014-06-01,North Corona,2.4881038961,Queens,385
2014-06-01,Norwood,3.98602150538,Bronx,93
2014-06-01,Oakland Gardens,11.7366666667,Queens,3
2014-06-01,Ocean Hill,3.34098039216,Brooklyn,51
2014-06-01,Ocean Parkway South,5.94666666667,Brooklyn,3
2014-06-01,Old Astoria,3.65283919598,Queens,398
2014-06-01,Ozone Park,4.48727272727,Queens,11
2014-06-01,Park Slope,3.44154094133,Brooklyn,1551
2014-06-01,Parkchester,3.81369047619,Bronx,84
2014-06-01,Pelham Bay,4.14888888889,Bronx,18
2014-06-01,Pelham Bay Park,3.04888888889,Bronx,9
2014-06-01,Pelham Parkway,3.64852941176,Bronx,34
2014-06-01,Prospect Heights,3.41739946381,Brooklyn,373
2014-06-01,Prospect Park,3.8227027027,Brooklyn,111
2014-06-01,Prospect-Lefferts Gardens,3.74780346821,Brooklyn,173
2014-06-01,Queens Village,6.4675,Queens,4
2014-06-01,Queensboro Hill,5.64529411765,Queens,17
2014-06-01,Queensbridge/Ravenswood,2.95223529412,Queens,85
2014-06-01,Randalls Island,5.70769230769,Manhattan,13
2014-06-01,Red Hook,4.04690721649,Brooklyn,97
2014-06-01,Rego Park,3.22339920949,Queens,253
2014-06-01,Richmond Hill,3.116,Queens,40
2014-06-01,Ridgewood,3.18479166667,Queens,48
2014-06-01,Riverdale/North Riverdale/Fieldston,4.29,Bronx,12
2014-06-01,Roosevelt Island,6.39741935484,Manhattan,31
2014-06-01,Saint Albans,3.425,Queens,2
2014-06-01,Saint Michaels Cemetery/Woodside,3.08333333333,Queens,3
2014-06-01,Schuylerville/Edgewater Park,3.65882352941,Bronx,34
2014-06-01,Sheepshead Bay,3.1395049505,Brooklyn,101
2014-06-01,Soundview/Bruckner,2.75647887324,Bronx,71
2014-06-01,Soundview/Castle Hill,3.5288372093,Bronx,43
2014-06-01,South Jamaica,8.06333333333,Queens,3
2014-06-01,South Ozone Park,5.54063492063,Queens,63
2014-06-01,South Williamsburg,2.9803125,Brooklyn,64
2014-06-01,Springfield Gardens North,9.89,Queens,1
2014-06-01,Springfield Gardens South,7.54,Queens,1
2014-06-01,Spuyten Duyvil/Kingsbridge,3.44735099338,Bronx,151
2014-06-01,Starrett City,7.09333333333,Brooklyn,3
2014-06-01,Steinway,3.56580152672,Queens,786
2014-06-01,Stuyvesant Heights,3.22189090909,Brooklyn,275
2014-06-01,Sunnyside,3.07210466439,Queens,879
2014-06-01,Sunset Park East,3.7,Brooklyn,16
2014-06-01,Sunset Park West,4.64135714286,Brooklyn,140
2014-06-01,Sutton Place/Turtle Bay North,4.14,Manhattan,1
2014-06-01,TriBeCa/Civic Center,3.26,Manhattan,1
2014-06-01,Union Sq,5.005,Manhattan,2
2014-06-01,University Heights/Morris Heights,2.69664233577,Bronx,137
2014-06-01,Upper East Side North,3.11802816901,Manhattan,71
2014-06-01,Upper West Side North,11.6,Manhattan,1
2014-06-01,Upper West Side South,2.955,Manhattan,2
