dropoff_datetime,zone,trip_distance,count,borough
2010-01-01,Midtown East,1.4,1,Manhattan
2012-11-07,Midtown North,5.0,1,Manhattan
2015-09-01,Allerton/Pelham Gardens,14.6646666667,15,Bronx
2015-09-01,Alphabet City,2.57692692067,1601,Manhattan
2015-09-01,Arden Heights,16.06,2,Staten Island
2015-09-01,Arrochar/Fort Wadsworth,17.26125,8,Staten Island
2015-09-01,Astoria,4.63845051195,1465,Queens
2015-09-01,Astoria Park,2.87071428571,14,Queens
2015-09-01,Auburndale,11.4270833333,24,Queens
2015-09-01,Baisley Park,7.48711864407,118,Queens
2015-09-01,Bath Beach,15.5069565217,23,Brooklyn
2015-09-01,Battery Park,3.85171875,256,Manhattan
2015-09-01,Battery Park City,4.29723574907,3491,Manhattan
2015-09-01,Bay Ridge,12.2654915254,295,Brooklyn
2015-09-01,Bay Terrace/Fort Totten,12.1223333333,30,Queens
2015-09-01,Bayside,13.350877193,57,Queens
2015-09-01,Bedford,5.71492063492,630,Brooklyn
2015-09-01,Bedford Park,10.6609803922,51,Bronx
2015-09-01,Bellerose,10.9815151515,33,Queens
2015-09-01,Belmont,11.3355,40,Bronx
2015-09-01,Bensonhurst East,14.855,50,Brooklyn
2015-09-01,Bensonhurst West,14.8764788732,71,Brooklyn
2015-09-01,Bloomfield/Emerson Hill,18.195,14,Staten Island
2015-09-01,Bloomingdale,3.22217773437,1024,Manhattan
2015-09-01,Boerum Hill,5.42255172414,580,Brooklyn
2015-09-01,Borough Park,12.5417021277,94,Brooklyn
2015-09-01,Breezy Point/Fort Tilden/Riis Beach,20.0433333333,3,Queens
2015-09-01,Briarwood/Jamaica Hills,8.80385964912,114,Queens
2015-09-01,Brighton Beach,16.4824390244,41,Brooklyn
2015-09-01,Bronx Park,13.855,12,Bronx
2015-09-01,Bronxdale,12.8068,25,Bronx
2015-09-01,Brooklyn Heights,5.22504907306,917,Brooklyn
2015-09-01,Brooklyn Navy Yard,5.52044776119,67,Brooklyn
2015-09-01,Brownsville,9.7252,50,Brooklyn
2015-09-01,Bushwick North,6.49090909091,319,Brooklyn
2015-09-01,Bushwick South,5.87231304348,575,Brooklyn
2015-09-01,Cambria Heights,8.14057142857,35,Queens
2015-09-01,Canarsie,11.2177922078,77,Brooklyn
2015-09-01,Carroll Gardens,6.35361702128,376,Brooklyn
2015-09-01,Central Harlem,3.57395879733,1796,Manhattan
2015-09-01,Central Harlem North,4.7586786552,1279,Manhattan
2015-09-01,Central Park,2.10574628744,3973,Manhattan
2015-09-01,Chinatown,2.85750547046,914,Manhattan
2015-09-01,City Island,14.2366666667,3,Bronx
2015-09-01,Claremont/Bathgate,8.43806451613,31,Bronx
2015-09-01,Clinton East,2.29778050139,8975,Manhattan
2015-09-01,Clinton Hill,5.44690625,640,Brooklyn
2015-09-01,Clinton West,2.17421856978,3468,Manhattan
2015-09-01,Co-Op City,15.9535714286,28,Bronx
2015-09-01,Cobble Hill,6.06803389831,295,Brooklyn
2015-09-01,College Point,9.11431372549,51,Queens
2015-09-01,Columbia Street,5.62163043478,92,Brooklyn
2015-09-01,Coney Island,16.7217241379,29,Brooklyn
2015-09-01,Corona,7.10813953488,129,Queens
2015-09-01,Country Club,15.125,8,Bronx
2015-09-01,Crotona Park,6.49666666667,3,Bronx
2015-09-01,Crotona Park East,9.2756,25,Bronx
2015-09-01,Crown Heights North,6.72978328173,646,Brooklyn
2015-09-01,Crown Heights South,7.34208791209,182,Brooklyn
2015-09-01,Cypress Hills,8.33891891892,37,Brooklyn
2015-09-01,DUMBO/Vinegar Hill,4.4828,550,Brooklyn
