dropoff_datetime,zone,trip_distance,borough,count
2016-02-01,Allerton/Pelham Gardens,3.62964285714,28,Bronx
2016-02-01,Alphabet City,5.18259259259,54,Manhattan
2016-02-01,Arden Heights,25.1,1,Staten Island
2016-02-01,Astoria,1.75674975075,1003,Queens
2016-02-01,Astoria Park,1.79666666667,6,Queens
2016-02-01,Auburndale,4.206875,16,Queens
2016-02-01,Baisley Park,3.3335483871,62,Queens
2016-02-01,Bath Beach,4.44,6,Brooklyn
2016-02-01,Battery Park,8.22166666667,6,Manhattan
2016-02-01,Battery Park City,5.45048780488,82,Manhattan
2016-02-01,Bay Ridge,5.81666666667,78,Brooklyn
2016-02-01,Bay Terrace/Fort Totten,6.10307692308,13,Queens
2016-02-01,Bayside,6.57866666667,30,Queens
2016-02-01,Bedford,1.98034920635,630,Brooklyn
2016-02-01,Bedford Park,2.76484210526,95,Bronx
2016-02-01,Bellerose,8.80428571429,7,Queens
2016-02-01,Belmont,3.10115384615,78,Bronx
2016-02-01,Bensonhurst East,6.74789473684,19,Brooklyn
2016-02-01,Bensonhurst West,6.58695652174,23,Brooklyn
2016-02-01,Bloomingdale,1.74096045198,177,Manhattan
2016-02-01,Boerum Hill,1.64460431655,417,Brooklyn
2016-02-01,Borough Park,5.5862745098,51,Brooklyn
2016-02-01,Briarwood/Jamaica Hills,2.80838926174,149,Queens
2016-02-01,Brighton Beach,1.19347826087,23,Brooklyn
2016-02-01,Bronx Park,2.86384615385,13,Bronx
2016-02-01,Bronxdale,3.84540540541,37,Bronx
2016-02-01,Brooklyn Heights,1.49877358491,424,Brooklyn
2016-02-01,Brooklyn Navy Yard,2.37777777778,72,Brooklyn
2016-02-01,Brownsville,3.12484210526,95,Brooklyn
2016-02-01,Bushwick North,3.29270718232,181,Brooklyn
2016-02-01,Bushwick South,3.04232142857,336,Brooklyn
2016-02-01,Cambria Heights,7.37285714286,14,Queens
2016-02-01,Canarsie,4.83523809524,63,Brooklyn
2016-02-01,Carroll Gardens,1.73122529644,253,Brooklyn
2016-02-01,Central Harlem,1.25698003328,1202,Manhattan
2016-02-01,Central Harlem North,1.40700296736,1348,Manhattan
2016-02-01,Central Park,2.21259803922,204,Manhattan
2016-02-01,Charleston/Tottenville,24.7,1,Staten Island
2016-02-01,Chinatown,3.65773584906,53,Manhattan
2016-02-01,City Island,6.074,5,Bronx
2016-02-01,Claremont/Bathgate,2.60175257732,97,Bronx
2016-02-01,Clinton East,5.83664556962,158,Manhattan
2016-02-01,Clinton Hill,1.74238021638,647,Brooklyn
2016-02-01,Clinton West,5.76488095238,84,Manhattan
2016-02-01,Co-Op City,5.89074074074,27,Bronx
2016-02-01,Cobble Hill,1.60952879581,191,Brooklyn
2016-02-01,College Point,3.69319444444,72,Queens
2016-02-01,Columbia Street,1.56923076923,78,Brooklyn
2016-02-01,Coney Island,5.60181818182,55,Brooklyn
2016-02-01,Corona,1.93949860724,359,Queens
2016-02-01,Country Club,3.79666666667,3,Bronx
2016-02-01,Crotona Park,2.30666666667,3,Bronx
2016-02-01,Crotona Park East,2.92422222222,45,Bronx
2016-02-01,Crown Heights North,2.20874251497,835,Brooklyn
2016-02-01,Crown Heights South,2.26242937853,177,Brooklyn
2016-02-01,Cypress Hills,4.67731707317,41,Brooklyn
2016-02-01,DUMBO/Vinegar Hill,1.76126637555,229,Brooklyn
2016-02-01,Douglaston,7.845,4,Queens
2016-02-01,Downtown Brooklyn/MetroTech,1.94088685015,327,Brooklyn
2016-02-01,Dyker Heights,6.23,18,Brooklyn
2016-02-01,East Chelsea,6.27146551724,116,Manhattan
2016-02-01,East Concourse/Concourse Village,2.25902985075,268,Bronx
2016-02-01,East Elmhurst,2.74948571429,175,Queens
2016-02-01,East Flatbush/Farragut,3.05149253731,67,Brooklyn
2016-02-01,East Flatbush/Remsen Village,3.16764705882,68,Brooklyn
2016-02-01,East Flushing,2.48133333333,30,Queens
2016-02-01,East Harlem North,1.39667104399,1523,Manhattan
2016-02-01,East Harlem South,1.7180270575,887,Manhattan
2016-02-01,East New York,4.77544642857,112,Brooklyn
2016-02-01,East New York/Pennsylvania Avenue,4.25745098039,51,Brooklyn
2016-02-01,East Tremont,2.61947368421,95,Bronx
2016-02-01,East Village,4.95925925926,162,Manhattan
2016-02-01,East Williamsburg,2.35996108949,257,Brooklyn
2016-02-01,Eastchester,6.10764705882,17,Bronx
2016-02-01,Elmhurst,1.64151162791,774,Queens
2016-02-01,Elmhurst/Maspeth,1.65941558442,308,Queens
2016-02-01,Erasmus,2.88241935484,62,Brooklyn
2016-02-01,Far Rockaway,10.95,1,Queens
2016-02-01,Financial District North,4.606,85,Manhattan
2016-02-01,Financial District South,6.3756097561,41,Manhattan
2016-02-01,Flatbush/Ditmas Park,3.37623430962,239,Brooklyn
2016-02-01,Flatiron,6.29015625,64,Manhattan
2016-02-01,Flatlands,5.23238095238,63,Brooklyn
2016-02-01,Flushing,3.51673202614,153,Queens
2016-02-01,Flushing Meadows-Corona Park,3.43208333333,24,Queens
2016-02-01,Fordham South,2.955,60,Bronx
2016-02-01,Forest Hills,2.03595588235,544,Queens
2016-02-01,Forest Park/Highland Park,4.49625,16,Queens
2016-02-01,Fort Greene,1.5150065189,767,Brooklyn
2016-02-01,Fresh Meadows,4.969375,16,Queens
2016-02-01,Garment District,6.37985294118,68,Manhattan
2016-02-01,Glen Oaks,10.6175,4,Queens
2016-02-01,Glendale,3.29806451613,62,Queens
2016-02-01,Gowanus,1.74254901961,153,Brooklyn
2016-02-01,Gramercy,5.91792,125,Manhattan
2016-02-01,Gravesend,2.9415,20,Brooklyn
2016-02-01,Green-Wood Cemetery,0.9,1,Brooklyn
2016-02-01,Greenpoint,1.72566326531,588,Brooklyn
2016-02-01,Greenwich Village North,4.97406976744,86,Manhattan
2016-02-01,Greenwich Village South,4.58575342466,73,Manhattan
2016-02-01,Grymes Hill/Clifton,16.2,1,Staten Island
2016-02-01,Hamilton Heights,1.68574652778,576,Manhattan
2016-02-01,Hammels/Arverne,16.9875,4,Queens
2016-02-01,Highbridge,2.09806666667,150,Bronx
2016-02-01,Highbridge Park,1.92388888889,18,Manhattan
2016-02-01,Hillcrest/Pomonok,3.2225,132,Queens
2016-02-01,Hollis,5.1885,20,Queens
2016-02-01,Homecrest,3.16677419355,31,Brooklyn
2016-02-01,Howard Beach,5.36833333333,6,Queens
2016-02-01,Hudson Sq,4.56872727273,55,Manhattan
2016-02-01,Hunts Point,3.37206185567,97,Bronx
2016-02-01,Inwood,2.77088888889,180,Manhattan
2016-02-01,Inwood Hill Park,2.45095238095,21,Manhattan
2016-02-01,JFK Airport,14.0493063584,346,Queens
2016-02-01,Jackson Heights,1.76807881773,1015,Queens
2016-02-01,Jamaica,2.99187165775,187,Queens
2016-02-01,Jamaica Estates,3.79194444444,36,Queens
2016-02-01,Kensington,3.91426470588,68,Brooklyn
2016-02-01,Kew Gardens,2.13509090909,165,Queens
2016-02-01,Kew Gardens Hills,3.02481481481,135,Queens
2016-02-01,Kingsbridge Heights,2.998375,80,Bronx
2016-02-01,Kips Bay,6.0135,80,Manhattan
2016-02-01,LaGuardia Airport,6.66340996169,522,Queens
2016-02-01,Laurelton,5.918,5,Queens
2016-02-01,Lenox Hill East,4.33431192661,218,Manhattan
2016-02-01,Lenox Hill West,3.68056410256,195,Manhattan
2016-02-01,Lincoln Square East,3.91655462185,238,Manhattan
2016-02-01,Lincoln Square West,4.0080733945,109,Manhattan
2016-02-01,Little Italy/NoLiTa,3.67686440678,118,Manhattan
