dropoff_datetime,zone,trip_distance,count,borough
2016-02-25,Lincoln Square West,1.9,37,Manhattan
2016-03-01,Allerton/Pelham Gardens,15.2161111111,18,Bronx
2016-03-01,Alphabet City,2.39416134649,1723,Manhattan
2016-03-01,Arrochar/Fort Wadsworth,13.3116666667,6,Staten Island
2016-03-01,Astoria,4.47606918239,1590,Queens
2016-03-01,Astoria Park,4.19714285714,7,Queens
2016-03-01,Auburndale,10.8334782609,23,Queens
2016-03-01,Baisley Park,6.10324074074,108,Queens
2016-03-01,Bath Beach,14.37125,24,Brooklyn
2016-03-01,Battery Park,3.39097087379,206,Manhattan
2016-03-01,Battery Park City,4.31769657258,3968,Manhattan
2016-03-01,Bay Ridge,11.5845945946,296,Brooklyn
2016-03-01,Bay Terrace/Fort Totten,12.6587096774,31,Queens
2016-03-01,Bayside,14.2861538462,39,Queens
2016-03-01,Bedford,5.33619883041,684,Brooklyn
2016-03-01,Bedford Park,11.2573913043,46,Bronx
2016-03-01,Bellerose,11.1322222222,18,Queens
2016-03-01,Belmont,10.267,30,Bronx
2016-03-01,Bensonhurst East,13.915952381,42,Brooklyn
2016-03-01,Bensonhurst West,14.4951315789,76,Brooklyn
2016-03-01,Bloomfield/Emerson Hill,24.938,5,Staten Island
2016-03-01,Bloomingdale,2.90005892256,1188,Manhattan
2016-03-01,Boerum Hill,5.13771341463,656,Brooklyn
2016-03-01,Borough Park,13.6729090909,110,Brooklyn
2016-03-01,Breezy Point/Fort Tilden/Riis Beach,21.15,3,Queens
2016-03-01,Briarwood/Jamaica Hills,9.58633333333,90,Queens
2016-03-01,Brighton Beach,17.3523333333,30,Brooklyn
2016-03-01,Broad Channel,10.2,1,Queens
2016-03-01,Bronx Park,12.6433333333,6,Bronx
2016-03-01,Bronxdale,11.3459090909,22,Bronx
2016-03-01,Brooklyn Heights,4.9254327335,1167,Brooklyn
2016-03-01,Brooklyn Navy Yard,4.81094594595,74,Brooklyn
2016-03-01,Brownsville,7.76298245614,57,Brooklyn
2016-03-01,Bushwick North,6.11096551724,290,Brooklyn
2016-03-01,Bushwick South,5.85493127148,582,Brooklyn
2016-03-01,Cambria Heights,10.1786363636,22,Queens
2016-03-01,Canarsie,10.0081967213,61,Brooklyn
2016-03-01,Carroll Gardens,6.28904205607,428,Brooklyn
2016-03-01,Central Harlem,3.16634469697,2112,Manhattan
2016-03-01,Central Harlem North,4.2570557377,1525,Manhattan
2016-03-01,Central Park,2.10980551452,4062,Manhattan
2016-03-01,Charleston/Tottenville,30.26,1,Staten Island
2016-03-01,Chinatown,2.88331753555,844,Manhattan
2016-03-01,City Island,15.7666666667,3,Bronx
2016-03-01,Claremont/Bathgate,8.08727272727,33,Bronx
2016-03-01,Clinton East,2.25810259366,8675,Manhattan
2016-03-01,Clinton Hill,5.45377483444,755,Brooklyn
2016-03-01,Clinton West,2.1004461738,3855,Manhattan
2016-03-01,Co-Op City,14.2445,20,Bronx
2016-03-01,Cobble Hill,5.87655279503,322,Brooklyn
2016-03-01,College Point,9.58457142857,35,Queens
2016-03-01,Columbia Street,5.83314814815,108,Brooklyn
2016-03-01,Coney Island,16.9751612903,31,Brooklyn
2016-03-01,Corona,7.23714285714,105,Queens
