dropoff_datetime,zone,trip_distance,count,borough
2016-02-25,Lincoln Square West,1.9,34,Manhattan
2016-04-01,Allerton/Pelham Gardens,14.5131428571,35,Bronx
2016-04-01,Alphabet City,2.22198205895,2341,Manhattan
2016-04-01,Arden Heights,33.99,1,Staten Island
2016-04-01,Arrochar/Fort Wadsworth,18.1407692308,13,Staten Island
2016-04-01,Astoria,4.616156639,1928,Queens
2016-04-01,Astoria Park,5.43333333333,3,Queens
2016-04-01,Auburndale,11.8638888889,18,Queens
2016-04-01,Baisley Park,6.1326618705,139,Queens
2016-04-01,Bath Beach,12.65,25,Brooklyn
2016-04-01,Battery Park,3.65301158301,259,Manhattan
2016-04-01,Battery Park City,3.97235422741,4116,Manhattan
2016-04-01,Bay Ridge,11.8557100592,338,Brooklyn
2016-04-01,Bay Terrace/Fort Totten,12.2462068966,29,Queens
2016-04-01,Bayside,12.9904347826,46,Queens
2016-04-01,Bedford,5.14954423592,746,Brooklyn
2016-04-01,Bedford Park,11.245,68,Bronx
2016-04-01,Bellerose,10.7757692308,26,Queens
2016-04-01,Belmont,12.0202040816,49,Bronx
2016-04-01,Bensonhurst East,14.3693478261,46,Brooklyn
2016-04-01,Bensonhurst West,13.0151315789,76,Brooklyn
2016-04-01,Bloomfield/Emerson Hill,20.1433333333,12,Staten Island
2016-04-01,Bloomingdale,2.71608011445,1398,Manhattan
2016-04-01,Boerum Hill,5.45538686131,685,Brooklyn
2016-04-01,Borough Park,10.6926829268,82,Brooklyn
2016-04-01,Breezy Point/Fort Tilden/Riis Beach,27.3,1,Queens
2016-04-01,Briarwood/Jamaica Hills,8.65043478261,92,Queens
2016-04-01,Brighton Beach,16.7519444444,36,Brooklyn
2016-04-01,Bronx Park,9.89875,8,Bronx
2016-04-01,Bronxdale,12.9524390244,41,Bronx
2016-04-01,Brooklyn Heights,5.35210865562,1086,Brooklyn
2016-04-01,Brooklyn Navy Yard,4.43018518519,54,Brooklyn
2016-04-01,Brownsville,7.38314285714,70,Brooklyn
2016-04-01,Bushwick North,6.00558241758,455,Brooklyn
2016-04-01,Bushwick South,5.53329773031,749,Brooklyn
2016-04-01,Cambria Heights,11.14,10,Queens
2016-04-01,Canarsie,11.1001538462,65,Brooklyn
2016-04-01,Carroll Gardens,5.86066361556,437,Brooklyn
2016-04-01,Central Harlem,3.21589632829,2778,Manhattan
2016-04-01,Central Harlem North,4.20640625,1792,Manhattan
2016-04-01,Central Park,2.06385419085,4307,Manhattan
2016-04-01,Charleston/Tottenville,0.0,1,Staten Island
2016-04-01,Chinatown,2.80451795841,1058,Manhattan
2016-04-01,City Island,17.2214285714,7,Bronx
2016-04-01,Claremont/Bathgate,7.42,41,Bronx
2016-04-01,Clinton East,2.2394762779,10349,Manhattan
2016-04-01,Clinton Hill,5.44208333333,816,Brooklyn
2016-04-01,Clinton West,2.05522446324,4611,Manhattan
2016-04-01,Co-Op City,15.3766666667,21,Bronx
2016-04-01,Cobble Hill,5.52045307443,309,Brooklyn
2016-04-01,College Point,9.73886363636,44,Queens
2016-04-01,Columbia Street,6.06625,112,Brooklyn
2016-04-01,Coney Island,15.4584375,32,Brooklyn
2016-04-01,Corona,7.79069306931,101,Queens
2016-04-01,Country Club,15.9877777778,9,Bronx
2016-04-01,Crotona Park,8.64,1,Bronx
2016-04-01,Crotona Park East,8.75666666667,30,Bronx
2016-04-01,Crown Heights North,6.32319174757,824,Brooklyn
2016-04-01,Crown Heights South,7.11911504425,226,Brooklyn
2016-04-01,Cypress Hills,8.29936170213,47,Brooklyn
2016-04-01,DUMBO/Vinegar Hill,4.46784347826,575,Brooklyn
2016-04-01,Douglaston,13.600625,16,Queens
2016-04-01,Downtown Brooklyn/MetroTech,5.21368283093,763,Brooklyn
2016-04-01,Dyker Heights,12.03859375,64,Brooklyn
2016-04-01,East Chelsea,1.98922420396,9139,Manhattan
2016-04-01,East Concourse/Concourse Village,6.82384236453,203,Bronx
2016-04-01,East Elmhurst,7.10246835443,158,Queens
2016-04-01,East Flatbush/Farragut,8.11381818182,55,Brooklyn
2016-04-01,East Flatbush/Remsen Village,8.62016129032,62,Brooklyn
2016-04-01,East Flushing,9.98966666667,30,Queens
2016-04-01,East Harlem North,2.93872175797,3231,Manhattan
2016-04-01,East Harlem South,2.43518472652,4845,Manhattan
2016-04-01,East New York,8.04373626374,91,Brooklyn
2016-04-01,East New York/Pennsylvania Avenue,8.13735294118,34,Brooklyn
2016-04-01,East Tremont,9.40195652174,46,Bronx
2016-04-01,East Village,2.07172164254,11884,Manhattan
2016-04-01,East Williamsburg,4.80262582057,914,Brooklyn
