pickup_datetime,BoroName,trip_distance,borough,count
2015-11-01,Allerton/Pelham Gardens,1.975,Bronx,2
2015-11-01,Alphabet City,3.48672997947,Manhattan,1948
2015-11-01,Arrochar/Fort Wadsworth,1.93,Staten Island,2
2015-11-01,Astoria,3.31964935065,Queens,1540
2015-11-01,Astoria Park,4.58,Queens,5
2015-11-01,Auburndale,6.265,Queens,2
2015-11-01,Baisley Park,14.4924489796,Queens,49
2015-11-01,Bath Beach,1.73166666667,Brooklyn,6
2015-11-01,Battery Park,4.5179389313,Manhattan,131
2015-11-01,Battery Park City,4.28545080434,Manhattan,2673
2015-11-01,Bay Ridge,4.69162162162,Brooklyn,37
2015-11-01,Bayside,5.015,Queens,8
2015-11-01,Bedford,3.0318287373,Brooklyn,689
2015-11-01,Bedford Park,3.31,Bronx,9
2015-11-01,Bellerose,6.905,Queens,4
2015-11-01,Belmont,2.66,Bronx,7
2015-11-01,Bensonhurst East,5.43,Brooklyn,14
2015-11-01,Bensonhurst West,3.21833333333,Brooklyn,6
2015-11-01,Bloomfield/Emerson Hill,28.76,Staten Island,2
2015-11-01,Bloomingdale,2.88563305534,Manhattan,1319
2015-11-01,Boerum Hill,3.38353115727,Brooklyn,674
2015-11-01,Borough Park,2.32333333333,Brooklyn,15
2015-11-01,Breezy Point/Fort Tilden/Riis Beach,0.0,Queens,1
2015-11-01,Briarwood/Jamaica Hills,6.42837837838,Queens,37
2015-11-01,Brighton Beach,0.96,Brooklyn,1
2015-11-01,Bronx Park,7.795,Bronx,2
2015-11-01,Brooklyn Heights,3.55141327623,Brooklyn,467
2015-11-01,Brooklyn Navy Yard,3.94926829268,Brooklyn,41
2015-11-01,Brownsville,3.025,Brooklyn,6
2015-11-01,Bushwick North,3.47090418354,Brooklyn,741
2015-11-01,Bushwick South,3.52048242028,Brooklyn,1223
2015-11-01,Cambria Heights,5.6375,Queens,24
2015-11-01,Canarsie,4.1,Brooklyn,1
2015-11-01,Carroll Gardens,3.51183783784,Brooklyn,370
2015-11-01,Central Harlem,2.81006155568,Manhattan,1787
2015-11-01,Central Harlem North,2.77453125,Manhattan,768
2015-11-01,Central Park,2.35654344695,Manhattan,2083
2015-11-01,Chinatown,3.21923436041,Manhattan,1071
2015-11-01,City Island,7.01,Bronx,2
