dropoff_datetime,zone,trip_distance,count,borough
2015-12-01,Allerton/Pelham Gardens,14.2623529412,17,Bronx
2015-12-01,Alphabet City,2.42560632689,1707,Manhattan
2015-12-01,Arden Heights,31.21,1,Staten Island
2015-12-01,Arrochar/Fort Wadsworth,15.16,4,Staten Island
2015-12-01,Astoria,4.97445573295,1378,Queens
2015-12-01,Astoria Park,3.33125,8,Queens
2015-12-01,Auburndale,11.2523529412,17,Queens
2015-12-01,Baisley Park,6.38122641509,106,Queens
2015-12-01,Bath Beach,14.0634482759,29,Brooklyn
2015-12-01,Battery Park,3.8506626506,166,Manhattan
2015-12-01,Battery Park City,4.19497230614,3972,Manhattan
2015-12-01,Bay Ridge,13.0035573123,253,Brooklyn
2015-12-01,Bay Terrace/Fort Totten,11.8908,25,Queens
2015-12-01,Bayside,12.905,58,Queens
2015-12-01,Bedford,5.8297,600,Brooklyn
2015-12-01,Bedford Park,13.4881818182,33,Bronx
2015-12-01,Bellerose,11.8635,20,Queens
2015-12-01,Belmont,12.3924242424,33,Bronx
2015-12-01,Bensonhurst East,14.3408,50,Brooklyn
2015-12-01,Bensonhurst West,14.6134328358,67,Brooklyn
2015-12-01,Bloomfield/Emerson Hill,20.665,2,Staten Island
2015-12-01,Bloomingdale,2.86866666667,1185,Manhattan
2015-12-01,Boerum Hill,5.56411392405,632,Brooklyn
2015-12-01,Borough Park,13.0048837209,86,Brooklyn
2015-12-01,Breezy Point/Fort Tilden/Riis Beach,16.88,1,Queens
2015-12-01,Briarwood/Jamaica Hills,8.95989247312,93,Queens
2015-12-01,Brighton Beach,14.3529032258,31,Brooklyn
2015-12-01,Broad Channel,17.1,1,Queens
2015-12-01,Bronx Park,11.2975,8,Bronx
2015-12-01,Bronxdale,12.5093333333,15,Bronx
2015-12-01,Brooklyn Heights,5.2999112426,1014,Brooklyn
2015-12-01,Brooklyn Navy Yard,4.99022727273,44,Brooklyn
2015-12-01,Brownsville,7.40775862069,58,Brooklyn
2015-12-01,Bushwick North,6.74457317073,328,Brooklyn
2015-12-01,Bushwick South,6.52892592593,540,Brooklyn
2015-12-01,Cambria Heights,9.92523809524,21,Queens
2015-12-01,Canarsie,10.5703389831,59,Brooklyn
2015-12-01,Carroll Gardens,6.01693121693,378,Brooklyn
2015-12-01,Central Harlem,3.29353413655,1992,Manhattan
2015-12-01,Central Harlem North,4.50253466872,1298,Manhattan
2015-12-01,Central Park,2.08369689737,4190,Manhattan
2015-12-01,Charleston/Tottenville,32.09,1,Staten Island
2015-12-01,Chinatown,3.07014545455,825,Manhattan
2015-12-01,City Island,16.245,10,Bronx
2015-12-01,Claremont/Bathgate,8.54576923077,26,Bronx
2015-12-01,Clinton East,2.38600234842,9368,Manhattan
2015-12-01,Clinton Hill,5.8790509915,706,Brooklyn
2015-12-01,Clinton West,2.23713153259,3406,Manhattan
2015-12-01,Co-Op City,15.0865517241,29,Bronx
2015-12-01,Cobble Hill,5.75168831169,308,Brooklyn
2015-12-01,College Point,10.0721052632,38,Queens
2015-12-01,Columbia Street,5.36647619048,105,Brooklyn
2015-12-01,Coney Island,17.1907692308,26,Brooklyn
2015-12-01,Corona,6.8187,100,Queens
2015-12-01,Country Club,11.382,5,Bronx
2015-12-01,Crotona Park,8.2,1,Bronx
2015-12-01,Crotona Park East,8.8575,8,Bronx
2015-12-01,Crown Heights North,6.81851398601,572,Brooklyn
2015-12-01,Crown Heights South,7.60585987261,157,Brooklyn
2015-12-01,Cypress Hills,8.675,34,Brooklyn
2015-12-01,DUMBO/Vinegar Hill,4.76205128205,507,Brooklyn
2015-12-01,Douglaston,14.4044,25,Queens
2015-12-01,Downtown Brooklyn/MetroTech,5.39922839506,648,Brooklyn
2015-12-01,Dyker Heights,11.6281818182,33,Brooklyn
2015-12-01,East Chelsea,2.0839038687,7677,Manhattan
2015-12-01,East Concourse/Concourse Village,7.29294117647,136,Bronx
2015-12-01,East Elmhurst,5.95360544218,147,Queens
2015-12-01,East Flatbush/Farragut,9.07431034483,58,Brooklyn
2015-12-01,East Flatbush/Remsen Village,8.96375,64,Brooklyn
2015-12-01,East Flushing,9.05380952381,21,Queens
2015-12-01,East Harlem North,3.05382110291,2303,Manhattan
2015-12-01,East Harlem South,2.53213070943,4116,Manhattan
2015-12-01,East New York,9.2664516129,93,Brooklyn
2015-12-01,East New York/Pennsylvania Avenue,9.53214285714,28,Brooklyn
2015-12-01,East Tremont,11.3273684211,19,Bronx
2015-12-01,East Village,2.21421298147,7503,Manhattan
2015-12-01,East Williamsburg,5.6046031746,756,Brooklyn
2015-12-01,Eastchester,14.184,10,Bronx
2015-12-01,Elmhurst,6.07802325581,258,Queens
2015-12-01,Elmhurst/Maspeth,5.18317829457,129,Queens
2015-12-01,Eltingville/Annadale/Prince's Bay,27.05,2,Staten Island
2015-12-01,Erasmus,8.10213114754,61,Brooklyn
2015-12-01,Far Rockaway,10.0046666667,15,Queens
2015-12-01,Financial District North,4.68114004446,3149,Manhattan
