dropoff_datetime,zone,trip_distance,count,borough
1996-06-20,East Harlem North,18.4,1,Manhattan
1996-06-26,Flatbush/Ditmas Park,15.9,1,Brooklyn
2004-07-09,Yorkville West,1.2,1,Manhattan
2009-12-27,Greenwich Village North,0.4,1,Manhattan
2016-06-01,Allerton/Pelham Gardens,13.2528571429,21,Bronx
2016-06-01,Alphabet City,2.38558752998,1668,Manhattan
2016-06-01,Arden Heights,35.72,1,Staten Island
2016-06-01,Arrochar/Fort Wadsworth,17.088,10,Staten Island
2016-06-01,Astoria,4.69624369142,1387,Queens
2016-06-01,Astoria Park,3.51666666667,6,Queens
2016-06-01,Auburndale,11.8295,20,Queens
2016-06-01,Baisley Park,5.55219178082,146,Queens
2016-06-01,Bath Beach,14.0814285714,21,Brooklyn
2016-06-01,Battery Park,3.61080586081,273,Manhattan
2016-06-01,Battery Park City,4.11369122454,3977,Manhattan
2016-06-01,Bay Ridge,12.5094594595,296,Brooklyn
2016-06-01,Bay Terrace/Fort Totten,11.5436363636,33,Queens
2016-06-01,Bayside,12.7272340426,47,Queens
2016-06-01,Bedford,5.46529886914,619,Brooklyn
2016-06-01,Bedford Park,11.1039344262,61,Bronx
2016-06-01,Bellerose,13.7019230769,26,Queens
2016-06-01,Belmont,12.8422580645,31,Bronx
2016-06-01,Bensonhurst East,15.365,40,Brooklyn
2016-06-01,Bensonhurst West,13.9108064516,62,Brooklyn
2016-06-01,Bloomfield/Emerson Hill,20.4976923077,13,Staten Island
2016-06-01,Bloomingdale,2.75025641026,1170,Manhattan
2016-06-01,Boerum Hill,5.30296783626,684,Brooklyn
2016-06-01,Borough Park,11.6641573034,89,Brooklyn
2016-06-01,Breezy Point/Fort Tilden/Riis Beach,20.06,7,Queens
2016-06-01,Briarwood/Jamaica Hills,8.02395348837,86,Queens
2016-06-01,Brighton Beach,15.8463333333,30,Brooklyn
2016-06-01,Broad Channel,21.2,1,Queens
2016-06-01,Bronx Park,12.4852380952,21,Bronx
2016-06-01,Bronxdale,13.7957142857,21,Bronx
2016-06-01,Brooklyn Heights,5.15714412811,1124,Brooklyn
2016-06-01,Brooklyn Navy Yard,4.32142857143,49,Brooklyn
2016-06-01,Brownsville,9.14327272727,55,Brooklyn
2016-06-01,Bushwick North,6.438125,320,Brooklyn
2016-06-01,Bushwick South,6.21961474037,597,Brooklyn
2016-06-01,Cambria Heights,9.68869565217,23,Queens
2016-06-01,Canarsie,10.3903296703,91,Brooklyn
2016-06-01,Carroll Gardens,5.7708428246,439,Brooklyn
2016-06-01,Central Harlem,3.26078324226,2196,Manhattan
2016-06-01,Central Harlem North,4.46089807555,1403,Manhattan
2016-06-01,Central Park,2.04241986839,4711,Manhattan
2016-06-01,Charleston/Tottenville,30.88,4,Staten Island
2016-06-01,Chinatown,2.92175707547,848,Manhattan
2016-06-01,Claremont/Bathgate,8.5625,28,Bronx
2016-06-01,Clinton East,2.36515504336,8417,Manhattan
2016-06-01,Clinton Hill,5.7415855573,637,Brooklyn
2016-06-01,Clinton West,2.16122921615,3368,Manhattan
2016-06-01,Co-Op City,14.5137142857,35,Bronx
2016-06-01,Cobble Hill,5.60847750865,289,Brooklyn
2016-06-01,College Point,10.6805660377,53,Queens
2016-06-01,Columbia Street,6.5397029703,101,Brooklyn
2016-06-01,Coney Island,17.4060526316,38,Brooklyn
2016-06-01,Corona,7.12184782609,92,Queens
2016-06-01,Country Club,12.0941666667,12,Bronx
2016-06-01,Crotona Park,12.69,1,Bronx
2016-06-01,Crotona Park East,10.2219047619,21,Bronx
2016-06-01,Crown Heights North,7.10120879121,637,Brooklyn
2016-06-01,Crown Heights South,7.39650273224,183,Brooklyn
2016-06-01,Cypress Hills,8.3328,50,Brooklyn
2016-06-01,DUMBO/Vinegar Hill,4.61273368607,567,Brooklyn
2016-06-01,Douglaston,14.5452380952,21,Queens
2016-06-01,Downtown Brooklyn/MetroTech,5.38765486726,678,Brooklyn
2016-06-01,Dyker Heights,11.0567924528,53,Brooklyn
2016-06-01,East Chelsea,2.10917782027,7845,Manhattan
2016-06-01,East Concourse/Concourse Village,7.43,144,Bronx
2016-06-01,East Elmhurst,6.96648854962,131,Queens
2016-06-01,East Flatbush/Farragut,9.59985915493,71,Brooklyn
2016-06-01,East Flatbush/Remsen Village,9.56940298507,67,Brooklyn
2016-06-01,East Flushing,8.13173913043,23,Queens
2016-06-01,East Harlem North,2.94254120353,2609,Manhattan
2016-06-01,East Harlem South,2.33721300448,4460,Manhattan
2016-06-01,East New York,9.16317307692,104,Brooklyn
2016-06-01,East New York/Pennsylvania Avenue,9.8272972973,37,Brooklyn
2016-06-01,East Tremont,8.77425,40,Bronx
2016-06-01,East Village,2.22827664399,7497,Manhattan
2016-06-01,East Williamsburg,5.80332810047,637,Brooklyn
2016-06-01,Eastchester,14.261875,16,Bronx
2016-06-01,Elmhurst,6.03465753425,292,Queens
2016-06-01,Elmhurst/Maspeth,5.47704697987,149,Queens
2016-06-01,Eltingville/Annadale/Prince's Bay,28.995,4,Staten Island
2016-06-01,Erasmus,10.2334693878,49,Brooklyn
2016-06-01,Far Rockaway,11.7383333333,18,Queens
2016-06-01,Financial District North,4.73772772114,3041,Manhattan
2016-06-01,Financial District South,4.91152657602,1618,Manhattan
2016-06-01,Flatbush/Ditmas Park,9.8649702381,336,Brooklyn
