pickup_datetime,zone,trip_distance,borough,count
2014-12-01,Allerton/Pelham Gardens,2.17833333333,Bronx,6
2014-12-01,Astoria,2.39025615269,Queens,1991
2014-12-01,Astoria Park,4.69,Queens,1
2014-12-01,Auburndale,0.94,Queens,1
2014-12-01,Baisley Park,8.536,Queens,5
2014-12-01,Bath Beach,3.6375,Brooklyn,4
2014-12-01,Bay Ridge,5.96090909091,Brooklyn,22
2014-12-01,Bay Terrace/Fort Totten,5.39333333333,Queens,3
2014-12-01,Bayside,0.06,Queens,7
2014-12-01,Bedford,2.63315447154,Brooklyn,615
2014-12-01,Bedford Park,2.45439189189,Bronx,148
2014-12-01,Bellerose,20.15,Queens,1
2014-12-01,Belmont,2.60362637363,Bronx,91
2014-12-01,Bensonhurst East,6.48666666667,Brooklyn,3
2014-12-01,Bensonhurst West,2.295,Brooklyn,6
2014-12-01,Bloomingdale,2.21965217391,Manhattan,115
2014-12-01,Boerum Hill,2.87884339816,Brooklyn,977
2014-12-01,Borough Park,2.99111111111,Brooklyn,18
2014-12-01,Briarwood/Jamaica Hills,3.47185185185,Queens,27
2014-12-01,Brighton Beach,2.64333333333,Brooklyn,18
2014-12-01,Bronx Park,6.33333333333,Bronx,6
2014-12-01,Bronxdale,1.83782608696,Bronx,23
2014-12-01,Brooklyn Heights,3.50123767798,Brooklyn,913
2014-12-01,Brooklyn Navy Yard,3.28040816327,Brooklyn,49
2014-12-01,Brownsville,2.35794117647,Brooklyn,34
2014-12-01,Bushwick North,3.34682242991,Brooklyn,107
2014-12-01,Bushwick South,3.20658986175,Brooklyn,217
2014-12-01,Cambria Heights,0.1,Queens,1
2014-12-01,Canarsie,2.8675,Brooklyn,12
2014-12-01,Carroll Gardens,3.41536231884,Brooklyn,345
2014-12-01,Central Harlem,2.13938482263,Manhattan,2227
2014-12-01,Central Harlem North,2.14347597103,Manhattan,1519
2014-12-01,Central Park,2.42147227533,Manhattan,523
2014-12-01,Claremont/Bathgate,2.53318181818,Bronx,88
2014-12-01,Clinton Hill,2.9378238342,Brooklyn,772
2014-12-01,Co-Op City,2.39181818182,Bronx,11
2014-12-01,Cobble Hill,3.36694960212,Brooklyn,377
2014-12-01,College Point,3.37333333333,Queens,12
2014-12-01,Columbia Street,4.77333333333,Brooklyn,42
2014-12-01,Coney Island,4.82,Brooklyn,41
2014-12-01,Corona,2.84034090909,Queens,88
2014-12-01,Crotona Park East,2.14866666667,Bronx,30
2014-12-01,Crown Heights North,3.06331746032,Brooklyn,630
2014-12-01,Crown Heights South,2.91918032787,Brooklyn,122
2014-12-01,Cypress Hills,2.10916666667,Brooklyn,12
2014-12-01,DUMBO/Vinegar Hill,3.59108280255,Brooklyn,785
2014-12-01,Douglaston,8.2,Queens,2
2014-12-01,Downtown Brooklyn/MetroTech,3.04917630058,Brooklyn,692
2014-12-01,Dyker Heights,2.246,Brooklyn,5
2014-12-01,East Concourse/Concourse Village,2.328,Bronx,250
2014-12-01,East Elmhurst,2.68014705882,Queens,68
2014-12-01,East Flatbush/Farragut,0.814545454545,Brooklyn,22
2014-12-01,East Flatbush/Remsen Village,3.1275,Brooklyn,12
2014-12-01,East Flushing,4.70555555556,Queens,9
2014-12-01,East Harlem North,2.31857997607,Manhattan,2507
2014-12-01,East Harlem South,2.40395309168,Manhattan,2345
2014-12-01,East New York,2.56290322581,Brooklyn,31
2014-12-01,East New York/Pennsylvania Avenue,2.65636363636,Brooklyn,11
2014-12-01,East Tremont,2.71455696203,Bronx,79
2014-12-01,East Williamsburg,2.84217391304,Brooklyn,368
2014-12-01,Eastchester,3.38375,Bronx,8
2014-12-01,Elmhurst,2.23636309876,Queens,1691
2014-12-01,Elmhurst/Maspeth,2.54753191489,Queens,235
2014-12-01,Erasmus,3.07466666667,Brooklyn,45
2014-12-01,Flatbush/Ditmas Park,3.34350746269,Brooklyn,134
2014-12-01,Flatlands,3.48538461538,Brooklyn,13
2014-12-01,Flushing,3.05922048998,Queens,449
2014-12-01,Flushing Meadows-Corona Park,4.77266666667,Queens,15
2014-12-01,Fordham South,2.22150684932,Bronx,73
2014-12-01,Forest Hills,2.60197718631,Queens,1052
2014-12-01,Forest Park/Highland Park,6.0,Queens,1
2014-12-01,Fort Greene,2.74647776809,Brooklyn,1147
2014-12-01,Fresh Meadows,9.155,Queens,2
2014-12-01,Glendale,1.392,Queens,5
2014-12-01,Gowanus,3.04308571429,Brooklyn,175
2014-12-01,Gravesend,6.795,Brooklyn,2
2014-12-01,Green-Wood Cemetery,2.11,Brooklyn,2
2014-12-01,Greenpoint,2.95908513342,Brooklyn,787
2014-12-01,Grymes Hill/Clifton,6.26,Staten Island,1
2014-12-01,Hamilton Heights,2.76073637703,Manhattan,679
2014-12-01,Hammels/Arverne,7.82666666667,Queens,3
2014-12-01,Highbridge,2.36108108108,Bronx,111
2014-12-01,Highbridge Park,6.17384615385,Manhattan,13
2014-12-01,Hillcrest/Pomonok,3.01102040816,Queens,49
2014-12-01,Hollis,7.38,Queens,1
2014-12-01,Homecrest,2.70636363636,Brooklyn,11
2014-12-01,Howard Beach,6.85,Queens,2
2014-12-01,Hunts Point,2.44344827586,Bronx,87
2014-12-01,Inwood,3.185,Manhattan,238
2014-12-01,Inwood Hill Park,3.48142857143,Manhattan,14
2014-12-01,JFK Airport,7.38785714286,Queens,14
