dropoff_datetime,zone,trip_distance,borough,count
2014-01-01,Allerton/Pelham Gardens,4.87454545455,22,Bronx
2014-01-01,Alphabet City,6.01285714286,70,Manhattan
2014-01-01,Arrochar/Fort Wadsworth,4.6,1,Staten Island
2014-01-01,Astoria,2.13028543307,1016,Queens
2014-01-01,Astoria Park,1.15,2,Queens
2014-01-01,Auburndale,8.32875,8,Queens
2014-01-01,Baisley Park,6.15346153846,26,Queens
2014-01-01,Bath Beach,6.08285714286,7,Brooklyn
2014-01-01,Battery Park City,6.96714285714,28,Manhattan
2014-01-01,Bay Ridge,6.70011494253,87,Brooklyn
2014-01-01,Bay Terrace/Fort Totten,7.36272727273,11,Queens
2014-01-01,Bayside,10.3416129032,31,Queens
2014-01-01,Bedford,2.55932624113,282,Brooklyn
2014-01-01,Bedford Park,3.04038461538,182,Bronx
2014-01-01,Bellerose,5.952,5,Queens
2014-01-01,Belmont,2.62,84,Bronx
2014-01-01,Bensonhurst East,9.99363636364,11,Brooklyn
2014-01-01,Bensonhurst West,7.161875,16,Brooklyn
2014-01-01,Bloomfield/Emerson Hill,8.1,2,Staten Island
2014-01-01,Bloomingdale,2.66386363636,88,Manhattan
2014-01-01,Boerum Hill,2.61109756098,164,Brooklyn
2014-01-01,Borough Park,6.642,20,Brooklyn
2014-01-01,Breezy Point/Fort Tilden/Riis Beach,8.3,1,Queens
2014-01-01,Briarwood/Jamaica Hills,4.29010989011,91,Queens
2014-01-01,Brighton Beach,4.22727272727,11,Brooklyn
2014-01-01,Bronx Park,3.46227272727,22,Bronx
2014-01-01,Bronxdale,4.18588235294,51,Bronx
2014-01-01,Brooklyn Heights,2.53909090909,132,Brooklyn
2014-01-01,Brooklyn Navy Yard,1.84857142857,7,Brooklyn
2014-01-01,Brownsville,4.23466666667,15,Brooklyn
2014-01-01,Bushwick North,3.52765550239,209,Brooklyn
2014-01-01,Bushwick South,2.95596875,320,Brooklyn
2014-01-01,Cambria Heights,12.58,2,Queens
2014-01-01,Canarsie,6.496,10,Brooklyn
2014-01-01,Carroll Gardens,3.50943181818,88,Brooklyn
2014-01-01,Central Harlem,1.94089130435,460,Manhattan
2014-01-01,Central Harlem North,2.08445558739,698,Manhattan
2014-01-01,Central Park,3.37661290323,62,Manhattan
2014-01-01,Chinatown,4.87,35,Manhattan
2014-01-01,City Island,11.44,3,Bronx
2014-01-01,Claremont/Bathgate,2.79794117647,102,Bronx
2014-01-01,Clinton East,6.32314685315,143,Manhattan
2014-01-01,Clinton Hill,2.57623376623,231,Brooklyn
2014-01-01,Clinton West,6.49543859649,57,Manhattan
2014-01-01,Co-Op City,6.42771428571,35,Bronx
2014-01-01,Cobble Hill,2.80844444444,45,Brooklyn
2014-01-01,College Point,4.5946,50,Queens
2014-01-01,Columbia Street,3.34652173913,23,Brooklyn
2014-01-01,Coney Island,8.72923076923,13,Brooklyn
2014-01-01,Corona,2.41123674912,283,Queens
2014-01-01,Crotona Park,2.4,6,Bronx
2014-01-01,Crotona Park East,3.43641509434,53,Bronx
2014-01-01,Crown Heights North,3.19940594059,303,Brooklyn
2014-01-01,Crown Heights South,3.34,56,Brooklyn
2014-01-01,Cypress Hills,6.22482758621,29,Brooklyn
2014-01-01,DUMBO/Vinegar Hill,2.800625,48,Brooklyn
2014-01-01,Douglaston,9.2,4,Queens
2014-01-01,Downtown Brooklyn/MetroTech,2.42586956522,92,Brooklyn
2014-01-01,Dyker Heights,4.97076923077,13,Brooklyn
2014-01-01,East Chelsea,6.61760869565,92,Manhattan
2014-01-01,East Concourse/Concourse Village,2.46231404959,242,Bronx
2014-01-01,East Elmhurst,2.774784689,209,Queens
2014-01-01,East Flatbush/Farragut,3.4165,20,Brooklyn
2014-01-01,East Flatbush/Remsen Village,2.86928571429,14,Brooklyn
2014-01-01,East Flushing,4.47636363636,33,Queens
2014-01-01,East Harlem North,1.90080617496,583,Manhattan
2014-01-01,East Harlem South,2.47501457726,343,Manhattan
2014-01-01,East New York,6.50526315789,38,Brooklyn
2014-01-01,East New York/Pennsylvania Avenue,4.83333333333,6,Brooklyn
2014-01-01,East Tremont,2.99034482759,87,Bronx
2014-01-01,East Village,5.10019607843,204,Manhattan
2014-01-01,East Williamsburg,2.30741214058,313,Brooklyn
2014-01-01,Eastchester,7.54347826087,23,Bronx
2014-01-01,Elmhurst,1.88388400703,569,Queens
2014-01-01,Elmhurst/Maspeth,1.74333333333,234,Queens
2014-01-01,Erasmus,4.033,20,Brooklyn
2014-01-01,Far Rockaway,0.0,1,Queens
2014-01-01,Financial District North,6.42771428571,35,Manhattan
2014-01-01,Financial District South,8.00444444444,18,Manhattan
2014-01-01,Flatbush/Ditmas Park,5.06827586207,116,Brooklyn
2014-01-01,Flatiron,6.355,50,Manhattan
2014-01-01,Flatlands,5.42523809524,21,Brooklyn
2014-01-01,Flushing,3.898125,112,Queens
2014-01-01,Flushing Meadows-Corona Park,3.95705882353,17,Queens
2014-01-01,Fordham South,2.29804347826,92,Bronx
2014-01-01,Forest Hills,2.92458563536,362,Queens
2014-01-01,Forest Park/Highland Park,4.734,5,Queens
2014-01-01,Fort Greene,2.4508490566,212,Brooklyn
2014-01-01,Fresh Meadows,4.25523809524,21,Queens
2014-01-01,Garment District,7.05695652174,23,Manhattan
2014-01-01,Glen Oaks,11.9575,8,Queens
2014-01-01,Glendale,3.59886792453,53,Queens
2014-01-01,Gowanus,3.18533333333,60,Brooklyn
2014-01-01,Gramercy,5.6915625,96,Manhattan
2014-01-01,Gravesend,6.649,10,Brooklyn
2014-01-01,Green-Wood Cemetery,2.11,2,Brooklyn
2014-01-01,Greenpoint,2.2771319797,394,Brooklyn
2014-01-01,Greenwich Village North,5.57925925926,27,Manhattan
2014-01-01,Greenwich Village South,4.40350877193,57,Manhattan
2014-01-01,Grymes Hill/Clifton,28.5,1,Staten Island
2014-01-01,Hamilton Heights,2.10600917431,436,Manhattan
2014-01-01,Hammels/Arverne,15.48,1,Queens
2014-01-01,Heartland Village/Todt Hill,5.65,2,Staten Island
2014-01-01,Highbridge,2.21834951456,206,Bronx
2014-01-01,Highbridge Park,2.93777777778,18,Manhattan
2014-01-01,Hillcrest/Pomonok,3.49458333333,72,Queens
2014-01-01,Hollis,7.226,5,Queens
2014-01-01,Homecrest,7.04333333333,12,Brooklyn
2014-01-01,Howard Beach,8.69636363636,11,Queens
2014-01-01,Hudson Sq,6.76235294118,17,Manhattan
2014-01-01,Hunts Point,3.60792207792,77,Bronx
2014-01-01,Inwood,2.98844748858,219,Manhattan
2014-01-01,Inwood Hill Park,1.71625,8,Manhattan
2014-01-01,JFK Airport,14.0831288344,163,Queens
2014-01-01,Jackson Heights,1.82434375,960,Queens
2014-01-01,Jamaica,5.26202702703,74,Queens
2014-01-01,Jamaica Estates,7.25684210526,19,Queens
2014-01-01,Kensington,5.09684210526,38,Brooklyn
2014-01-01,Kew Gardens,3.27065217391,92,Queens
2014-01-01,Kew Gardens Hills,2.59297297297,74,Queens
2014-01-01,Kingsbridge Heights,2.50017241379,116,Bronx
2014-01-01,Kips Bay,5.94986111111,72,Manhattan
2014-01-01,LaGuardia Airport,6.14504672897,214,Queens
2014-01-01,Laurelton,8.964,5,Queens
2014-01-01,Lenox Hill East,5.7456122449,98,Manhattan
2014-01-01,Lenox Hill West,4.64177570093,107,Manhattan
2014-01-01,Lincoln Square East,4.785625,112,Manhattan
2014-01-01,Lincoln Square West,5.62038461538,52,Manhattan
2014-01-01,Little Italy/NoLiTa,5.10775,40,Manhattan
2014-01-01,Long Island City/Hunters Point,2.8586013986,143,Queens
2014-01-01,Long Island City/Queens Plaza,2.25877192982,114,Queens
2014-01-01,Longwood,3.14015151515,66,Bronx
2014-01-01,Lower East Side,4.7504,125,Manhattan
2014-01-01,Madison,5.64384615385,13,Brooklyn
2014-01-01,Manhattan Beach,4.37538461538,13,Brooklyn
2014-01-01,Manhattan Valley,3.0112345679,162,Manhattan
2014-01-01,Manhattanville,2.05715555556,225,Manhattan
2014-01-01,Marble Hill,3.34388888889,36,Manhattan
2014-01-01,Marine Park/Mill Basin,9.11785714286,14,Brooklyn
2014-01-01,Mariners Harbor,7.85,2,Staten Island
2014-01-01,Maspeth,2.47050314465,159,Queens
2014-01-01,Meatpacking/West Village West,6.16928571429,42,Manhattan
2014-01-01,Melrose South,2.61558441558,154,Bronx
2014-01-01,Middle Village,3.31544303797,79,Queens
2014-01-01,Midtown Center,6.03375,72,Manhattan
2014-01-01,Midtown East,5.39138888889,72,Manhattan
2014-01-01,Midtown North,5.36698113208,53,Manhattan
2014-01-01,Midtown South,6.09552631579,76,Manhattan
2014-01-01,Midwood,4.43736842105,19,Brooklyn
2014-01-01,Morningside Heights,2.1027037037,270,Manhattan
2014-01-01,Morrisania/Melrose,2.59533333333,120,Bronx
2014-01-01,Mott Haven/Port Morris,2.91751243781,201,Bronx
2014-01-01,Mount Hope,2.73675977654,179,Bronx
2014-01-01,Murray Hill,6.22403846154,104,Manhattan
2014-01-01,Murray Hill-Queens,3.68428571429,56,Queens
2014-01-01,Newark Airport,20.7914285714,14,EWR
2014-01-01,North Corona,2.03875,344,Queens
2014-01-01,Norwood,3.90145631068,103,Bronx
2014-01-01,Oakland Gardens,7.76875,16,Queens
2014-01-01,Ocean Hill,4.79580645161,31,Brooklyn
2014-01-01,Ocean Parkway South,7.85,4,Brooklyn
2014-01-01,Old Astoria,2.467090301,299,Queens
2014-01-01,Ozone Park,5.97466666667,15,Queens
2014-01-01,Park Slope,2.78825974026,385,Brooklyn
2014-01-01,Parkchester,4.46333333333,48,Bronx
2014-01-01,Pelham Bay,5.73789473684,19,Bronx
2014-01-01,Pelham Parkway,4.99737704918,61,Bronx
2014-01-01,Penn Station/Madison Sq West,6.11938053097,113,Manhattan
2014-01-01,Port Richmond,16.7125,4,Staten Island
2014-01-01,Prospect Heights,2.72264285714,140,Brooklyn
2014-01-01,Prospect Park,5.35814814815,27,Brooklyn
2014-01-01,Prospect-Lefferts Gardens,3.59652542373,118,Brooklyn
2014-01-01,Queens Village,8.39,14,Queens
2014-01-01,Queensboro Hill,3.46617647059,34,Queens
2014-01-01,Queensbridge/Ravenswood,2.33102564103,78,Queens
2014-01-01,Randalls Island,1.46,1,Manhattan
2014-01-01,Red Hook,2.89021276596,47,Brooklyn
2014-01-01,Rego Park,2.85974358974,117,Queens
2014-01-01,Richmond Hill,3.34210526316,95,Queens
2014-01-01,Ridgewood,4.0940625,128,Queens
2014-01-01,Riverdale/North Riverdale/Fieldston,5.95548387097,31,Bronx
2014-01-01,Rockaway Park,7.5,1,Queens
2014-01-01,Roosevelt Island,5.18555555556,18,Manhattan
2014-01-01,Rosedale,11.7414285714,7,Queens
2014-01-01,Saint Albans,4.81352941176,17,Queens
2014-01-01,Saint George/New Brighton,6.59,2,Staten Island
2014-01-01,Saint Michaels Cemetery/Woodside,2.014,5,Queens
2014-01-01,Schuylerville/Edgewater Park,4.4175,40,Bronx
2014-01-01,Seaport,7.011875,16,Manhattan
2014-01-01,Sheepshead Bay,2.3775,48,Brooklyn
2014-01-01,SoHo,5.28673469388,49,Manhattan
2014-01-01,Soundview/Bruckner,3.63555555556,90,Bronx
2014-01-01,Soundview/Castle Hill,3.35486842105,76,Bronx
2014-01-01,South Jamaica,4.42269230769,26,Queens
2014-01-01,South Ozone Park,6.05845238095,84,Queens
2014-01-01,South Williamsburg,2.81916666667,24,Brooklyn
2014-01-01,Springfield Gardens North,7.59052631579,19,Queens
2014-01-01,Springfield Gardens South,5.365,20,Queens
2014-01-01,Spuyten Duyvil/Kingsbridge,3.47397435897,78,Bronx
2014-01-01,Stapleton,2.3,1,Staten Island
2014-01-01,Starrett City,5.10166666667,6,Brooklyn
2014-01-01,Steinway,2.35690944882,508,Queens
2014-01-01,Stuy Town/Peter Cooper Village,6.52357142857,28,Manhattan
2014-01-01,Stuyvesant Heights,2.88811111111,180,Brooklyn
2014-01-01,Sunnyside,2.44036764706,408,Queens
2014-01-01,Sunset Park East,5.0588372093,43,Brooklyn
2014-01-01,Sunset Park West,4.50826923077,104,Brooklyn
2014-01-01,Sutton Place/Turtle Bay North,4.88352941176,85,Manhattan
2014-01-01,Times Sq/Theatre District,5.96864864865,74,Manhattan
2014-01-01,TriBeCa/Civic Center,5.12986842105,76,Manhattan
2014-01-01,Two Bridges/Seward Park,5.21174603175,63,Manhattan
2014-01-01,UN/Turtle Bay South,5.82733333333,45,Manhattan
2014-01-01,Union Sq,6.04137931034,58,Manhattan
2014-01-01,University Heights/Morris Heights,2.52027932961,179,Bronx
2014-01-01,Upper East Side North,3.06260606061,165,Manhattan
2014-01-01,Upper East Side South,4.56193548387,62,Manhattan
2014-01-01,Upper West Side North,3.62575342466,219,Manhattan
2014-01-01,Upper West Side South,4.22155279503,161,Manhattan
2014-01-01,Van Cortlandt Park,4.49733333333,15,Bronx
2014-01-01,Van Cortlandt Village,2.88182352941,170,Bronx
2014-01-01,Van Nest/Morris Park,3.52944444444,54,Bronx
2014-01-01,Washington Heights North,2.85015151515,330,Manhattan
2014-01-01,Washington Heights South,2.30370994941,593,Manhattan
2014-01-01,West Brighton,2.4,1,Staten Island
2014-01-01,West Chelsea/Hudson Yards,6.53222222222,63,Manhattan
2014-01-01,West Concourse,2.46572916667,192,Bronx
