dropoff_datetime,zone,trip_distance,borough,count
2015-09-01,Allerton/Pelham Gardens,3.78565217391,23,Bronx
2015-09-01,Alphabet City,6.11043478261,46,Manhattan
2015-09-01,Astoria,1.79521564694,997,Queens
2015-09-01,Astoria Park,1.48454545455,11,Queens
2015-09-01,Auburndale,3.975,12,Queens
2015-09-01,Baisley Park,3.85875,64,Queens
2015-09-01,Bath Beach,4.62428571429,7,Brooklyn
2015-09-01,Battery Park,8.935,2,Manhattan
2015-09-01,Battery Park City,6.61694915254,59,Manhattan
2015-09-01,Bay Ridge,5.794375,96,Brooklyn
2015-09-01,Bay Terrace/Fort Totten,6.93111111111,9,Queens
2015-09-01,Bayside,7.01411764706,17,Queens
2015-09-01,Bedford,2.08483162518,683,Brooklyn
2015-09-01,Bedford Park,2.81098214286,112,Bronx
2015-09-01,Bellerose,8.05133333333,15,Queens
2015-09-01,Belmont,2.76976470588,85,Bronx
2015-09-01,Bensonhurst East,7.344,10,Brooklyn
2015-09-01,Bensonhurst West,4.86592592593,27,Brooklyn
2015-09-01,Bloomfield/Emerson Hill,3.25,1,Staten Island
2015-09-01,Bloomingdale,1.89094972067,179,Manhattan
2015-09-01,Boerum Hill,1.77654353562,379,Brooklyn
2015-09-01,Borough Park,4.84590163934,61,Brooklyn
2015-09-01,Breezy Point/Fort Tilden/Riis Beach,5.9,1,Queens
2015-09-01,Briarwood/Jamaica Hills,2.68113333333,150,Queens
2015-09-01,Brighton Beach,3.41066666667,30,Brooklyn
2015-09-01,Bronx Park,4.26705882353,17,Bronx
2015-09-01,Bronxdale,4.53125,40,Bronx
2015-09-01,Brooklyn Heights,2.01984455959,386,Brooklyn
2015-09-01,Brooklyn Navy Yard,2.07541176471,85,Brooklyn
2015-09-01,Brownsville,2.69105263158,95,Brooklyn
2015-09-01,Bushwick North,3.65531428571,175,Brooklyn
2015-09-01,Bushwick South,2.92097368421,380,Brooklyn
2015-09-01,Cambria Heights,6.51545454545,11,Queens
