dropoff_datetime,zone,trip_distance,borough,count
2015-10-01,Allerton/Pelham Gardens,3.69333333333,24,Bronx
2015-10-01,Alphabet City,5.05257142857,70,Manhattan
2015-10-01,Astoria,1.59870410367,1389,Queens
2015-10-01,Astoria Park,1.664,10,Queens
2015-10-01,Auburndale,4.35833333333,24,Queens
2015-10-01,Baisley Park,3.41763888889,72,Queens
2015-10-01,Bath Beach,6.53454545455,11,Brooklyn
2015-10-01,Battery Park,5.868,5,Manhattan
2015-10-01,Battery Park City,5.91506849315,73,Manhattan
2015-10-01,Bay Ridge,6.16330097087,103,Brooklyn
2015-10-01,Bay Terrace/Fort Totten,6.118125,16,Queens
2015-10-01,Bayside,7.28972222222,36,Queens
2015-10-01,Bedford,1.98576331361,845,Brooklyn
2015-10-01,Bedford Park,2.99607843137,102,Bronx
2015-10-01,Bellerose,6.34615384615,13,Queens
2015-10-01,Belmont,2.85576086957,92,Bronx
2015-10-01,Bensonhurst East,4.45736842105,19,Brooklyn
2015-10-01,Bensonhurst West,8.0312,25,Brooklyn
2015-10-01,Bloomingdale,1.65752380952,210,Manhattan
2015-10-01,Boerum Hill,1.6655,520,Brooklyn
2015-10-01,Borough Park,5.80836363636,55,Brooklyn
2015-10-01,Breezy Point/Fort Tilden/Riis Beach,7.7,1,Queens
2015-10-01,Briarwood/Jamaica Hills,2.49368131868,182,Queens
2015-10-01,Brighton Beach,1.57027777778,36,Brooklyn
2015-10-01,Bronx Park,6.25722222222,18,Bronx
2015-10-01,Bronxdale,3.89960784314,51,Bronx
2015-10-01,Brooklyn Heights,1.84188866799,503,Brooklyn
2015-10-01,Brooklyn Navy Yard,1.99794117647,102,Brooklyn
2015-10-01,Brownsville,3.6370754717,106,Brooklyn
2015-10-01,Bushwick North,3.01047752809,356,Brooklyn
2015-10-01,Bushwick South,2.71945783133,498,Brooklyn
2015-10-01,Cambria Heights,4.87181818182,11,Queens
2015-10-01,Canarsie,4.42794117647,68,Brooklyn
2015-10-01,Carroll Gardens,1.87977653631,358,Brooklyn
2015-10-01,Central Harlem,1.21090610637,1523,Manhattan
2015-10-01,Central Harlem North,1.37519161677,1670,Manhattan
2015-10-01,Central Park,2.15874100719,278,Manhattan
2015-10-01,Chinatown,4.12,55,Manhattan
2015-10-01,City Island,7.98333333333,3,Bronx
2015-10-01,Claremont/Bathgate,2.54393939394,99,Bronx
2015-10-01,Clinton East,5.90829383886,211,Manhattan
2015-10-01,Clinton Hill,1.80912345679,810,Brooklyn
2015-10-01,Clinton West,5.92936708861,79,Manhattan
2015-10-01,Co-Op City,4.69294117647,34,Bronx
2015-10-01,Cobble Hill,1.483,220,Brooklyn
2015-10-01,College Point,3.9202919708,137,Queens
2015-10-01,Columbia Street,1.74398058252,103,Brooklyn
2015-10-01,Coney Island,4.91609756098,41,Brooklyn
2015-10-01,Corona,1.95540983607,427,Queens
2015-10-01,Country Club,9.935,2,Bronx
2015-10-01,Crotona Park,2.36,5,Bronx
2015-10-01,Crotona Park East,2.86723404255,47,Bronx
2015-10-01,Crown Heights North,2.25854085603,1028,Brooklyn
2015-10-01,Crown Heights South,2.17464135021,237,Brooklyn
2015-10-01,Cypress Hills,5.30657142857,35,Brooklyn
2015-10-01,DUMBO/Vinegar Hill,2.09375451264,277,Brooklyn
2015-10-01,Douglaston,8.96,5,Queens
2015-10-01,Downtown Brooklyn/MetroTech,2.02638190955,398,Brooklyn
2015-10-01,Dyker Heights,5.67588235294,17,Brooklyn
2015-10-01,East Chelsea,6.27171974522,157,Manhattan
2015-10-01,East Concourse/Concourse Village,1.98984962406,266,Bronx
2015-10-01,East Elmhurst,2.8222173913,230,Queens
2015-10-01,East Flatbush/Farragut,2.88273684211,95,Brooklyn
2015-10-01,East Flatbush/Remsen Village,3.89931034483,87,Brooklyn
2015-10-01,East Flushing,3.05192982456,57,Queens
2015-10-01,East Harlem North,1.32797125484,1809,Manhattan
2015-10-01,East Harlem South,1.66525870179,1063,Manhattan
2015-10-01,East New York,4.24372093023,129,Brooklyn
2015-10-01,East New York/Pennsylvania Avenue,4.145,46,Brooklyn
2015-10-01,East Tremont,2.82903846154,104,Bronx
2015-10-01,East Village,4.63008474576,236,Manhattan
2015-10-01,East Williamsburg,1.88552581262,523,Brooklyn
2015-10-01,Eastchester,5.61409090909,22,Bronx
2015-10-01,Elmhurst,1.73723897912,862,Queens
2015-10-01,Elmhurst/Maspeth,1.63698830409,342,Queens
2015-10-01,Eltingville/Annadale/Prince's Bay,21.38,1,Staten Island
2015-10-01,Erasmus,3.19191011236,89,Brooklyn
2015-10-01,Far Rockaway,13.78,5,Queens
2015-10-01,Financial District North,5.3894,100,Manhattan
2015-10-01,Financial District South,6.08985294118,68,Manhattan
2015-10-01,Flatbush/Ditmas Park,3.92003773585,265,Brooklyn
2015-10-01,Flatiron,5.78141176471,85,Manhattan
