dropoff_datetime,zone,trip_distance,count,borough
2014-11-01,Allerton/Pelham Gardens,12.5733333333,33,Bronx
2014-11-01,Alphabet City,2.40050299401,3340,Manhattan
2014-11-01,Arden Heights,25.99,2,Staten Island
2014-11-01,Arrochar/Fort Wadsworth,13.082,10,Staten Island
2014-11-01,Astoria,4.22282460672,4259,Queens
2014-11-01,Astoria Park,5.785625,16,Queens
2014-11-01,Auburndale,11.7314893617,47,Queens
2014-11-01,Baisley Park,7.6484496124,129,Queens
2014-11-01,Bath Beach,13.1898039216,51,Brooklyn
2014-11-01,Battery Park,3.70193415638,243,Manhattan
2014-11-01,Battery Park City,3.53392629905,3772,Manhattan
2014-11-01,Bay Ridge,10.6425686591,619,Brooklyn
2014-11-01,Bay Terrace/Fort Totten,14.5931818182,44,Queens
2014-11-01,Bayside,13.4742592593,108,Queens
2014-11-01,Bedford,4.01138285024,1656,Brooklyn
2014-11-01,Bedford Park,10.4508490566,106,Bronx
2014-11-01,Bellerose,12.5475757576,33,Queens
2014-11-01,Belmont,10.2526470588,68,Bronx
2014-11-01,Bensonhurst East,12.6906837607,117,Brooklyn
2014-11-01,Bensonhurst West,12.2338709677,155,Brooklyn
2014-11-01,Bloomfield/Emerson Hill,18.202173913,23,Staten Island
2014-11-01,Bloomingdale,2.91311864407,2065,Manhattan
2014-11-01,Boerum Hill,4.55197009675,1137,Brooklyn
2014-11-01,Borough Park,9.56479452055,73,Brooklyn
2014-11-01,Breezy Point/Fort Tilden/Riis Beach,19.475,2,Queens
2014-11-01,Briarwood/Jamaica Hills,10.0816167665,167,Queens
2014-11-01,Brighton Beach,17.0048333333,60,Brooklyn
2014-11-01,Broad Channel,11.6566666667,3,Queens
2014-11-01,Bronx Park,11.5542857143,14,Bronx
2014-11-01,Bronxdale,11.2375,36,Bronx
2014-11-01,Brooklyn Heights,4.64004857738,1441,Brooklyn
2014-11-01,Brooklyn Navy Yard,3.95471698113,53,Brooklyn
2014-11-01,Brownsville,7.23444444444,63,Brooklyn
2014-11-01,Bushwick North,4.56823095823,1221,Brooklyn
2014-11-01,Bushwick South,4.14810886644,1782,Brooklyn
2014-11-01,Cambria Heights,6.725,16,Queens
2014-11-01,Canarsie,9.98686746988,83,Brooklyn
2014-11-01,Carroll Gardens,5.15088455772,667,Brooklyn
2014-11-01,Central Harlem,3.42528854962,3275,Manhattan
2014-11-01,Central Harlem North,4.64454120646,2354,Manhattan
2014-11-01,Central Park,2.20723634574,6097,Manhattan
2014-11-01,Chinatown,2.68263490241,1742,Manhattan
2014-11-01,City Island,15.4414285714,7,Bronx
