pickup_datetime,zone,trip_distance,borough,count
2015-11-01,Allerton/Pelham Gardens,6.29375,Bronx,8
2015-11-01,Astoria,3.08569026835,Queens,3093
2015-11-01,Astoria Park,0.85,Queens,1
2015-11-01,Auburndale,3.71,Queens,2
2015-11-01,Baisley Park,6.832,Queens,5
2015-11-01,Bath Beach,5.69333333333,Brooklyn,3
2015-11-01,Bay Ridge,4.34851351351,Brooklyn,74
2015-11-01,Bay Terrace/Fort Totten,15.03,Queens,1
2015-11-01,Bayside,6.0980952381,Queens,21
2015-11-01,Bedford,2.74025308241,Brooklyn,1541
2015-11-01,Bedford Park,2.42409638554,Bronx,83
2015-11-01,Bellerose,2.52,Queens,2
2015-11-01,Belmont,4.825,Bronx,70
2015-11-01,Bensonhurst East,4.88461538462,Brooklyn,13
2015-11-01,Bensonhurst West,2.98,Brooklyn,7
2015-11-01,Bloomingdale,2.50964539007,Manhattan,141
2015-11-01,Boerum Hill,3.40545972335,Brooklyn,1229
2015-11-01,Borough Park,3.40833333333,Brooklyn,12
2015-11-01,Briarwood/Jamaica Hills,5.28045454545,Queens,44
2015-11-01,Brighton Beach,4.19,Brooklyn,6
2015-11-01,Bronx Park,4.05028571429,Bronx,70
2015-11-01,Bronxdale,3.32466666667,Bronx,15
2015-11-01,Brooklyn Heights,3.80922984356,Brooklyn,831
2015-11-01,Brooklyn Navy Yard,4.21896551724,Brooklyn,29
2015-11-01,Brownsville,5.00530612245,Brooklyn,49
2015-11-01,Bushwick North,3.66986328125,Brooklyn,1024
2015-11-01,Bushwick South,3.38278357236,Brooklyn,1534
2015-11-01,Cambria Heights,6.385,Queens,2
2015-11-01,Canarsie,2.94935483871,Brooklyn,31
2015-11-01,Carroll Gardens,3.66598455598,Brooklyn,518
2015-11-01,Central Harlem,2.64656116057,Manhattan,3033
2015-11-01,Central Harlem North,2.56503970355,Manhattan,1889
2015-11-01,Central Park,2.92272727273,Manhattan,77
2015-11-01,City Island,6.49,Bronx,1
2015-11-01,Claremont/Bathgate,3.00787878788,Bronx,66
2015-11-01,Clinton Hill,3.11689680233,Brooklyn,1376
2015-11-01,Co-Op City,6.60125,Bronx,8
2015-11-01,Cobble Hill,3.32816455696,Brooklyn,316
2015-11-01,College Point,5.21714285714,Queens,14
2015-11-01,Columbia Street,4.43273809524,Brooklyn,84
2015-11-01,Coney Island,5.459,Brooklyn,60
2015-11-01,Corona,3.56585106383,Queens,188
