pickup_datetime,zone,trip_distance,borough,count
2015-12-01,Allerton/Pelham Gardens,3.536,Bronx,5
2015-12-01,Astoria,2.16170030272,Queens,1982
2015-12-01,Astoria Park,3.9,Queens,1
2015-12-01,Baisley Park,6.70714285714,Queens,7
2015-12-01,Bay Ridge,4.59905660377,Brooklyn,53
2015-12-01,Bay Terrace/Fort Totten,8.135,Queens,2
2015-12-01,Bayside,3.369,Queens,10
2015-12-01,Bedford,2.48775453278,Brooklyn,717
2015-12-01,Bedford Park,1.98914285714,Bronx,105
2015-12-01,Bellerose,1.2325,Queens,4
2015-12-01,Belmont,2.27641791045,Bronx,67
2015-12-01,Bensonhurst East,3.84,Brooklyn,1
2015-12-01,Bensonhurst West,4.244,Brooklyn,10
2015-12-01,Bloomfield/Emerson Hill,25.58,Staten Island,1
2015-12-01,Bloomingdale,2.1825170068,Manhattan,147
2015-12-01,Boerum Hill,2.72370905588,Brooklyn,1038
2015-12-01,Borough Park,4.35166666667,Brooklyn,18
2015-12-01,Briarwood/Jamaica Hills,4.96411764706,Queens,34
2015-12-01,Brighton Beach,3.12555555556,Brooklyn,9
2015-12-01,Bronx Park,5.658,Bronx,10
2015-12-01,Bronxdale,2.28888888889,Bronx,18
2015-12-01,Brooklyn Heights,3.0915627907,Brooklyn,1075
2015-12-01,Brooklyn Navy Yard,2.78229166667,Brooklyn,48
2015-12-01,Brownsville,3.39523076923,Brooklyn,65
2015-12-01,Bushwick North,2.37386666667,Brooklyn,75
2015-12-01,Bushwick South,2.7728,Brooklyn,225
2015-12-01,Cambria Heights,9.18,Queens,2
2015-12-01,Canarsie,4.39172413793,Brooklyn,29
2015-12-01,Carroll Gardens,3.14452488688,Brooklyn,442
2015-12-01,Central Harlem,2.08091497976,Manhattan,2470
2015-12-01,Central Harlem North,2.26708382527,Manhattan,1694
2015-12-01,Central Park,2.22442460317,Manhattan,504
2015-12-01,Claremont/Bathgate,2.06581081081,Bronx,74
2015-12-01,Clinton Hill,2.73638297872,Brooklyn,846
2015-12-01,Co-Op City,3.025,Bronx,4
2015-12-01,Cobble Hill,3.00210290828,Brooklyn,447
2015-12-01,College Point,10.0533333333,Queens,3
2015-12-01,Columbia Street,3.87159090909,Brooklyn,44
2015-12-01,Coney Island,6.58583333333,Brooklyn,48
2015-12-01,Corona,1.9875308642,Queens,81
2015-12-01,Crotona Park,3.27,Bronx,4
2015-12-01,Crotona Park East,2.83448275862,Bronx,29
2015-12-01,Crown Heights North,2.59137206428,Brooklyn,809
2015-12-01,Crown Heights South,3.20841666667,Brooklyn,120
2015-12-01,Cypress Hills,3.83454545455,Brooklyn,11
2015-12-01,DUMBO/Vinegar Hill,3.55470711297,Brooklyn,956
2015-12-01,Downtown Brooklyn/MetroTech,3.07550359712,Brooklyn,834
2015-12-01,Dyker Heights,4.36666666667,Brooklyn,3
2015-12-01,East Concourse/Concourse Village,2.48786666667,Bronx,225
2015-12-01,East Elmhurst,2.75022222222,Queens,45
2015-12-01,East Flatbush/Farragut,3.41181818182,Brooklyn,33
2015-12-01,East Flatbush/Remsen Village,3.79862068966,Brooklyn,58
2015-12-01,East Flushing,2.92285714286,Queens,7
2015-12-01,East Harlem North,2.24961733698,Manhattan,2561
2015-12-01,East Harlem South,2.4421231009,Manhattan,2567
2015-12-01,East New York,3.01129032258,Brooklyn,93
2015-12-01,East New York/Pennsylvania Avenue,3.37511627907,Brooklyn,43
2015-12-01,East Tremont,2.10724637681,Bronx,69
2015-12-01,East Village,3.5,Manhattan,1
2015-12-01,East Williamsburg,2.895,Brooklyn,356
2015-12-01,Eastchester,5.0825,Bronx,4
2015-12-01,Elmhurst,2.29501172333,Queens,1706
2015-12-01,Elmhurst/Maspeth,2.25410480349,Queens,229
2015-12-01,Erasmus,4.16292682927,Brooklyn,82
2015-12-01,Far Rockaway,37.75,Queens,1
2015-12-01,Flatbush/Ditmas Park,3.49471502591,Brooklyn,193
2015-12-01,Flatlands,6.67566666667,Brooklyn,30
2015-12-01,Flushing,3.06367149758,Queens,414
2015-12-01,Flushing Meadows-Corona Park,7.20375,Queens,8
2015-12-01,Fordham South,1.72052631579,Bronx,38
2015-12-01,Forest Hills,2.56522375215,Queens,1162
2015-12-01,Forest Park/Highland Park,1.99,Queens,4
2015-12-01,Fort Greene,2.75201253482,Brooklyn,1436
2015-12-01,Fresh Meadows,9.0475,Queens,4
2015-12-01,Glen Oaks,8.96,Queens,3
2015-12-01,Glendale,2.54571428571,Queens,7
2015-12-01,Gowanus,3.0497515528,Brooklyn,161
2015-12-01,Gravesend,3.255,Brooklyn,2
2015-12-01,Green-Wood Cemetery,2.31166666667,Brooklyn,6
2015-12-01,Greenpoint,2.78545327755,Brooklyn,717
2015-12-01,Hamilton Heights,2.68064788732,Manhattan,710
2015-12-01,Hammels/Arverne,4.69666666667,Queens,3
2015-12-01,Highbridge,2.44898734177,Bronx,79
2015-12-01,Highbridge Park,1.77428571429,Manhattan,7
2015-12-01,Hillcrest/Pomonok,3.28383561644,Queens,73
2015-12-01,Hollis,2.02222222222,Queens,9
2015-12-01,Homecrest,3.40125,Brooklyn,8
2015-12-01,Howard Beach,4.998,Queens,5
2015-12-01,Hunts Point,2.60416666667,Bronx,48
2015-12-01,Inwood,3.24838150289,Manhattan,173
2015-12-01,Inwood Hill Park,2.36545454545,Manhattan,11
2015-12-01,JFK Airport,13.8225,Queens,8
2015-12-01,Jackson Heights,2.04337848606,Queens,1255
2015-12-01,Jamaica,3.38454376164,Queens,537
2015-12-01,Jamaica Estates,4.2,Queens,12
2015-12-01,Kensington,3.065,Brooklyn,22
2015-12-01,Kew Gardens,2.87597087379,Queens,412
2015-12-01,Kew Gardens Hills,4.39875,Queens,24
2015-12-01,Kingsbridge Heights,1.80028571429,Bronx,70
2015-12-01,LaGuardia Airport,3.05307692308,Queens,13
2015-12-01,Laurelton,8.24,Queens,2
2015-12-01,Lincoln Square East,3.18,Manhattan,1
2015-12-01,Long Island City/Hunters Point,3.0173699422,Queens,692
2015-12-01,Long Island City/Queens Plaza,2.27727642276,Queens,246
2015-12-01,Longwood,1.9192,Bronx,50
2015-12-01,Madison,1.5613559322,Brooklyn,59
2015-12-01,Manhattan Beach,4.51166666667,Brooklyn,6
2015-12-01,Manhattanville,2.34916067146,Manhattan,417
2015-12-01,Marble Hill,2.65125,Manhattan,40
2015-12-01,Marine Park/Floyd Bennett Field,3.09666666667,Brooklyn,6
2015-12-01,Marine Park/Mill Basin,2.89583333333,Brooklyn,12
2015-12-01,Mariners Harbor,10.2,Staten Island,3
2015-12-01,Maspeth,2.67666666667,Queens,15
2015-12-01,Melrose South,2.1719047619,Bronx,252
