dropoff_datetime,zone,trip_distance,count,borough
2014-04-30,West Village,1.7,34,Manhattan
2014-06-01,Allerton/Pelham Gardens,14.7851851852,27,Bronx
2014-06-01,Alphabet City,2.62666528411,2411,Manhattan
2014-06-01,Arden Heights,30.675,2,Staten Island
2014-06-01,Arrochar/Fort Wadsworth,15.4257142857,7,Staten Island
2014-06-01,Astoria,4.81459758551,2982,Queens
2014-06-01,Astoria Park,5.53230769231,26,Queens
2014-06-01,Auburndale,12.3735897436,39,Queens
2014-06-01,Baisley Park,6.71081081081,111,Queens
2014-06-01,Bath Beach,13.9125581395,43,Brooklyn
2014-06-01,Battery Park,3.98751121076,446,Manhattan
2014-06-01,Battery Park City,4.31627829003,3579,Manhattan
2014-06-01,Bay Ridge,11.7545061728,486,Brooklyn
2014-06-01,Bay Terrace/Fort Totten,14.5371875,32,Queens
2014-06-01,Bayside,12.1205882353,68,Queens
2014-06-01,Bedford,4.53989075018,1373,Brooklyn
2014-06-01,Bedford Park,10.6463513514,74,Bronx
2014-06-01,Bellerose,11.5568,25,Queens
2014-06-01,Belmont,10.9814285714,49,Bronx
2014-06-01,Bensonhurst East,12.4525,68,Brooklyn
2014-06-01,Bensonhurst West,11.6956896552,116,Brooklyn
2014-06-01,Bloomfield/Emerson Hill,20.5972727273,11,Staten Island
2014-06-01,Bloomingdale,3.22026838433,1863,Manhattan
2014-06-01,Boerum Hill,5.13398968186,1163,Brooklyn
2014-06-01,Borough Park,10.7398989899,99,Brooklyn
2014-06-01,Breezy Point/Fort Tilden/Riis Beach,22.655,2,Queens
2014-06-01,Briarwood/Jamaica Hills,9.01802919708,137,Queens
2014-06-01,Brighton Beach,15.7773076923,52,Brooklyn
2014-06-01,Broad Channel,18.44,2,Queens
2014-06-01,Bronx Park,10.8408108108,37,Bronx
2014-06-01,Bronxdale,12.3435555556,45,Bronx
2014-06-01,Brooklyn Heights,5.06680529301,1587,Brooklyn
2014-06-01,Brooklyn Navy Yard,3.82577777778,45,Brooklyn
2014-06-01,Brownsville,7.31468085106,47,Brooklyn
2014-06-01,Bushwick North,5.11599585062,964,Brooklyn
2014-06-01,Bushwick South,4.54965517241,1508,Brooklyn
2014-06-01,Cambria Heights,8.892,20,Queens
2014-06-01,Canarsie,9.2011627907,86,Brooklyn
2014-06-01,Carroll Gardens,5.09643765903,786,Brooklyn
2014-06-01,Central Harlem,3.54448160535,3289,Manhattan
2014-06-01,Central Harlem North,4.74026361279,2314,Manhattan
2014-06-01,Central Park,2.31634298351,4974,Manhattan
