dropoff_datetime,zone,trip_distance,count,borough
2015-05-01,Allerton/Pelham Gardens,14.3284615385,26,Bronx
2015-05-01,Alphabet City,2.40789041096,2555,Manhattan
2015-05-01,Arden Heights,25.8333333333,3,Staten Island
2015-05-01,Arrochar/Fort Wadsworth,16.875,8,Staten Island
2015-05-01,Astoria,4.50166965889,2228,Queens
2015-05-01,Astoria Park,5.85692307692,26,Queens
2015-05-01,Auburndale,11.0803846154,26,Queens
2015-05-01,Baisley Park,5.88544117647,136,Queens
2015-05-01,Bath Beach,12.9084615385,26,Brooklyn
2015-05-01,Battery Park,3.86707641196,301,Manhattan
2015-05-01,Battery Park City,3.92655730129,4328,Manhattan
2015-05-01,Bay Ridge,11.5112694301,386,Brooklyn
2015-05-01,Bay Terrace/Fort Totten,12.4524137931,29,Queens
2015-05-01,Bayside,12.7875438596,57,Queens
2015-05-01,Bedford,5.10562906725,922,Brooklyn
2015-05-01,Bedford Park,11.6535820896,67,Bronx
2015-05-01,Bellerose,13.7425,24,Queens
2015-05-01,Belmont,11.4276190476,42,Bronx
2015-05-01,Bensonhurst East,14.7626923077,52,Brooklyn
2015-05-01,Bensonhurst West,14.0467741935,93,Brooklyn
2015-05-01,Bloomfield/Emerson Hill,22.8114285714,7,Staten Island
2015-05-01,Bloomingdale,2.83903378378,1480,Manhattan
2015-05-01,Boerum Hill,5.25645454545,770,Brooklyn
2015-05-01,Borough Park,11.1213953488,86,Brooklyn
2015-05-01,Breezy Point/Fort Tilden/Riis Beach,15.9,2,Queens
2015-05-01,Briarwood/Jamaica Hills,9.66760683761,117,Queens
2015-05-01,Brighton Beach,15.917,40,Brooklyn
2015-05-01,Broad Channel,16.71,1,Queens
2015-05-01,Bronx Park,10.7988235294,17,Bronx
2015-05-01,Bronxdale,11.282173913,23,Bronx
2015-05-01,Brooklyn Heights,5.02194221509,1246,Brooklyn
2015-05-01,Brooklyn Navy Yard,4.39981481481,54,Brooklyn
2015-05-01,Brownsville,7.835625,48,Brooklyn
2015-05-01,Bushwick North,5.60794117647,680,Brooklyn
2015-05-01,Bushwick South,5.20434995112,1023,Brooklyn
