pickup_datetime,zone,trip_distance,borough,count
2016-04-01,Allerton/Pelham Gardens,2.94454545455,Bronx,11
2016-04-01,Arrochar/Fort Wadsworth,3.1,Staten Island,1
2016-04-01,Astoria,2.36019506369,Queens,2512
2016-04-01,Astoria Park,4.645,Queens,2
2016-04-01,Auburndale,0.0,Queens,1
2016-04-01,Baisley Park,3.92090909091,Queens,11
2016-04-01,Bath Beach,2.906,Brooklyn,5
2016-04-01,Bay Ridge,4.49607843137,Brooklyn,51
2016-04-01,Bay Terrace/Fort Totten,16.22,Queens,1
2016-04-01,Bayside,2.84285714286,Queens,7
2016-04-01,Bedford,2.67181386515,Brooklyn,1053
2016-04-01,Bedford Park,2.11487603306,Bronx,121
2016-04-01,Bellerose,8.65,Queens,2
2016-04-01,Belmont,2.62358695652,Bronx,92
2016-04-01,Bensonhurst East,3.66,Brooklyn,6
2016-04-01,Bensonhurst West,4.856,Brooklyn,10
2016-04-01,Bloomfield/Emerson Hill,18.11,Staten Island,1
2016-04-01,Bloomingdale,2.29470238095,Manhattan,168
2016-04-01,Boerum Hill,3.00312693498,Brooklyn,1292
2016-04-01,Borough Park,4.09142857143,Brooklyn,14
2016-04-01,Briarwood/Jamaica Hills,5.5585,Queens,40
2016-04-01,Brighton Beach,4.94090909091,Brooklyn,11
2016-04-01,Bronx Park,1.9975,Bronx,12
2016-04-01,Bronxdale,2.79266666667,Bronx,15
2016-04-01,Brooklyn Heights,3.55678990081,Brooklyn,1109
2016-04-01,Brooklyn Navy Yard,3.343125,Brooklyn,48
2016-04-01,Brownsville,2.70247863248,Brooklyn,117
2016-04-01,Bushwick North,3.27802955665,Brooklyn,203
2016-04-01,Bushwick South,2.63582309582,Brooklyn,407
2016-04-01,Canarsie,4.33533333333,Brooklyn,30
2016-04-01,Carroll Gardens,2.95705882353,Brooklyn,510
2016-04-01,Central Harlem,2.12501778209,Manhattan,3093
2016-04-01,Central Harlem North,2.15421554602,Manhattan,2097
2016-04-01,Central Park,2.50016901408,Manhattan,355
2016-04-01,City Island,3.3575,Bronx,4
2016-04-01,Claremont/Bathgate,3.04598039216,Bronx,102
2016-04-01,Clinton Hill,2.76176372712,Brooklyn,1202
2016-04-01,Co-Op City,5.07368421053,Bronx,19
2016-04-01,Cobble Hill,3.3405387931,Brooklyn,464
2016-04-01,College Point,5.86285714286,Queens,7
2016-04-01,Columbia Street,4.13739130435,Brooklyn,46
2016-04-01,Coney Island,8.18035714286,Brooklyn,28
2016-04-01,Corona,2.74791208791,Queens,91
2016-04-01,Country Club,4.87,Bronx,2
2016-04-01,Crotona Park,3.135,Bronx,2
2016-04-01,Crotona Park East,2.4175,Bronx,44
2016-04-01,Crown Heights North,2.74697292863,Brooklyn,1219
2016-04-01,Crown Heights South,3.01516908213,Brooklyn,207
2016-04-01,Cypress Hills,2.423125,Brooklyn,16
2016-04-01,DUMBO/Vinegar Hill,3.77761767531,Brooklyn,1041
2016-04-01,Douglaston,24.74,Queens,1
2016-04-01,Downtown Brooklyn/MetroTech,3.05354804646,Brooklyn,947
2016-04-01,Dyker Heights,11.35,Brooklyn,1
2016-04-01,East Concourse/Concourse Village,2.40209737828,Bronx,267
2016-04-01,East Elmhurst,2.99763636364,Queens,55
2016-04-01,East Flatbush/Farragut,2.89901960784,Brooklyn,51
2016-04-01,East Flatbush/Remsen Village,3.80573770492,Brooklyn,61
2016-04-01,East Flushing,2.2325,Queens,4
2016-04-01,East Harlem North,2.2939701174,Manhattan,2811
2016-04-01,East Harlem South,2.54381318681,Manhattan,2730
2016-04-01,East New York,2.60119047619,Brooklyn,126
2016-04-01,East New York/Pennsylvania Avenue,3.8609375,Brooklyn,32
2016-04-01,East Tremont,2.65133333333,Bronx,90
2016-04-01,East Williamsburg,2.7290051458,Brooklyn,583
2016-04-01,Eastchester,2.864,Bronx,10
2016-04-01,Elmhurst,2.35765656566,Queens,1980
2016-04-01,Elmhurst/Maspeth,2.53505617978,Queens,267
2016-04-01,Erasmus,2.98942528736,Brooklyn,87
2016-04-01,Far Rockaway,5.93333333333,Queens,3
2016-04-01,Flatbush/Ditmas Park,3.52153846154,Brooklyn,182
2016-04-01,Flatlands,3.58228571429,Brooklyn,35
2016-04-01,Flushing,3.43416107383,Queens,447
2016-04-01,Flushing Meadows-Corona Park,4.02272727273,Queens,11
