dropoff_datetime,zone,trip_distance,borough,count
2016-04-01,Allerton/Pelham Gardens,3.07090909091,33,Bronx
2016-04-01,Alphabet City,5.40282051282,78,Manhattan
2016-04-01,Arrochar/Fort Wadsworth,12.2666666667,3,Staten Island
2016-04-01,Astoria,1.71654878847,1527,Queens
2016-04-01,Astoria Park,2.0275,12,Queens
2016-04-01,Auburndale,4.67733333333,15,Queens
2016-04-01,Baisley Park,3.80325,80,Queens
2016-04-01,Bath Beach,6.73733333333,15,Brooklyn
2016-04-01,Battery Park,5.984,5,Manhattan
2016-04-01,Battery Park City,5.61549295775,71,Manhattan
2016-04-01,Bay Ridge,5.33778625954,131,Brooklyn
2016-04-01,Bay Terrace/Fort Totten,6.319,10,Queens
2016-04-01,Bayside,5.0356,25,Queens
2016-04-01,Bedford,2.02070678128,1047,Brooklyn
2016-04-01,Bedford Park,2.95032,125,Bronx
2016-04-01,Bellerose,6.15375,8,Queens
2016-04-01,Belmont,2.31177777778,90,Bronx
2016-04-01,Bensonhurst East,5.49588235294,17,Brooklyn
2016-04-01,Bensonhurst West,6.47923076923,26,Brooklyn
2016-04-01,Bloomfield/Emerson Hill,23.83,1,Staten Island
2016-04-01,Bloomingdale,1.61076305221,249,Manhattan
2016-04-01,Boerum Hill,1.73801393728,574,Brooklyn
2016-04-01,Borough Park,5.09526315789,38,Brooklyn
2016-04-01,Briarwood/Jamaica Hills,2.62479289941,169,Queens
2016-04-01,Brighton Beach,4.25615384615,26,Brooklyn
2016-04-01,Broad Channel,10.01,2,Queens
2016-04-01,Bronx Park,2.98125,16,Bronx
2016-04-01,Bronxdale,3.96051282051,39,Bronx
2016-04-01,Brooklyn Heights,1.74111111111,513,Brooklyn
2016-04-01,Brooklyn Navy Yard,2.06095238095,63,Brooklyn
2016-04-01,Brownsville,3.26723756906,181,Brooklyn
2016-04-01,Bushwick North,3.17801136364,352,Brooklyn
2016-04-01,Bushwick South,2.77833850932,644,Brooklyn
2016-04-01,Cambria Heights,6.0175,16,Queens
2016-04-01,Canarsie,5.175,76,Brooklyn
2016-04-01,Carroll Gardens,2.055,338,Brooklyn
2016-04-01,Central Harlem,1.23404617254,1646,Manhattan
2016-04-01,Central Harlem North,1.46194244604,1946,Manhattan
2016-04-01,Central Park,2.33927756654,263,Manhattan
2016-04-01,Chinatown,3.99381578947,76,Manhattan
2016-04-01,City Island,8.32888888889,9,Bronx
2016-04-01,Claremont/Bathgate,2.50714285714,119,Bronx
2016-04-01,Clinton East,5.7743231441,229,Manhattan
2016-04-01,Clinton Hill,1.78983516484,910,Brooklyn
2016-04-01,Clinton West,5.72793103448,116,Manhattan
2016-04-01,Co-Op City,6.0825,48,Bronx
2016-04-01,Cobble Hill,1.84187845304,181,Brooklyn
2016-04-01,College Point,3.84829545455,88,Queens
2016-04-01,Columbia Street,1.67160377358,106,Brooklyn
