dropoff_datetime,zone,trip_distance,borough,count
2015-07-01,Allerton/Pelham Gardens,3.53125,24,Bronx
2015-07-01,Alphabet City,5.48281690141,71,Manhattan
2015-07-01,Arrochar/Fort Wadsworth,0.0,1,Staten Island
2015-07-01,Astoria,1.78483292584,1227,Queens
2015-07-01,Astoria Park,2.23,8,Queens
2015-07-01,Auburndale,4.50652173913,23,Queens
2015-07-01,Baisley Park,4.07879310345,58,Queens
2015-07-01,Bath Beach,4.17461538462,13,Brooklyn
2015-07-01,Battery Park,7.24,2,Manhattan
2015-07-01,Battery Park City,5.49764705882,68,Manhattan
2015-07-01,Bay Ridge,5.44565217391,138,Brooklyn
2015-07-01,Bay Terrace/Fort Totten,5.6,10,Queens
2015-07-01,Bayside,5.51090909091,22,Queens
2015-07-01,Bedford,2.0257875895,838,Brooklyn
2015-07-01,Bedford Park,2.61006060606,165,Bronx
2015-07-01,Bellerose,8.45555555556,9,Queens
2015-07-01,Belmont,2.0101980198,101,Bronx
2015-07-01,Bensonhurst East,5.93066666667,45,Brooklyn
2015-07-01,Bensonhurst West,5.36333333333,45,Brooklyn
2015-07-01,Bloomingdale,1.8601,200,Manhattan
2015-07-01,Boerum Hill,1.68602329451,601,Brooklyn
2015-07-01,Borough Park,6.03125,64,Brooklyn
2015-07-01,Breezy Point/Fort Tilden/Riis Beach,8.8,1,Queens
2015-07-01,Briarwood/Jamaica Hills,2.42973154362,149,Queens
2015-07-01,Brighton Beach,3.70209302326,43,Brooklyn
2015-07-01,Bronx Park,3.44607142857,28,Bronx
2015-07-01,Bronxdale,4.40418604651,43,Bronx
2015-07-01,Brooklyn Heights,2.02302083333,480,Brooklyn
2015-07-01,Brooklyn Navy Yard,2.04236842105,76,Brooklyn
2015-07-01,Brownsville,3.36116071429,112,Brooklyn
2015-07-01,Bushwick North,3.36551724138,232,Brooklyn
2015-07-01,Bushwick South,2.96655172414,377,Brooklyn
2015-07-01,Cambria Heights,5.435,12,Queens
2015-07-01,Canarsie,4.93173333333,75,Brooklyn
2015-07-01,Carroll Gardens,1.76264604811,582,Brooklyn
2015-07-01,Central Harlem,1.21156833458,1339,Manhattan
2015-07-01,Central Harlem North,1.36933719434,1554,Manhattan
2015-07-01,Central Park,2.4841025641,234,Manhattan
2015-07-01,Chinatown,4.23651515152,66,Manhattan
2015-07-01,City Island,2.34,4,Bronx
2015-07-01,Claremont/Bathgate,2.49183486239,109,Bronx
2015-07-01,Clinton East,6.05666666667,207,Manhattan
2015-07-01,Clinton Hill,1.85325268817,744,Brooklyn
2015-07-01,Clinton West,5.96240963855,83,Manhattan
2015-07-01,Co-Op City,4.87136363636,44,Bronx
2015-07-01,Cobble Hill,1.60779591837,245,Brooklyn
2015-07-01,College Point,3.63666666667,96,Queens
2015-07-01,Columbia Street,2.00443396226,106,Brooklyn
2015-07-01,Coney Island,3.875,60,Brooklyn
2015-07-01,Corona,2.04610552764,398,Queens
2015-07-01,Country Club,2.442,5,Bronx
2015-07-01,Crotona Park,1.642,5,Bronx
2015-07-01,Crotona Park East,3.08606557377,61,Bronx
2015-07-01,Crown Heights North,2.53128504673,856,Brooklyn
2015-07-01,Crown Heights South,2.76912087912,182,Brooklyn
2015-07-01,Cypress Hills,6.40571428571,35,Brooklyn
2015-07-01,DUMBO/Vinegar Hill,2.0981372549,306,Brooklyn
2015-07-01,Douglaston,9.55666666667,6,Queens
2015-07-01,Downtown Brooklyn/MetroTech,1.97729508197,366,Brooklyn
2015-07-01,Dyker Heights,6.27,16,Brooklyn
2015-07-01,East Chelsea,6.26081632653,147,Manhattan
2015-07-01,East Concourse/Concourse Village,2.10276190476,315,Bronx
2015-07-01,East Elmhurst,2.71722513089,191,Queens
2015-07-01,East Flatbush/Farragut,2.95112359551,89,Brooklyn
2015-07-01,East Flatbush/Remsen Village,3.32459459459,111,Brooklyn
2015-07-01,East Flushing,2.67810810811,37,Queens
2015-07-01,East Harlem North,1.41270303782,1613,Manhattan
2015-07-01,East Harlem South,1.87504264392,938,Manhattan
2015-07-01,East New York,4.7256302521,119,Brooklyn
2015-07-01,East New York/Pennsylvania Avenue,3.95381818182,55,Brooklyn
2015-07-01,East Tremont,3.02504854369,103,Bronx
2015-07-01,East Village,4.92436936937,222,Manhattan
2015-07-01,East Williamsburg,2.62758782201,427,Brooklyn
2015-07-01,Eastchester,5.53625,24,Bronx
2015-07-01,Elmhurst,1.76153755869,852,Queens
2015-07-01,Elmhurst/Maspeth,1.65056291391,302,Queens
2015-07-01,Eltingville/Annadale/Prince's Bay,26.7,1,Staten Island
2015-07-01,Erasmus,2.88893939394,66,Brooklyn
2015-07-01,Far Rockaway,14.6383333333,6,Queens
2015-07-01,Financial District North,5.01206185567,97,Manhattan
2015-07-01,Financial District South,6.20205882353,68,Manhattan
2015-07-01,Flatbush/Ditmas Park,3.68022641509,265,Brooklyn
2015-07-01,Flatiron,6.35350649351,77,Manhattan
2015-07-01,Flatlands,3.69490196078,51,Brooklyn
2015-07-01,Flushing,3.93534759358,187,Queens
2015-07-01,Flushing Meadows-Corona Park,3.95704918033,61,Queens
2015-07-01,Fordham South,2.59766233766,77,Bronx
2015-07-01,Forest Hills,2.07734989648,483,Queens
2015-07-01,Forest Park/Highland Park,5.15454545455,11,Queens
2015-07-01,Fort Greene,1.70623268698,722,Brooklyn
2015-07-01,Fresh Meadows,6.91590909091,22,Queens
2015-07-01,Garment District,6.28010416667,96,Manhattan
2015-07-01,Glen Oaks,9.616,10,Queens
2015-07-01,Glendale,3.16402777778,72,Queens
2015-07-01,Gowanus,2.37336244541,229,Brooklyn
2015-07-01,Gramercy,5.7248951049,143,Manhattan
2015-07-01,Gravesend,2.55076923077,26,Brooklyn
2015-07-01,Green-Wood Cemetery,2.88,3,Brooklyn
2015-07-01,Greenpoint,2.30727496917,811,Brooklyn
2015-07-01,Greenwich Village North,4.94277227723,101,Manhattan
2015-07-01,Greenwich Village South,4.78326923077,104,Manhattan
2015-07-01,Hamilton Heights,1.61717546362,701,Manhattan
2015-07-01,Hammels/Arverne,11.29,3,Queens
2015-07-01,Highbridge,1.88201058201,189,Bronx
2015-07-01,Highbridge Park,3.0605,20,Manhattan
2015-07-01,Hillcrest/Pomonok,3.0443877551,98,Queens
2015-07-01,Hollis,4.96066666667,15,Queens
2015-07-01,Homecrest,4.58214285714,42,Brooklyn
2015-07-01,Howard Beach,6.20133333333,15,Queens
2015-07-01,Hudson Sq,5.01223684211,76,Manhattan
2015-07-01,Hunts Point,2.94398058252,103,Bronx
2015-07-01,Inwood,2.8596373057,193,Manhattan
2015-07-01,Inwood Hill Park,3.07724137931,29,Manhattan
2015-07-01,JFK Airport,13.6334653465,505,Queens
2015-07-01,Jackson Heights,1.86504098361,1220,Queens
2015-07-01,Jamaica,3.42382352941,170,Queens
2015-07-01,Jamaica Estates,4.604,40,Queens
2015-07-01,Kensington,4.15061452514,179,Brooklyn
2015-07-01,Kew Gardens,2.36809248555,173,Queens
2015-07-01,Kew Gardens Hills,2.987,130,Queens
2015-07-01,Kingsbridge Heights,2.68093023256,86,Bronx
2015-07-01,Kips Bay,6.17024,125,Manhattan
2015-07-01,LaGuardia Airport,6.29050438596,912,Queens
2015-07-01,Laurelton,6.95727272727,11,Queens
2015-07-01,Lenox Hill East,4.70172,250,Manhattan
2015-07-01,Lenox Hill West,4.09395744681,235,Manhattan
2015-07-01,Lincoln Square East,4.08732899023,307,Manhattan
2015-07-01,Lincoln Square West,4.50900900901,111,Manhattan
2015-07-01,Little Italy/NoLiTa,4.06071428571,140,Manhattan
2015-07-01,Long Island City/Hunters Point,2.43586448598,428,Queens
2015-07-01,Long Island City/Queens Plaza,1.83516746411,209,Queens
2015-07-01,Longwood,2.53907894737,76,Bronx
2015-07-01,Lower East Side,3.83939271255,247,Manhattan
2015-07-01,Madison,6.99083333333,12,Brooklyn
2015-07-01,Manhattan Beach,1.80744186047,43,Brooklyn
2015-07-01,Manhattan Valley,2.05094936709,316,Manhattan
2015-07-01,Manhattanville,1.53649890591,457,Manhattan
2015-07-01,Marble Hill,2.96,25,Manhattan
2015-07-01,Marine Park/Floyd Bennett Field,7.75333333333,3,Brooklyn
2015-07-01,Marine Park/Mill Basin,6.14566666667,30,Brooklyn
2015-07-01,Mariners Harbor,7.64,2,Staten Island
2015-07-01,Maspeth,2.36995798319,238,Queens
2015-07-01,Meatpacking/West Village West,5.68775,80,Manhattan
2015-07-01,Melrose South,1.8475,308,Bronx
2015-07-01,Middle Village,3.07276119403,134,Queens
2015-07-01,Midtown Center,5.40576419214,229,Manhattan
2015-07-01,Midtown East,5.25088372093,215,Manhattan
2015-07-01,Midtown North,5.17934210526,152,Manhattan
2015-07-01,Midtown South,6.00404761905,126,Manhattan
2015-07-01,Midwood,4.98361111111,36,Brooklyn
2015-07-01,Morningside Heights,1.52035386632,763,Manhattan
2015-07-01,Morrisania/Melrose,2.1095,160,Bronx
2015-07-01,Mott Haven/Port Morris,2.23058171745,361,Bronx
2015-07-01,Mount Hope,2.18656934307,137,Bronx
2015-07-01,Murray Hill,5.98971751412,177,Manhattan
2015-07-01,Murray Hill-Queens,3.35132075472,53,Queens
2015-07-01,Newark Airport,18.835625,32,EWR
2015-07-01,North Corona,1.92217910448,335,Queens
2015-07-01,Norwood,2.73317307692,104,Bronx
2015-07-01,Oakland Gardens,7.03909090909,11,Queens
2015-07-01,Ocean Hill,3.19193277311,119,Brooklyn
2015-07-01,Ocean Parkway South,6.318,30,Brooklyn
2015-07-01,Old Astoria,1.83896551724,406,Queens
2015-07-01,Ozone Park,4.406,10,Queens
2015-07-01,Park Slope,2.10662219101,1424,Brooklyn
2015-07-01,Parkchester,3.14621212121,66,Bronx
2015-07-01,Pelham Bay,4.32285714286,14,Bronx
2015-07-01,Pelham Bay Park,6.38714285714,7,Bronx
2015-07-01,Pelham Parkway,3.92069444444,72,Bronx
2015-07-01,Penn Station/Madison Sq West,6.09936708861,158,Manhattan
2015-07-01,Port Richmond,0.04,1,Staten Island
2015-07-01,Prospect Heights,1.97664473684,304,Brooklyn
2015-07-01,Prospect Park,2.71658536585,82,Brooklyn
2015-07-01,Prospect-Lefferts Gardens,2.8872972973,296,Brooklyn
2015-07-01,Queens Village,5.80727272727,33,Queens
2015-07-01,Queensboro Hill,3.13552631579,76,Queens
2015-07-01,Queensbridge/Ravenswood,1.366875,208,Queens
2015-07-01,Randalls Island,2.81,17,Manhattan
2015-07-01,Red Hook,2.48719557196,271,Brooklyn
2015-07-01,Rego Park,2.18038834951,206,Queens
2015-07-01,Richmond Hill,3.76065693431,137,Queens
2015-07-01,Ridgewood,4.34435714286,140,Queens
2015-07-01,Riverdale/North Riverdale/Fieldston,5.248,35,Bronx
2015-07-01,Rockaway Park,15.47,3,Queens
2015-07-01,Roosevelt Island,2.99264705882,34,Manhattan
2015-07-01,Rosedale,6.22625,8,Queens
2015-07-01,Saint Albans,4.46489361702,47,Queens
2015-07-01,Saint George/New Brighton,5.96,1,Staten Island
2015-07-01,Saint Michaels Cemetery/Woodside,0.636279069767,43,Queens
2015-07-01,Schuylerville/Edgewater Park,3.73849056604,53,Bronx
2015-07-01,Seaport,4.32483870968,31,Manhattan
2015-07-01,Sheepshead Bay,1.52361702128,94,Brooklyn
2015-07-01,SoHo,4.27172839506,81,Manhattan
2015-07-01,Soundview/Bruckner,3.14076923077,65,Bronx
2015-07-01,Soundview/Castle Hill,3.86358490566,106,Bronx
2015-07-01,South Beach/Dongan Hills,6.84,1,Staten Island
2015-07-01,South Jamaica,2.64875,80,Queens
2015-07-01,South Ozone Park,4.51695364238,151,Queens
2015-07-01,South Williamsburg,2.5486,100,Brooklyn
2015-07-01,Springfield Gardens North,4.02903225806,31,Queens
2015-07-01,Springfield Gardens South,8.15304347826,23,Queens
2015-07-01,Spuyten Duyvil/Kingsbridge,3.34518987342,79,Bronx
2015-07-01,Stapleton,14.2,1,Staten Island
2015-07-01,Starrett City,6.62285714286,7,Brooklyn
2015-07-01,Steinway,2.04026990553,741,Queens
2015-07-01,Stuy Town/Peter Cooper Village,6.03428571429,21,Manhattan
2015-07-01,Stuyvesant Heights,2.65231060606,528,Brooklyn
2015-07-01,Sunnyside,2.13230392157,612,Queens
2015-07-01,Sunset Park East,3.807,90,Brooklyn
2015-07-01,Sunset Park West,3.21442857143,210,Brooklyn
2015-07-01,Sutton Place/Turtle Bay North,5.16823943662,142,Manhattan
2015-07-01,Times Sq/Theatre District,5.59695402299,174,Manhattan
2015-07-01,TriBeCa/Civic Center,4.43853146853,286,Manhattan
2015-07-01,Two Bridges/Seward Park,4.03901408451,71,Manhattan
2015-07-01,UN/Turtle Bay South,5.95025806452,155,Manhattan
2015-07-01,Union Sq,5.97401273885,157,Manhattan
2015-07-01,University Heights/Morris Heights,2.7302688172,186,Bronx
2015-07-01,Upper East Side North,2.32848167539,573,Manhattan
2015-07-01,Upper East Side South,3.55209558824,272,Manhattan
2015-07-01,Upper West Side North,2.43584337349,498,Manhattan
2015-07-01,Upper West Side South,3.29170454545,352,Manhattan
2015-07-01,Van Cortlandt Park,3.97230769231,13,Bronx
2015-07-01,Van Cortlandt Village,2.7718018018,111,Bronx
2015-07-01,Van Nest/Morris Park,3.13772727273,88,Bronx
2015-07-01,Washington Heights North,2.72242331288,326,Manhattan
2015-07-01,Washington Heights South,2.27535040431,742,Manhattan
2015-07-01,West Brighton,12.9,1,Staten Island
2015-07-01,West Chelsea/Hudson Yards,6.19326530612,147,Manhattan
2015-07-01,West Concourse,2.00925170068,294,Bronx
2015-07-01,West Farms/Bronx River,3.16365079365,63,Bronx
2015-07-01,West Village,5.61518518519,81,Manhattan
2015-07-01,Westchester Village/Unionport,3.076,50,Bronx
2015-07-01,Westerleigh,12.5533333333,3,Staten Island
2015-07-01,Whitestone,3.91972222222,36,Queens
2015-07-01,Willets Point,3.854,5,Queens
2015-07-01,Williamsbridge/Olinville,5.320625,48,Bronx
2015-07-01,Williamsburg (North Side),2.371,650,Brooklyn
2015-07-01,Williamsburg (South Side),2.23642447419,523,Brooklyn
